"","mz","intensity","molecular_formula","compound_name","compound_id","moduleColor","GS.Treatment","p.GS.Treatment","MM.magenta","p.MM.magenta","MM.yellow","p.MM.yellow","MM.blue","p.MM.blue","MM.pink","p.MM.pink","MM.grey","p.MM.grey","MM.turquoise","p.MM.turquoise","MM.green","p.MM.green","MM.red","p.MM.red","MM.greenyellow","p.MM.greenyellow","MM.black","p.MM.black","MM.purple","p.MM.purple","MM.brown","p.MM.brown"
"347.192575","347.192575",8673856.2,"","","","black",-0.0916729340291212,0.509713824355579,0.63835631806139,2.06865516015077e-07,-0.564444319799433,8.76839722722201e-06,0.333922698471446,0.0135988736571806,0.429413697333609,0.00119420521243145,0.33130632339166,0.0143980101586854,-0.336110205931217,0.0129602189323231,-0.361151911639235,0.007295840300124,-0.399055634668082,0.00279814178436405,-0.282357402147126,0.0385794694543426,-0.869263186408709,1.54850120314582e-17,-0.100588234980996,0.469242305531029,-0.163205518536689,0.238328763778902
"377.1454896","377.1454896",4506562.58,"C17H20N4O6","Riboflavin||None","C00255||None","black",0.0907648110746494,0.513933482921407,-0.34665331153786,0.0102307207053634,0.295402611209464,0.0301119718245884,-0.491571240762556,0.000160166313218252,-0.324424972398145,0.0166942263750681,-0.00385930185108376,0.977904249670578,0.491333126387668,0.000161525154378341,0.443538331833702,0.000781735178121188,0.272580616004869,0.0461391363229307,-0.0460376159251114,0.740972801607596,0.779176842819115,3.94465192815157e-12,-0.220149682637349,0.109686679283819,0.0861038411007116,0.535865204003904
"210.120086","210.120086",355987.7,"","","","black",-0.0885335221902454,0.524375732366512,0.534879103723226,3.0904428050759e-05,-0.383517053083255,0.00420089494089898,0.525717485081221,4.46024497348011e-05,0.41261637597165,0.00193148793009681,0.116828109573703,0.400176507609903,-0.413703269459275,0.00187370090067164,-0.509972870465858,8.17902742819587e-05,-0.325600751809484,0.0162811065158985,-0.0194111972577978,0.889198886804202,-0.854403253470712,2.1014184585702e-16,0.162551636435433,0.240240483101055,-0.161403555945563,0.243622386519657
"471.1571136","471.1571136",1588188.82,"","","","black",0.0850746999974875,0.540768629702975,-0.494442918339501,0.000144580635551032,0.476681656700091,0.000268476325226428,-0.554652428220816,1.3486627984338e-05,-0.0904222154903451,0.515529948472037,-0.277123881034806,0.0424878996396144,0.369111298077649,0.00602054355741101,0.25690461598349,0.0607525966743991,0.43863728294071,0.000907419017004774,0.0881548680208317,0.526158216780696,0.787329154758558,1.65430295682071e-12,-0.161664477513891,0.242850953133386,0.138248592256548,0.318792763328802
"474.2924381","474.2924381",2373913.61,"","","","black",0.0789554733992517,0.570365713601598,0.366700146794854,0.00638451609731131,-0.387874365876296,0.00375574405076072,0.401023863304485,0.00265408472482361,0.157207252120766,0.256258916100594,0.324531196890762,0.0166565400214867,-0.0811633154341766,0.559600949197051,-0.402068056677964,0.00258036254090392,-0.457032885189759,0.000512525677632143,-0.248408024238091,0.0701080471500467,-0.687952012237891,9.05450960156849e-09,-0.0317027509354429,0.819978454016853,-0.230421505032988,0.0936862050081681
"385.7640469","385.7640469",923942.64,"","","","black",0.0784338839876002,0.572922741098698,0.258368334823578,0.0592473408188857,-0.427583293530364,0.00125995075631942,0.322152024180537,0.0175182124379418,-0.00126109101181864,0.99277904593327,0.246186583476296,0.0727342915482493,-0.330986021520009,0.0144985499563196,-0.0991215657357606,0.47577937303044,-0.391251931943831,0.00343986132922824,-0.294278659370293,0.0307744873027845,-0.65359124082691,8.40970229092471e-08,-0.0702444387452782,0.613744911008866,-0.013608405780625,0.922197900865256
"130.0648875","130.0648875",14657027.5,"C9H10N2","Dimethylbenzimidazole||None","C03114||None","black",0.0740589362363032,0.594575369564883,-0.553033533811985,1.4462770331719e-05,0.568218996556397,7.40009875141204e-06,0.0170003135243002,0.902889589309261,-0.350878059975326,0.00928534772878114,-0.11932928780852,0.390094387868848,0.581062871045926,4.08868162483674e-06,0.0322866839681899,0.816719361441149,0.130235881163822,0.34791210767318,0.456565330510959,0.000520229260579147,0.836371248075618,3.46244513428134e-15,0.366648593751641,0.00639250360103649,-0.337365756402181,0.0126054204433467
"141.0569821","141.0569821",279088.4,"","None||None||None||None||None||None","None||None||None||None||None||None","black",0.0708522285087919,0.610672818505522,-0.577044041851287,4.93602243783651e-06,0.555910847631365,1.27703621694839e-05,-0.338151646700745,0.0123876142465796,-0.285333521244535,0.0364924830267783,-0.256606917973856,0.0610624747970667,0.465572617452184,0.000388809885719389,0.207335381382326,0.132491917783884,0.344386406854035,0.0107714512149555,0.261285984487637,0.0563365547230159,0.900112452682774,2.09529867694064e-20,-0.00281372084486185,0.983889602219128,-0.0571749821291695,0.681326392785118
"418.229546","418.229546",4145598.11,"","None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None","black",-0.0694060331249407,0.617993477056871,0.572201810728279,6.17306056046987e-06,-0.298703216235511,0.0282348386257138,0.287697583317244,0.0349020341572635,0.607477617127772,1.11103691121297e-06,-0.0680736360592115,0.624770858251325,-0.498411473211171,0.000125318223323151,-0.518884396192701,5.82429646765297e-05,-0.142552840441166,0.303810108437536,-0.0482549303563714,0.728963523059239,-0.826098462995832,1.47458055694309e-14,0.0904548865411738,0.515377596508119,-0.0286577522117374,0.837021180917512
"338.7053217","338.7053217",1993462.6,"","","","black",0.0676281643379136,0.627043724986826,0.354124007007032,0.00861132318129073,-0.460884207961231,0.000452890584389418,0.274205281194165,0.0448050730427703,0.0704765842366004,0.612570743223889,0.268650231643565,0.0495011424791933,-0.170323089070619,0.218192527787923,-0.377298495406804,0.00491649228750055,-0.492036866465935,0.000157539258946778,-0.275952410293922,0.0434058627046157,-0.686702503178041,9.87097792224839e-09,-0.154353196445167,0.26510166565908,-0.177216862200921,0.199851146356787
"279.1009141","279.1009141",6033403.74,"C9H11FN2O5||C9H11FN2O5","5-Fluorodeoxyuridine||5'-Deoxy-5-fluorouridine","C11736||C12739","black",-0.0635951497153031,0.647775254916036,-0.463227935610926,0.000419749781157751,0.463742859469797,0.000412769882203648,-0.526115887084031,4.39061180348606e-05,-0.193796793795339,0.160277400050739,-0.330064252923895,0.0147912440811866,0.3058127915764,0.0245221582406459,0.189259045929512,0.170485420243076,0.460800372954154,0.000454118753652371,0.155089193871049,0.262802034361665,0.739317169961083,1.71929097125049e-10,-0.0643242011214539,0.644007307417874,0.176860885978938,0.200770596428282
"378.0808049","378.0808049",2872547.75,"C10H14N5O6P||C10H12N5O7P||C11H15NO9P||C11H19NO8||C10H12N5O7P","dAMP||3',5'-Cyclic GMP||Nicotinate D-ribonucleotide||N-Acetylmuramate||2',3'-Cyclic GMP","C00360||C00942||C01185||C02713||C06194","black",0.0624214005384001,0.653859941529762,-0.401743189534615,0.00260310162996284,0.327558005383154,0.0156127461544855,-0.450449745591586,0.000631099548450254,-0.0821162129843224,0.554984665936099,-0.029520467639927,0.83218469760097,0.486066919734733,0.00019440194066601,0.207536269057756,0.132108855299057,0.322500957930452,0.017389512708982,0.103929707881342,0.45453088121488,0.677525961558965,1.83722635097706e-08,-0.121260180919413,0.382414616590853,-0.0416134719993766,0.765115927478889
"291.0834161","291.0834161",501656.44,"C9H12N2O6||C9H12N2O6||C9H9NO6||C9H9NO6||C9H9NO6","Uridine||Pseudouridine||5-(2'-Carboxyethyl)-4,6-dihydroxypicolinate||Stizolobate||Stizolobinate","C00299||C02067||C05655||C06047||C06048","black",-0.0622936169071354,0.654523728035661,0.557112853357232,1.21192428107128e-05,-0.638749446201162,2.02241425641809e-07,0.363622424258095,0.00687693043780794,-0.0391069356523827,0.778895069899229,0.453226930612984,0.00057834852660834,-0.350483836800709,0.00937024035544772,-0.0185798985618813,0.893916170704949,-0.510186366241269,8.1136575148024e-05,-0.360263985918485,0.00745173856103139,-0.776097811374305,5.42534323667763e-12,-0.0787851238805868,0.571200250188117,0.000470595214603219,0.997305360865373
"376.2188247","376.2188247",1366262.3,"","None||None||None||None||None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None||None||None||None||None","black",-0.0590856313123299,0.671273721244891,0.577544491690657,4.82226131980839e-06,-0.435321569876971,0.0010024637830567,0.0139045340379322,0.920510264662308,0.561995406367034,9.77781330903854e-06,0.0300924833488708,0.828981296431092,-0.432462100363972,0.00109151235870683,-0.381190032985383,0.00445715007564043,-0.0922170224525016,0.507194139472593,-0.284290612392183,0.037212923921591,-0.731411029589056,3.35464333199775e-10,-0.231420740693656,0.0922322493710893,0.114939359040088,0.407889724939481
"224.6235024","224.6235024",2163974.1,"","","","black",-0.0588229163570105,0.672652634685133,0.499168882335642,0.00012192036690277,-0.472360971827758,0.000310533753405304,0.223470772018351,0.104299245838987,0.505363539239618,9.71360523514013e-05,0.191727354377129,0.164875670808464,-0.385112559642978,0.00403277794633203,-0.325966645900877,0.0161543389858752,-0.161188782164925,0.244258633427541,-0.248826451986939,0.0696219326296063,-0.758366725737759,3.0983764818412e-11,-0.0245640282084159,0.860049729128546,-0.0231982276196202,0.867759575976146
"203.0811371","203.0811371",1359175.8,"C9H7NO2||C9H7NO2||C10H8N2||C11H12N2O3","None||None||None||None||None||None||4,8-Dihydroxyquinoline||4,6-Dihydroxyquinoline||3-Indoleacetonitrile||5-Hydroxy-L-tryptophan||None||None||None","None||None||None||None||None||None||C05637||C05639||C02938||C00643||None||None||None","black",0.0587526967830852,0.673021377862455,-0.584285227762299,3.50920490502008e-06,0.690128731669586,7.78216943184160e-09,-0.270883343249031,0.04756732079013,-0.137999802384659,0.319672890079457,-0.335612134637278,0.0131033229025125,0.511555567743131,7.70568742169054e-05,0.104613992745124,0.451549645979785,0.37749914565443,0.00489182990381263,0.371812979424466,0.0056343889441406,0.926446407392888,1.02115924571109e-23,0.220205641771959,0.109594168270928,-0.137363961608369,0.321929264040565
"411.1595408","411.1595408",1055398.585,"","","","black",0.0571305082157136,0.681561051302924,0.471725506628602,0.000317200665738704,-0.64948859605886,1.07695310522393e-07,0.0871593375328211,0.530858892532869,-0.0199181353651656,0.886324075960368,0.295352956099944,0.0301409878066648,-0.45634296003979,0.000523929729660787,0.0550714389584107,0.692457779676104,-0.309650674127826,0.0226947652928898,-0.510835068319724,7.91796133140368e-05,-0.719883843757559,8.5342798684353e-10,-0.198481332071962,0.150217245095065,0.281702698890926,0.0390515450439081
"314.2072042","314.2072042",6277244.395,"C14H22N2O2","3-Hydroxylidocaine","C16560","black",0.0560926138512958,0.687045764654302,-0.518026983120168,6.02018933640413e-05,0.459346128703997,0.000475908758628621,-0.34548235859092,0.010507027968928,-0.410974555258776,0.00202179240208289,-0.0672248684924422,0.629104372866568,0.545543510445588,1.98895674652792e-05,0.35568044622786,0.00830347372126393,0.245885778809691,0.0730958409311238,0.155264902881575,0.262255012939508,0.887325701924228,4.08399635879064e-19,0.027394377894827,0.844114560210316,-0.0320787493239808,0.817879552811552
"403.2299722","403.2299722",1043755.02,"","None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None","black",-0.0554668182626351,0.690360524710721,0.456064331001475,0.000528599993954148,-0.253327899351617,0.064560436710045,0.0476543833081853,0.732209936123913,0.640600481996448,1.81741938535123e-07,-0.0454502271425999,0.744164606768127,-0.328807305335581,0.0151985046295831,-0.489344435167683,0.000173291806457751,-0.0411955745458506,0.767408348401423,-0.122617644768565,0.377069831228902,-0.615578620709698,7.27374029262988e-07,-0.0729551328982397,0.600095131068108,-0.0463024972760924,0.739534876813132
"312.1915772","312.1915772",2401952.9,"","","","black",0.0554497057544738,0.690451248882218,-0.466191204853508,0.000380999594598944,0.430667587199182,0.00115096007478724,-0.404308669092565,0.00242827375771379,-0.1127156674885,0.417080071079085,-0.0552231815074291,0.691652602857241,0.639333242681373,1.95553116256416e-07,0.135018836431335,0.330338276581082,0.221855223091846,0.10689390619697,0.0652791706074721,0.639085168406056,0.834805521411843,4.34567393283866e-15,-0.0631548872856133,0.650054915297495,-0.212521226076415,0.122867869693426
