mz	pval.BH.Time_point	pval.BH.Treatment	pval.BH.Genotype	pval.BH.Time_point:Treatment	pval.BH.Time_point:Genotype	pval.BH.Treatment:Genotype	pval.BH.Time_point:Treatment:Genotype	selected.var	Mean_Time_point.12h	Mean_Time_point.24h	Mean_Time_point.4h	Mean_Time_point.8h	Mean_Treatment.CAR	Mean_Treatment.CON	Mean_Genotype.I	Mean_Genotype.X
105.0738741	0.7529343814	0.2501785091	0	0.9981431924	0.5088212306	0.9905120932	0.9181250615	no	14.7657372471875	14.7687619965625	14.68177652625	14.7412547929032	14.8091018809375	14.6685270292063	14.3300562159375	15.1551765936508
105.1103297	0.0264273281	0.2501785091	7e-10	0.9981431924	0.9896384975	0.8058315627	0.692351787	no	17.7459278859375	17.6878594959375	17.5093652925	17.55427331	17.6913334598438	17.5574288374603	17.811906675625	17.4349417611111
106.0041261	0.1333176109	0.7354826148	0	0.9981431924	0.321721937	0.9905120932	0.8749759639	no	18.1864411484375	18.24509500625	17.959331515	17.9539460058065	18.1169403160937	18.0570779584127	17.6249782660937	18.5568489298413
106.0485311	0.2146065474	0.7945982245	0	0.9981431924	0.5933674433	0.9999127051	0.9935828372	no	14.0783381246875	14.092898633125	14.0100679978125	14.0886268564516	14.0744060840625	14.0601142119048	14.2605543770312	13.871011184127
106.0498515	0.4189445124	0.3772367981	0.0416472983	0.9981431924	0.773118462	0.9905120932	0.9181250615	no	17.793369495625	17.8936494925	17.687365005625	17.6713958232258	17.8440972140625	17.6789101050794	17.66151495	17.8643905003175
106.0862363	0.8521683833	0.312921086	4.5254e-06	0.9981431924	0.5359528664	0.9905120932	0.9919597918	no	16.6774744759375	16.731964465625	16.7244271159375	16.600557786129	16.7911945198437	16.5756278720635	16.4279282295313	16.9446602939683
106.1112152	0.0034671855	0.3052885858	0	0.9981431924	0.9216013259	0.8058315627	0.9210819151	no	14.458625595625	14.4125070715625	14.2062046565625	14.2802562032258	14.3894453626563	14.2894957690476	14.520895421875	14.1559592009524
106.9506127	0.1122239399	0.3276614072	1.4137e-06	0.9981431924	0.4798780696	0.9999127051	0.6215331751	no	14.7582749803125	14.70242163625	14.8925744440625	14.7825455232258	14.8331149623437	14.734035358254	14.6560442514063	14.9139167153968
107.0008701	0.1329522772	0.7298043597	0	0.9981431924	0.325219065	0.9893438273	0.8778926023	no	18.368100343125	18.4265931428125	18.1414859846875	18.1367219403226	18.29991552625	18.2381195163492	17.8056314251562	18.7402493968254
107.0488348	0.5797287902	0.6055762158	0.0095613309	0.9981431924	0.5153122166	0.9905120932	0.9388900917	no	16.0054029234375	16.0716633565625	16.05896995375	16.05355839	16.0631054446875	16.0313447795238	16.0046177392188	16.0907608612698
107.049029	0.0710896034	0.470451342	0	0.9981431924	0.544873156	0.9905120932	0.9887377879	no	16.687501998125	16.7245156040625	16.5817356475	16.6452497290323	16.6837245770312	16.6356265501587	16.8474268271875	16.4693258515873
108.0523225	0.7474994969	0.4032664112	6.12e-08	0.9981431924	0.8527421773	0.9991459055	0.9923570386	no	14.0581364628125	14.0545456975	14.0191880103125	14.0497245458065	14.0660573428125	14.0243434355556	14.1182097285938	13.971363234127
110.0347475	0.5199152701	0.9935207008	0	0.9981431924	0.5590768808	0.9991459055	0.9919597918	no	13.9566797434375	13.9443571684375	14.0014101759375	13.9538804232258	13.9644003523438	13.963920275873	13.8192617928125	14.1113626220635
110.0347721	0.6208481664	0.243526429	0	0.9981431924	0.2633576488	0.9905120932	0.9985883966	no	15.443901910625	15.4163937628125	15.37698119125	15.3333954251613	15.4628502478125	15.32231273	15.7176786348438	15.0634394479365
