mz	pval.BH.Time_point	pval.BH.Treatment	pval.BH.Genotype	pval.BH.Time_point:Treatment	pval.BH.Time_point:Genotype	pval.BH.Treatment:Genotype	pval.BH.Time_point:Treatment:Genotype	selected.var	Mean_Time_point.12h	Mean_Time_point.24h	Mean_Time_point.4h	Mean_Time_point.8h	Mean_Treatment.CAR	Mean_Treatment.CON	Mean_Genotype.I	Mean_Genotype.X
200.9734017	0.0977223915	0.9206014464	0	0.9981431924	0.2784073451	0.9213658181	0.9280923238	no	15.8523267040625	15.92231664875	15.710359680625	15.8718668325806	15.833794004375	15.8442087714286	15.5345487289063	16.1482039719048
201.0721169	0.0029178577	0.4297326854	0.009508291	0.9981431924	0.0225102211	0.9905120932	0.9434084077	no	14.3941403290625	14.3697543625	14.603758021875	14.3229182374194	14.4609408060938	14.3853196920635	14.355095870625	14.492844705873
201.0869425	0.0001194418	0.6566888555	7.47382e-05	0.9981431924	0.0448084695	0.9905120932	0.741400415	no	14.652416270625	14.8916373096875	14.5387286075	14.6348593812903	14.7003689760938	14.6588262914286	14.5774577140625	14.783688525873
201.0979643	0.0242309427	0.9035109305	0.0120057087	0.9981431924	0.0376036854	0.9730413123	0.8078857972	no	15.1052515434375	15.06095179375	15.2124565828125	15.1176427864516	15.1279123607813	15.1202802020635	15.1650312025	15.082572172381
201.123144	1.4456e-05	0.758657569	3.56e-08	0.9981431924	0.0010911666	0.9893438273	0.2517757567	no	16.0867090278125	15.893423230625	16.1886531325	16.1082374090323	16.0798695560938	16.0578546126984	16.1785200632813	15.9576382244444
201.1232565	0.5951112226	0.8582136644	4.84e-08	0.9981431924	0.0579119282	0.9905120932	0.5169643265	no	16.574893259375	16.59199638625	16.6858597996875	16.5819570335484	16.59851742	16.6194211969841	16.7795837195312	16.4354808292063
201.1245373	0.0381744382	0.4761556658	0	0.9981431924	0.0067771579	0.9905120932	0.8819098516	no	16.197299455	16.038205415	15.81049303875	16.1115082641935	15.9814283029687	16.0970996488889	16.571847409375	15.4973088106349
201.566743	0.9515222271	0.2605758158	1.60783e-05	0.9981431924	0.2386247632	0.9893438273	0.9919597918	no	15.04276612125	15.0917450596875	15.07800531875	15.0176453083871	15.1644282517187	14.9495892768254	15.2630235307813	14.8494289933333
201.6208832	1e-10	0.9482973914	3.77416e-05	0.9981431924	0.1138836607	0.9905120932	0.7106476347	no	16.4228049428125	16.2375487328125	16.761348921875	16.5966913725806	16.507659535625	16.5000270696825	16.40732117625	16.6019581014286
202.0063861	0.345851579	0.1077359827	0	0.9981431924	0.2119373094	0.9905120932	0.9935828372	no	14.035680645	14.0305544128125	13.9822508065625	13.9827997364516	14.0523829907813	13.9629496520635	14.0996401553125	13.9149423738095
202.0708652	0.056267776	0.2985306644	0.1022653444	0.9981431924	0.0149719744	0.9905120932	0.9332222755	no	15.57196930125	15.5373921353125	15.8104715434375	15.7134228474194	15.7328444167188	15.5817257295238	15.598153631875	15.7185544633333
202.0860851	0.0003741121	0.8831767889	0	0.9981431924	0.3050959695	0.9905120932	0.8450942073	no	13.9205925740625	13.8910646009375	14.020563899375	13.9750366122581	13.9546896098438	13.9485249893651	14.0379441184375	13.8639489806349
202.1072155	0.8297216918	0.9321714945	0	0.9981431924	0.1313888465	0.9905120932	0.7764082419	no	16.4449963384375	16.4847522703125	16.50578028375	16.4517057806452	16.46774435125	16.476256591746	16.2616316640625	16.6856409088889
202.1095803	0.0041311087	0.5028248387	0.5159061819	0.9981431924	0.3586193143	0.9905120932	0.9100631241	no	14.5905699453125	14.3685192971875	14.647827421875	14.7064771419355	14.5399509860937	14.6153216119048	14.557491173125	14.5975030092063
202.1185884	0.0085093586	0.784313457	0.1684397694	0.9981431924	0.0801355567	0.9999127051	0.9448294721	no	15.6419471190625	15.5773022578125	15.80963518625	15.6558661587097	15.6823945517187	15.6600461211111	15.6397617073437	15.7033556773016
202.156005	0	0.6886279308	0.0011342352	0.9981431924	0	0.9905120932	0.7764082419	no	14.7151542665625	15.47841434625	14.29396506875	14.2792138729032	14.6551717192187	14.7353288546032	14.5333430771875	14.8590912846032
202.1799398	0.8759147688	0.4185748174	0	0.9981431924	0.2583386699	0.9905120932	0.9618640731	no	16.650503491875	16.62417879625	16.7440665009375	16.7013797367742	16.7600810692187	16.5983737247619	16.0637279103125	17.3057801084127
202.1801414	0.2374218016	0.2321990608	0	0.9981431924	0.2258122322	0.9295520314	0.8424006868	no	21.4113980925	21.5740681315625	21.352401623125	21.3370932812903	21.5308877178125	21.3061087125397	20.9144717985937	21.9323090114286
202.5977326	0.0848577951	0.6464898424	0.0001334506	0.9981431924	0.1614450929	0.9905120932	0.9448294721	no	15.524210150625	15.4806393915625	15.57678014375	15.5325376803226	15.518275701875	15.5389075098413	15.4820301965625	15.5757283406349
202.5998263	0.3362465836	0.4486153269	0.0223225646	0.9981431924	0.2262852985	0.9905120932	0.9004077636	no	13.76657872625	13.812861618125	13.7690462346875	13.757858046129	13.7615441782812	13.7921641674603	13.752356799375	13.8014973777778
202.5998902	0.2770250792	0.4402580267	0.2502396476	0.9981431924	0.2628529252	0.9905120932	0.7764082419	no	14.051804540625	14.1254259659375	14.0557300653125	14.04573032	14.048018525	14.0920506765079	14.0874410420312	14.0520024052381
202.6104402	0.8328435551	0.4804985775	0.1699262232	0.9981431924	0.9198212691	0.9905120932	0.9181250615	no	16.0864675603125	16.1048278340625	16.124499405	16.0729953454839	16.072738706875	16.1224287626984	16.0708420392187	16.1243555361905
202.9705633	0.0881804304	0.8837675496	0	0.9981431924	0.3846579921	0.9905120932	0.8284451295	no	15.4600169884375	15.4899784653125	15.16430861625	15.1764947677419	15.3375823645313	15.3099015350794	14.8399298921875	15.8154532530159
202.9862991	0.3775983871	0.2750175666	2e-10	0.9981431924	0.0258703111	0.9730413123	0.8475084036	no	14.1012924315625	14.2248581159375	14.0814758503125	14.0829235625806	14.1907781557812	14.0540456063492	13.9100680125	14.3392114661905
203.0078192	0.7756794295	0.3681647258	0	0.9981431924	0.2286430936	0.9730413123	0.9181250615	no	17.99667111625	17.82771912	17.9606542165625	17.9097716335484	18.0235538901563	17.8224903834921	17.4519166448437	18.403201235873
203.0466584	0.0359469818	0.8311789901	0.0902039127	0.9981431924	4.13888e-05	0.9905120932	0.9119242835	no	14.147317135625	13.99495139375	14.2135277	14.1933085448387	14.1478435517188	14.1256516971429	14.0920642942187	14.1823163396825
203.0661383	0.5951112226	0.5278713027	0.0012296278	0.9981431924	0.0418760888	0.9893438273	0.9448294721	no	14.5004671409375	14.5270143290625	14.3713321034375	14.4516352503226	14.4178035623437	14.5083063352381	14.3343864035938	14.593047575873
203.0704359	0.1468325204	0.5644908002	0.5337264989	0.9981431924	0.1540279677	0.9905120932	0.9181250615	no	15.3174390746875	15.4455324340625	15.22446455375	15.270117986129	15.3482994998437	15.2806419615873	15.2932633501563	15.3365517009524
203.0811371	0.099847455	0.7226687409	0	0.9981431924	0.2111083944	0.9999127051	0.9005429765	no	14.847203630625	14.8534565165625	14.7244793453125	14.9042226458065	14.8479139090625	14.8153789777778	15.0705148954687	14.589244642381
203.0814065	0.7620688279	0.4516358001	0	0.9981431924	0.8168050327	0.9905120932	0.9981823114	no	14.96960180375	14.87237736375	14.893536633125	14.9395677593548	14.9646425990625	14.8718409495238	15.2850053976562	14.5463930271429
203.0899636	0.0208453957	0.4297326854	0.3559173052	0.9981431924	0.7494409205	0.9905120932	0.9448294721	no	14.878670966875	14.8891789503125	14.6737633553125	14.7985845990323	14.773030286875	14.8478382369841	14.7868740384375	14.8337747433333
203.102424	0.1788291875	0.7744477063	0	0.9981431924	0.1879844433	0.9730413123	0.9895088927	no	17.0593374190625	17.1427935009375	16.9704914259375	17.0683230245161	17.0734508409375	17.0466837303175	17.2460136632812	16.8713818155556
203.1025377	0.4803185162	0.6700567795	0.0967717945	0.9981431924	0.0304152216	0.9905120932	0.9919597918	no	14.4029381528125	14.3823538596875	14.2846468475	14.3812573454839	14.341467744375	14.384175961746	14.3182915926562	14.4077199888889
203.1025417	0.0001813867	0.9744159451	0.082854921	0.9981431924	0.003209447	0.9905120932	0.9790328066	no	17.1380698075	17.2709796359375	16.95746559875	17.0697775677419	17.1106484540625	17.1080965855556	17.0695111048437	17.1498869085714
203.1389117	0.4251266814	0.689214539	0.0001089823	0.9981431924	0.7559258001	0.9819912471	0.9895088927	no	17.4711704415625	17.8548593725	17.7285124384375	17.6172489480645	17.6096561484375	17.7279694598413	17.364865226875	17.9766459515873
203.139089	0.8966725942	0.5228862111	0	0.9981431924	0.3403922013	0.9730413123	0.9540957101	no	16.6412612703125	16.6151659290625	16.656808111875	16.4926910532258	16.5131103175	16.6929824173016	15.349335691875	17.8752296560317
203.1501981	0.3135220856	0.732554279	0	0.9981431924	0.6163337659	0.9905120932	0.9697944277	no	19.0711647503125	18.88568977	18.8490966490625	18.8527897612903	18.9422368596875	18.8876787460317	19.3244350114063	18.4994139569841
203.1829974	0.2345840003	0.2321990608	0	0.9981431924	0.2235151779	0.9213658181	0.8450942073	no	19.2856233828125	19.4507870334375	19.225521080625	19.2103869625806	19.4069348178125	19.178729768254	18.7830904223438	19.8124764557143
204.0111297	0.7917567842	0.4263659746	0	0.9981431924	0.2637788853	0.9766385462	0.9119242835	no	15.0278142034375	14.8931309871875	15.0251492234375	14.9552428277419	15.0515311051563	14.8982469552381	14.56136551125	15.3961929553968
204.0626488	0.2163925985	0.3301008189	0	0.9981431924	0.6496192109	0.9905120932	0.9882047026	no	16.0105092546875	16.089922220625	15.909231609375	15.9546137783871	16.0467940339062	15.9350385344444	15.7167149729688	16.2703569455556
204.0865565	0.1066612779	0.3111426435	0.0005128218	0.9981431924	0.2703576318	0.9482546378	0.9882047026	no	17.350401864375	17.46458913375	17.502631095	17.3590620819355	17.467454319375	17.3710754774603	17.5034808732813	17.3344770734921
204.0867971	0.0037490318	0.8046415125	0.1368793694	0.9981431924	0.0057749926	0.9730413123	0.9378466228	no	16.248609198125	16.3407356165625	15.969960488125	16.2450637977419	16.2166078654687	16.1846324449206	16.149732946875	16.2525688701587
204.0894438	0.063542297	0.8671590724	0	0.9981431924	0.1184045323	0.9905120932	0.7212372269	no	14.257615693125	14.26700182375	14.136965644375	14.3217610225806	14.2529999084375	14.2373533130159	14.4619547796875	14.0250816977778
204.0976162	0.0058373734	0.6948028213	0	0.9981431924	0.2965939329	0.9905120932	0.9181250615	no	16.48628951125	16.6700140034375	16.326316015	16.3661201764516	16.4371595134375	16.4891324057143	15.7360339429687	17.2013869534921
204.1014973	0.2049902034	0.3772367981	0.6238036454	0.9981431924	0.9758116671	0.9905120932	0.9893458991	no	16.285569715625	16.3454925178125	16.640165584375	16.4679003429032	16.33452759	16.5361021434921	16.4650920985938	16.403465182381
204.1179886	0.3166373493	0.4281568292	0.4459747399	0.9981431924	0.0289725493	0.9943637782	0.9935828372	no	14.8242131540625	14.6534522153125	14.8148534496875	14.9138395416129	14.7333158590625	14.8691652860317	14.8378139820312	14.7630084626984
204.1229403	0.0394138124	0.4965250325	0	0.9981431924	0.0001842314	0.9905120932	0.3384797773	no	19.74886820875	19.6006396921875	19.8096089890625	19.8749268745161	19.7196061370312	19.7961854098413	20.3287956471875	19.1773262249206
204.1340858	0.0018878243	0.8714290628	0.6984774253	0.9981431924	0.1698517973	0.9905120932	0.9181250615	no	15.8223113284375	15.819100493125	16.0739029359375	15.8242246264516	15.8926273642188	15.8779822912698	15.8951378217188	15.8754319852381
204.142145	0.9710812465	0.4367167841	0	0.9981431924	0.1395095333	0.9905120932	0.9882047026	no	15.44685562	15.4419745925	15.4327577890625	15.3823270241935	15.3541711157813	15.4996190855556	15.0072874701562	15.8520088207937
204.1534774	0.2605861821	0.5192171002	0	0.9981431924	0.6709299262	0.9905120932	0.9510817362	no	16.5033258084375	16.3410025490625	16.2480164553125	16.3423408693548	16.4074499371875	16.3093778568254	16.7860144646875	15.9248043685714
204.1862933	0.3926802942	0.2321990608	0	0.9981431924	0.2232844083	0.9730413123	0.8359668465	no	16.0186952846875	16.1010098384375	15.931356845	15.907268663871	16.1035615442187	15.8751011544444	15.4979568326563	16.4903186392064
204.9333421	0.0708515552	0.7226687409	0	0.9981431924	0.2771712068	0.9893438273	0.9923210969	no	15.0586075096875	15.3905115646875	14.9249155215625	15.0185282874194	15.1372421884375	15.0596822844444	14.4889171229688	15.7182982239683
204.957145	0.2785086107	0.474964853	0	0.9981431924	0.5777347411	0.9905120932	0.7106476347	no	15.787846063125	15.77428901375	15.6339824871875	15.597615466129	15.7493785114063	15.6482796312698	15.4132314771875	15.9897623326984
205.0044572	0.1403129532	0.7179897916	0	0.9981431924	0.0806067651	0.9730413123	0.7532287516	no	14.376224659375	14.3609717178125	14.1652019565625	14.17284068	14.2949508998437	14.2437769868254	13.9857306720313	14.5579054722222
205.0557039	5.43859e-05	0.392225283	3.5e-08	0.9981431924	0.8874361972	0.9963330672	0.9887377879	no	15.8094666484375	16.3371767859375	15.15038787875	14.9758499422581	15.735613233125	15.4075730684127	14.9847930867187	16.1703109949206
205.0596023	0.5637712733	0.3712249582	0	0.9981431924	0.465645268	0.9730413123	0.7901510495	no	17.06753998875	17.0738530228125	16.9755740884375	16.9258978554839	17.0807027139062	16.9409651909524	16.6186449778125	17.4103571768254
205.0605438	0.0177950277	0.4007131551	0.2863201683	0.9981431924	0.1142023618	0.9905120932	0.6741032423	no	15.420210333125	15.094717643125	15.441700909375	15.4783431774194	15.4302762151562	15.2841759534921	15.3108679595312	15.405479578254
205.0969599	0.4381184356	0.9446338627	0	0.9981431924	0.1475610698	0.9905120932	0.9102232659	no	21.0711595265625	21.061232311875	20.9780345459375	21.1184981225806	21.053299430625	21.0602527387302	21.3913948998437	20.7167906747619
205.1076307	0.0349682447	0.2508073614	4e-08	0.9981431924	0.9107408087	0.9982493609	0.992442367	no	16.3618689609375	16.2421790234375	16.559868784375	16.4984554112903	16.3276836615625	16.5035825398413	16.6339944914062	16.1924096333333
205.117837	0.9242269465	0.4660435206	0	0.9981431924	0.13038183	0.9730413123	0.9882047026	no	16.32914537	16.4397607584375	16.387254648125	16.3357513009677	16.29197508875	16.4558576111111	15.1952109757812	17.570030678254
205.1375947	0.0222743277	0.6447444272	0.7571469449	0.9981431924	0.1662035057	0.9905120932	0.6392965187	no	14.760822919375	14.814418081875	14.93047691625	14.7455141735484	14.8308980104688	14.7954990487302	14.819594185625	14.8069822993651
205.6093558	0.0041655709	0.2863156008	1.77e-08	0.9981431924	0.6066886812	0.9905120932	0.9922959333	no	14.7974179921875	14.6995609196875	14.96395492	14.9601639870968	14.7966870671875	14.913126887619	15.0200959973438	14.6861717839683
205.6275548	0.409256932	0.470451342	0	0.9981431924	0.8588360598	0.9905120932	0.7092550969	no	14.5184166065625	14.5396555690625	14.6509512034375	14.6283071570968	14.6245691892188	14.5427593950794	14.873869761875	14.2895016704762
206.0446403	0.1225357273	0.5436126324	0	0.9981431924	0.6774323608	0.9905120932	0.9923210969	no	16.7295607446875	16.5283831003125	16.802069388125	16.7597960603226	16.6610943082812	16.7486359619048	16.407818149375	17.0059323773016
206.0716848	0.0322084896	0.3562425283	0.0952449318	0.9981431924	0.0765756457	0.9905120932	0.9233383829	no	13.9597793478125	14.042763535625	13.87190846875	13.9742383729032	13.9283337142188	13.9963567479365	13.9312275459375	13.993416982381
206.0851012	0.0213310427	0.9480406376	0.0011745438	0.9981431924	0.8552547122	0.9905120932	0.9790328066	no	15.0280685446875	15.0283176025	14.8416271040625	14.9928220577419	14.9756940153125	14.969356997619	14.8996274057812	15.0466310136508
206.099939	0.4423486709	0.9826345774	0	0.9981431924	0.1934860802	0.9905120932	0.9181250615	no	18.942978353125	18.9408443859375	18.8483198103125	18.9896199825806	18.928981739375	18.9309833288889	19.2664964676562	18.5881112239683
206.1211531	0.0011192562	0.556174458	4.067e-07	0.9981431924	0.0224310582	0.9213658181	0.7312529391	no	14.1509833634375	14.3933927096875	14.1203104853125	14.1339678819355	14.1727805859375	14.228016138254	14.3319592626562	14.066310815873
206.1750496	0.0699103893	0.2816274151	0	0.9981431924	0.6446689966	0.9905120932	0.8284451295	no	14.0069867140625	14.1240125884375	13.9582165728125	13.9325494274194	14.0587448814063	13.9524486960317	13.8214914251562	14.1934680801587
206.6130096	2.42517e-05	0.7179897916	5.749e-07	0.9981431924	0.0018649522	0.9905120932	0.9919597918	no	16.087189765	16.2658223809375	15.5920219109375	15.8785680858065	15.986200115	15.9263475098413	16.1882689426563	15.7210712404762
206.6312154	0.2003319198	0.5454467483	1.1e-09	0.9981431924	0.8625412944	0.9905120932	0.9923210969	no	14.136221619375	14.1384302859375	14.239388430625	14.0960622080645	14.128070855	14.1782648330159	14.0079051060937	14.3003379747619
206.9663011	0.0793381907	0.6105375791	0	0.9981431924	0.2262350418	0.9730413123	0.8749759639	no	15.039867880625	15.14297941375	14.783662496875	14.864956166129	15.0042654670312	14.9122057869841	14.4524166467188	15.472814112381
206.9960648	0.1138289777	0.5028248387	6e-10	0.9981431924	0.6361625006	0.9905120932	0.9919597918	no	14.4275541759375	14.1256642309375	14.4440977584375	14.4405805277419	14.420554286875	14.2961371315873	14.0279231385937	14.6950005203175
207.0143432	0.4487599925	0.2099686114	0.1578956385	0.9981431924	0.2598464203	0.9905120932	0.9518499377	no	16.0063446346875	15.9875011590625	16.12559643125	15.9726734887097	16.1246545926562	15.9205894511111	15.9739408228125	16.0736955030159
207.0171232	0.0322084896	0.3712249582	0	0.9981431924	0.0332857903	0.9730413123	0.9923210969	no	15.043822830625	15.3441333475	14.888614495	14.7811905132258	15.1274172573437	14.903372428254	13.9701246951562	16.0790347136508
207.04797	0.6245924449	0.7700152393	0	0.9981431924	0.8224840825	0.9985546361	0.9210819151	no	14.591938644375	14.4930486303125	14.5965076125	14.5699708332258	14.5473817632812	14.5784841169841	14.3094481490625	14.8201944552381
207.0508545	0.0226664819	0.583626182	0	0.9981431924	0.5321912479	0.9905120932	0.8101723495	no	16.058626849375	15.9710024140625	16.248260618125	16.0782591912903	16.1183104928125	16.0594704698413	16.37305167	15.8006857819048
207.0796588	0.2013905017	0.7429244076	0	0.9981431924	0.4426016214	0.9905120932	0.8450942073	no	15.9278493540625	16.0108984959375	15.782402559375	15.9351871645161	15.8932644985937	15.934899798254	15.5710216429688	16.2622576198413
207.0972981	0.2632181706	0.6672315431	0	0.9981431924	0.1184045323	0.9730413123	0.9618226287	no	16.0337269446875	16.173275115	15.9740649315625	16.0021738996774	16.0175570984375	16.0752044493651	15.5288224795313	16.5716967606349
207.1033466	0.1829828723	0.9403094962	0	0.9981431924	0.0746390442	0.992947435	0.9181250615	no	15.6380199403125	15.5996804140625	15.54723286875	15.7226385254839	15.6229473996875	15.6293813309524	15.9623797284375	15.2845611874603
207.1126372	0.9696745939	0.992943238	0.0578754665	0.9981431924	0.6540557337	0.9905120932	0.9981823114	no	15.3474371184375	15.3015651153125	15.3356142965625	15.3333798664516	15.3303972371875	15.3285251055556	15.39123576875	15.2667208830159
207.1149517	1.23e-07	0.7123015064	1e-10	0.9981431924	0.0001842314	0.9730413123	0.9697944277	no	14.538456585	14.6505113003125	14.157983448125	14.3363457290323	14.4397914729687	14.4028969206349	14.6108912389062	14.2290812853968
207.141729	0.3715308078	0.3772367981	2.076e-07	0.9981431924	0.7202174705	0.9905120932	0.9697944277	no	14.128271036875	13.9747385853125	14.1101821425	14.0978294019355	14.1309923025	14.0233546122222	13.9085821251563	14.2492951098413
207.639062	0.1213371108	0.4166538787	0.1409025147	0.9981431924	0.2096790014	0.9905120932	0.9935828372	no	15.6006011003125	15.4810638646875	15.6787013340625	15.6621996493548	15.5604920373437	15.6506098461905	15.5625816523438	15.6484870626984
207.6391316	4.22272e-05	0.4752721001	0.0010350409	0.9981431924	0.9229818826	0.9905120932	0.9119242835	no	16.11371250375	15.831119184375	16.51971913	16.2682885396774	16.1232132934375	16.2428082560317	16.0313148709375	16.3361653836508
207.9984221	0.589285894	0.242257462	0.1457969103	0.9981431924	0.1079300889	0.9905120932	0.9985883966	no	15.17150106875	15.1125442278125	15.2392427484375	15.1524640077419	15.247623159375	15.0892653885714	15.21283845375	15.124602232381
208.1004019	0.8632972638	0.68365332	0.0004002167	0.9981431924	0.1142896345	0.9999127051	0.9625420604	no	15.0398908453125	15.015116279375	15.0240034965625	15.0773573777419	15.0584878884375	15.0187808528571	15.1297203157813	14.9464177520635
208.1020762	0.1103001786	0.4486153269	0.00033122	0.9981431924	0.3272120185	0.9905120932	0.8928119981	no	14.79256372875	14.86039320125	14.6117723746875	14.5969483316129	14.774753995625	14.6570234969841	14.5628749267188	14.8722657257143
208.1177991	0.0419867248	0.2786489033	0	0.9981431924	0.2549025497	0.9576841845	0.9465247966	no	15.3471256578125	16.056630916875	15.05848882125	15.0231120170968	15.6561561254687	15.0875290979365	14.1350050504688	16.6328254280952
208.5998187	0.6105584922	0.6150387194	0.2256551786	0.9981431924	0.1918580407	0.9905120932	0.8633959701	no	14.653862539375	14.6718019396875	14.5560784725	14.6269681758065	14.5994748835938	14.6553237357143	14.590582595	14.664357171746
208.6159888	0.0083444261	0.9415607672	0.388657673	0.9981431924	0.0009259458	0.9905120932	0.9276246407	no	15.2643994253125	15.2339216809375	15.3881609390625	15.3510610190323	15.3069608035937	15.3111877080952	15.3239152478125	15.2939641457143
208.6179931	0.2468722995	0.1000659743	0.0357984449	0.9981431924	0.3275097385	0.9905120932	0.9981823114	no	15.0989010425	15.176255855	14.9851512896875	15.0817117087097	14.9769819278125	15.1958108187302	15.0217865215625	15.1502950409524
208.6467701	0.0003312818	0.6288753811	0	0.9981431924	0.2286430936	0.9905120932	0.9919597918	no	15.609151196875	15.5447733140625	15.98653708625	15.6702302129032	15.6714301989063	15.7349265869841	15.9558258528125	15.4460167163492
209.0554792	0.5672915456	0.3111426435	0	0.9981431924	0.0085340003	0.9905120932	0.9985883966	no	14.8515717615625	14.75500805125	14.8811118659375	14.8715036509677	14.9042002654688	14.7738719033333	15.1195783084375	14.5550751612698
209.0975118	0.0031347345	0.8351432909	0.0005086698	0.9981431924	7.8977e-06	0.9905120932	0.8450942073	no	14.4197208359375	14.3663006103125	14.83501065125	14.50590722	14.5144765867188	14.5496769744444	14.6867561151562	14.3746628503175
209.1032926	0.04280302	0.8180640096	2.227e-07	0.9981431924	0.8234381707	0.9999127051	0.9363527296	no	14.8924660121875	15.04716806125	14.887851679375	14.8999400448387	14.9409281015625	14.923147412381	14.8180637704688	15.0479619709524
209.1283385	0.2682318231	0.9338257076	0	0.9981431924	0.0205323021	0.9905120932	0.4337056505	no	16.02149104625	15.900970130625	16.159510648125	16.0607525864516	16.0426217717187	16.0282323046032	15.5622290704687	16.5162502868254
209.1390862	0.3106456683	0.6298482471	3.78e-08	0.9981431924	0.560451696	0.9943637782	0.9119242835	no	16.4485088284375	16.5455417975	16.3418997384375	16.4703340758065	16.48292999375	16.4194166414286	16.6547594029688	16.2448597812698
209.164505	0.3173283944	0.5484895148	0.0151820827	0.9981431924	0.6533391567	0.955557899	0.6408407039	no	15.065356295625	14.8368473009375	14.71141152	14.820551276129	14.92690802	14.7896930160317	14.70471215375	15.0154158007937
209.5895241	0.0047591375	0.4263659746	0.6943960047	0.9981431924	0.0016036343	0.9905120932	0.800119875	no	13.99489844125	14.1598230559375	13.960902130625	14.0160261219355	14.004089841875	14.0624605712698	14.025291340625	14.0409225407936
209.6182449	0.0027701261	0.9558200387	0.0181097369	0.9981431924	0.0863105024	0.9905120932	0.9895088927	no	17.0292116809375	16.883662469375	17.272774241875	16.9960864741935	17.0493631765625	17.0422251738095	16.9647577032813	17.1281735911111
210.0760812	0.1183468977	0.8323580645	0	0.9981431924	0.6920360008	0.9905120932	0.9388900917	no	14.0365140778125	14.039397835	14.1960458759375	14.0771998483871	14.09691599625	14.0776701711111	13.71638895625	14.4642373228571
210.0976419	0.2200684161	0.9519137717	0	0.9981431924	0.9896384975	0.9905120932	0.8363888485	no	15.3215325578125	15.6166054321875	15.2677574584375	15.3004138445161	15.3689450873438	15.3855396498413	14.93610902625	15.8252461246032
210.120086	0.0039086084	0.7944841675	5.31191e-05	0.9981431924	0.051451267	0.9963330672	0.9518499377	no	15.259853960625	15.1562363221875	15.4845348509375	15.2703799906452	15.2786563010938	15.3074250907937	15.17173625625	15.4160422792063
210.1234201	0.5305456836	0.5681822235	1.5475e-06	0.9981431924	0.1396648562	0.9905120932	0.9923210969	no	15.707125724375	15.6856444090625	15.6201100115625	15.7904661906452	15.6623904773438	15.7384702539683	15.5170353264062	15.8861326295238
210.1460985	0.2114029826	0.5354167965	0.5619351756	0.9981431924	0.3053275134	0.9905120932	0.9985883966	no	15.1752945465625	14.5540684753125	14.8806880490625	15.22904215	15.0888586245312	14.8243649039683	14.8894068289062	15.0269826011111
211.0688954	2.906e-06	0.3367446667	0.3951765269	0.9981431924	0.004445292	0.9905120932	0.4041343133	no	14.3427669659375	14.4564294878125	14.207446104375	14.2895754619355	14.3519209160937	14.2962930563492	14.3366826632813	14.3117731861905
211.0709958	0.0097260823	0.7747297252	0	0.9981431924	0.435685011	0.9905120932	0.8086919381	no	13.6882052059375	13.7438043190625	13.6765535040625	13.6716847080645	13.6990657615625	13.6913656212698	13.7499989760937	13.6396239430159
211.104976	0.8681075007	0.6833099458	0.0009499112	0.9981431924	0.2680968484	0.9905120932	0.9181250615	no	14.012456358125	13.994220956875	13.97187375625	13.9686001251613	13.9719628754687	14.0021367322222	13.9224199548438	14.0524660484127
211.1076213	0.5258029644	0.2517655217	0	0.9981431924	0.0995573745	0.8058315627	0.9923570386	no	14.054726765	14.0914178059375	14.0487407446875	14.0297884493548	14.0876846214063	14.0245707342857	13.8979427860938	14.2173243447619
211.1128902	0.4817737955	0.5216339255	0.0860181325	0.9981431924	0.7972520641	0.9905120932	0.9998685908	no	16.0710999575	15.3284844625	16.07930036625	16.1624140270968	16.1361957245313	15.67686701	16.24797467875	15.5633137866667
211.1436545	0.1942763506	0.9144126713	1.2452e-06	0.9981431924	0.7012312763	0.9905120932	0.9895088927	no	15.110527296875	15.1628366965625	15.0413783403125	15.09573599	15.1062526273437	15.0990381304762	15.1936237645312	15.0102801498413
211.4579731	0.4862658964	0.4141206298	0.0105829937	0.9981431924	0.3038170195	0.9905120932	0.6851870027	no	14.5100854915625	14.589371961875	14.509144934375	14.4771871629032	14.4838320520313	14.5603623353968	14.5836674039063	14.4589422953968
212.0308058	0.2141608342	0.5406647862	2.2e-09	0.9981431924	0.6664853648	0.9905120932	0.9923210969	no	14.429695209375	14.1784490534375	14.435289631875	14.4364585332258	14.4230049292188	14.3150441855556	14.0667225435937	14.6769818471429
212.0527467	0.443263378	0.3342822014	0	0.9981431924	0.761659656	0.9213658181	0.9882047026	no	13.8685408928125	13.937438873125	13.911138155625	13.8740189229032	13.9274881665625	13.8679859911111	13.6976455839063	14.1014768687302
212.0916866	0.8531403273	0.4194969137	1e-10	0.9981431924	0.1612953813	0.9819912471	0.9923570386	no	14.83539578875	14.8879834021875	14.7967638871875	14.8089614977419	14.7758964670313	14.8899208101587	14.5788997823438	15.0900444263492
212.1030067	0.5793333242	0.9864339805	0.0002012618	0.9981431924	0.2853531209	0.9905120932	0.9919597918	no	14.71466941	14.6688670384375	14.671653095625	14.6148648948387	14.6665460317188	14.66933224	14.753679631875	14.5808155668254
212.1154575	0.0474673178	0.6839884967	0.9567683705	0.9981431924	0.4717586074	0.9893438273	0.9887377879	no	17.101504244375	17.07956494625	17.34141394125	16.8720857751613	17.13918376	17.0610533112698	17.095139439375	17.1057967480952
212.1251701	0.6250613166	0.4316433733	8.0067e-06	0.9981431924	0.7653736742	0.9905120932	0.9923210969	no	15.27861663875	15.140800190625	15.4621576946875	15.4164010922581	15.4522226964062	15.1932788263492	14.9257037115625	15.7281552553968
