mz	pval.BH.Time_point	pval.BH.Treatment	pval.BH.Genotype	pval.BH.Time_point:Treatment	pval.BH.Time_point:Genotype	pval.BH.Treatment:Genotype	pval.BH.Time_point:Treatment:Genotype	selected.var	Mean_Time_point.12h	Mean_Time_point.24h	Mean_Time_point.4h	Mean_Time_point.8h	Mean_Treatment.CON	Mean_Treatment.Pb	Mean_Genotype.I	Mean_Genotype.X
227.1827487	0.7207081161	0.5965128331	0.0238501086	0.9479224591	0.2184922869	0.8949388414	0.9997653318	no	15.4939453358065	15.1562670565625	15.5377170665625	15.3443889293548	15.2481037287302	15.5169098293651	15.6289431501587	15.1360704079365
227.6099753	0.8906021462	0.7670810128	3.48832e-05	0.9388978747	0.4774510399	0.8288403823	0.9997653318	no	14.0415662712903	14.02915107875	14.0599492440625	14.0445051641935	14.0520564469841	14.0355534709524	13.9932204996825	14.094389418254
228.081879	0.6173685119	0.4531604883	0.020005014	0.9388978747	0.5559072258	0.9849913356	0.9997653318	no	14.2829453364516	14.3420886259375	14.2590093159375	14.3186792135484	14.2613000211111	14.3400570453968	14.3482221979365	14.2531348685714
228.0977974	2.99869e-05	0.6953095102	1.4367e-06	0.6705202125	0.2573534928	0.3382241715	0.9997653318	no	16.668320643871	17.0229551415625	16.3933205946875	16.5206281719355	16.6134236911111	16.6909927668254	16.859994424127	16.4444220338095
228.1159715	0.8546203993	0.8788775156	1e-10	0.9836611647	0.4410423862	0.7625291456	0.9997653318	no	15.3799843796774	15.341630131875	15.3113335378125	15.4141638690323	15.3743129522222	15.3481224944444	15.6245002088889	15.0979352377778
228.1170373	0.6406315992	0.9721018317	0.0019061898	0.9704970147	0.6093934598	0.9617168302	0.9997653318	no	17.1060192429032	17.1273987775	17.158746510625	17.0670231412903	17.1172354987302	17.1132559795238	17.0464608226984	17.1840306555556
228.1283482	0.8040607758	0.4976772249	0	0.9434540589	0.857439983	0.6971733588	0.9997653318	no	14.8039015070968	14.8927071803125	14.9250142834375	14.7902378822581	14.7745066246032	14.9331982628571	14.4999423736508	15.2077625138095
228.1453715	0.3509051201	0.9870417171	0	0.9201674916	0.6976544426	0.8536711016	0.9997653318	no	14.0490146993548	14.04773356875	14.0998458546875	14.0382020422581	14.0594264969841	14.0584506544444	13.9579372946032	14.1599398568254
228.1707563	0.0988060775	0.619211557	0	0.9889501917	0.7658729223	0.9303816732	0.9997653318	no	14.6865331658065	14.5518277834375	14.5646586278125	14.6589731590323	14.5909972779365	14.638181471746	14.7834705644444	14.4457081852381
228.1707835	0.8863725908	0.8976200825	0.5646257709	0.9585496189	0.6968028539	0.8564139804	0.9997653318	no	14.8794743429032	14.7319800515625	14.724037126875	14.7267412219355	14.7465547674603	14.7833695534921	14.805803884127	14.7241204368254
228.6177519	0.9118238642	0.8396021277	1.2e-09	0.9836611647	0.4599262182	0.8153199793	0.9997653318	no	14.1231548303226	14.0879567321875	14.07821307125	14.1152298529032	14.1111195252381	14.090584584127	14.2423971555556	13.9593069538095
228.6499821	0.7269169415	0.2913347744	0.0001181692	0.9479224591	0.7123011848	0.7941739329	0.9997653318	no	18.5626129809677	18.253822935	18.4530111596875	18.4593915374194	18.6416524698413	18.220265484127	18.7580294293651	18.1038885246032
229.0380914	0.3680907591	0.766814808	5.34e-08	0.9479224591	0.5963844852	0.9692531311	0.9997653318	no	15.4015879683871	15.289686304375	15.5951467415625	15.3364335064516	15.3676436614286	15.4449487701587	15.0821711955556	15.7304212360317
229.0819318	0.0553607733	0.9903868712	0	0.9388978747	0.9316104908	0.9469912141	0.9997653318	no	14.4887946	14.6707127253125	14.4179414278125	14.5696126287097	14.5355325949206	14.5382381509524	14.7939762273016	14.2797945185714
229.1009782	4.2762e-06	0.814305161	1.33039e-05	0.6705202125	0.3742693877	0.5363951487	0.9997653318	no	14.3769227245161	14.6399223128125	14.1956329759375	14.3073063216129	14.3667846534921	14.394308515873	14.4996928804762	14.2614002888889
229.1182467	0.5520009702	0.951575942	0	0.7081008334	0.8853880272	0.7770413475	0.9997653318	no	16.2261976032258	16.309436875	16.1221792015625	16.2735225670968	16.2381309403175	16.2269966744444	15.7244687793651	16.7406588353968
229.1182996	0.5877874718	0.8838062336	0.4687975835	0.984599479	0.5201496248	0.8233146864	0.9997653318	no	15.2996479893548	15.4237589759375	15.348140201875	15.3355117990323	15.3426602960317	15.3619544203175	15.3313851963492	15.37322952
229.1406621	0.6076455228	0.7703000546	0	0.9212026531	0.7307535676	0.9303816732	0.9997653318	no	16.0088792403226	16.1726428525	16.0533901778125	15.9562055019355	16.0158318553968	16.0817980490476	15.5500401507937	16.5475897536508
229.1421375	0.0161721067	0.4201460044	0	0.9630275682	0.7220071276	0.8058849012	0.9997653318	no	16.2721437932258	16.3071570321875	16.59972842875	16.3644067451613	16.4585743319048	16.3152891830159	16.107051034127	16.6668124807937
229.1545866	0.2704002808	0.8127618885	1e-10	0.9388978747	0.00206184	0.5968362757	0.9997653318	no	16.8710168458065	16.792334915625	17.0119384984375	16.9656431309677	16.9295949533333	16.890614705873	17.1703408101587	16.6498688490476
229.1546072	0.0004864566	0.7204211114	8.4474e-06	0.9388978747	0.0004003836	0.7389364818	0.9997653318	no	16.7356835022581	16.8699062015625	16.497828231875	16.6170908596774	16.6560889788889	16.7042841495238	16.5469796706349	16.8133934577778
229.6211924	0.6598144893	0.7830781437	0.5636896461	0.9898202765	0.0183711313	0.9926897841	0.9997653318	no	16.5592885709677	16.534236448125	16.4200110190625	16.5756684764516	16.5470097468254	16.4961583074603	16.4971652849206	16.5460027693651
229.633997	0.0129906348	0.8084071062	0	0.986512755	0.5962889683	0.9534299918	0.9997653318	no	15.4192842003226	15.334643425	15.482332286875	15.5256370067742	15.4499287730159	15.4300042460317	15.7479801655556	15.1319528534921
229.6340047	0.0347442949	0.6920890401	1.63e-08	0.9561866056	0.0231531471	0.7960352513	0.9997653318	no	14.3975108803226	14.4656944246875	14.2349835596875	14.3558103867742	14.3391370307937	14.3874447911111	14.5133167396825	14.2132650822222
229.9803506	0.3731019423	0.8127618885	1.2126e-06	0.998206491	0.3439151045	0.5813128537	0.9997653318	no	14.6861453822581	14.6203277384375	14.767599616875	14.7413343951613	14.6882537115873	14.7191359466667	14.8426070593651	14.5647825988889
230.0592583	0.0169337114	0.4201460044	0	0.8941056306	0.023192352	0.9096026013	0.9997653318	no	15.75818076	15.2769084571875	15.743830805625	15.6285259222581	15.4899460014286	15.7108724677778	16.1079455331746	15.0928729360317
230.0593139	0.0209803896	0.4868166926	0	0.8112264673	0.0328079865	0.9461280572	0.9997653318	no	15.5348450070968	15.063967435625	15.501921835	15.4267864254839	15.2888519526984	15.4717675880952	15.8809444896825	14.8796750511111
230.0956634	0.0596432571	0.9475012993	2.254e-06	0.9479224591	0.4815356117	0.980607434	0.9997653318	no	14.768752306129	15.1011629525	14.6792308846875	14.6831562712903	14.81874462	14.8000136131746	14.5348358026984	15.0839224304762
230.0958111	0.8847604994	0.6830847034	0.0003348747	0.9561866056	0.9834521189	0.9935220938	0.9997653318	no	15.6205033422581	15.71140227375	15.6352664634375	15.7905596445161	15.758575304127	15.619779492381	15.9513016636508	15.4270531328571
230.1020256	0.8483917448	0.4363275409	5e-10	0.9479224591	0.4849710933	0.8327513523	0.9997653318	no	15.8425997041935	15.7946179075	15.9074516990625	15.8520882741935	15.7730903828571	15.9253469939683	16.1035273888889	15.5949099879365
230.1133413	0.0237871088	0.5132873041	0	0.8112264673	0.231193063	0.751327636	0.9997653318	no	15.8150005787097	15.9472203875	15.71664146375	15.8137513454839	15.7866756744444	15.8599098634921	15.4289261869841	16.2176593509524
230.1133449	0.048775765	0.4192215824	0	0.9836611647	0.3208919586	0.6856161395	0.9997653318	no	16.7131180554839	16.8108154003125	16.54109656125	16.711634366129	16.6301889211111	16.7575651715873	16.9500761822222	16.4376779104762
230.1315628	3.46609e-05	0.4868166926	0.2603869786	0.500833548	0.7317114363	0.9841488022	0.9997653318	no	15.517549843871	15.3475521315625	15.75774117375	15.6035858116129	15.6017682944444	15.5113204530159	15.5887819201587	15.5243068273016
230.135802	0.2175136121	0.7829718452	0	0.9828776668	0.5793063591	0.9684464344	0.9997653318	no	14.1839316719355	14.14127297125	14.1812420746875	14.2449585174194	14.1964966607937	14.1783617096825	14.4133055271429	13.9615528433333
230.5785143	0.83422229	0.5877244869	0.0094819704	0.9889501917	0.3251279991	0.8836024101	0.9997653318	no	15.5665544806452	15.3628993953125	15.4325906834375	15.4434550574194	15.5359339339683	15.3651133390476	15.2761092098413	15.6249380631746
230.6234408	0.9034117779	0.4686598976	0.7586940977	0.7955838155	0.4932985917	0.9916239828	0.9997653318	no	15.4516544651613	15.4573666515625	15.47503527	15.4181139583871	15.4932047471429	15.4083775166667	15.4434972122222	15.4580850515873
230.9663304	0.9708092904	0.540071244	0	0.9316997731	0.522842632	0.8058849012	0.9997653318	no	16.7434218012903	16.787033335	16.709475311875	16.7043462216129	16.6492883050794	16.8232368601587	16.179204147619	17.293321017619
231.0175802	0.7269169415	0.5533817499	1e-10	0.9479224591	0.6895729873	0.8564139804	0.9997653318	no	14.2091068351613	14.1463858440625	14.260948815625	14.1085485874194	14.122400871746	14.2408059093651	13.8795837039683	14.4836230771429
231.0581879	0.0098812274	0.8545743197	0	0.8434256124	0.0630069681	0.933453125	0.9997653318	no	14.4381402606452	14.324075703125	14.631823393125	14.4574950696774	14.4508167553968	14.475428741746	14.8887131433333	14.0375323538095
231.0612747	0.2975879621	0.7829718452	0.012585707	0.9630275682	0.0278764314	0.9841488022	0.9997653318	no	14.2892778496774	14.212574554375	14.159999835	14.3436812358065	14.2697642930159	14.2309358992063	14.171369854127	14.3293303380952
231.0654538	0.8808656397	0.4655087194	0.3596172819	0.9590157083	0.2703018044	0.7707867238	0.9997653318	no	16.1230917803226	16.1443622946875	16.1040632521875	16.196891083871	16.0733707115873	16.2102655787302	16.1069949996825	16.1766412906349
231.0657942	1.5902e-06	0.8901781396	0	0.8454703037	1.3e-09	0.9926897841	0.9997653318	no	14.7657659993548	14.861304931875	14.4400355746875	14.6422940487097	14.6855662214286	14.6682870753968	15.3247697090476	14.0290835877778
231.0764847	0.8760863058	0.8145257654	0	0.9479224591	0.2891630815	0.5968362757	0.9997653318	no	14.9555955858065	15.02682537625	14.975424805625	15.0209834893548	14.9778081107937	15.0118102566667	14.7368923274603	15.25272604
231.0802868	0.2411769866	0.6054741105	5.1676e-05	0.8711533712	0.2934459913	0.8401263143	0.9997653318	no	14.3016090283871	14.1118569309375	14.192858390625	14.3095653396774	14.2697534233333	14.1857592068254	14.0852136069841	14.3702990231746
231.0974981	6.2451e-05	0.3707434567	9.15756e-05	0.9836611647	0.0002501154	0.6651097486	0.9997653318	no	17.1614982674194	17.3354808921875	16.9357713496875	17.0395421825806	17.0584814287302	17.1782221536508	17.2262780388889	17.0104255434921
231.0974992	0.1573101565	0.5378252649	4.14e-08	0.8434256124	0.3005285144	0.9310611101	0.9997653318	no	16.3691458845161	16.4806353153125	16.2562270878125	16.4181911922581	16.3339824550794	16.4277166922222	16.1986913926984	16.5630077546032
231.0990983	0.7885838435	0.9128699886	0.3274283192	0.9585496189	0.9854473544	0.9841488022	0.9997653318	no	14.0268944516129	14.0968996509375	14.000996985	14.0733757035484	14.0567959042857	14.0422686538095	14.0814674604762	14.017597097619
231.1107659	0.5658476586	0.8873281441	0.7709408836	0.9399977414	0.375278538	0.8290878763	0.9997653318	no	13.6787585541935	13.7050972715625	13.71450260875	13.71982249	13.7012683107937	13.707988967619	13.7019536620635	13.7073036163492
231.1310261	0.0117246207	0.972022794	0	0.9889501917	0.6136954506	0.9493831936	0.9997653318	no	13.859752353871	13.9158437621875	13.807782481875	13.8754592012903	13.8653626209524	13.863964331746	14.006061045873	13.7232659068254
231.1338476	0.3258532016	0.9162392075	0.0043909521	0.9898202765	0.1482662167	0.8077784054	0.9997653318	no	14.3289723483871	14.2124825096875	14.3731962725	14.4055315306452	14.3208537453968	14.3380564336508	14.2320951598413	14.4268150192063
231.1586021	0.28611625	0.5725301177	3.684e-07	0.9201674916	0.3551508512	0.7960352513	0.9997653318	no	14.7638256480645	14.6305085275	14.8870038525	14.6642207077419	14.6793730877778	14.7941163279365	14.4992942209524	14.9741951947619
231.1586426	0.380312853	0.5863909033	0	0.8112264673	0.6076512697	0.8153199793	0.9997653318	no	14.6616211190323	14.619598416875	14.8498191575	14.6161412248387	14.6280780406349	14.747032991746	14.2693923601587	15.1057186722222
231.1701514	0.7400637483	0.4376482378	0.0442996327	0.9889501917	0.4118352645	0.8564139804	0.9997653318	no	14.231481003871	14.2157001128125	14.175291501875	14.2282283612903	14.1792573138095	14.2455477971429	14.2462541380952	14.1785509728571
231.1701744	0.7292008079	0.8901781396	0	0.9699122964	0.3468595063	0.7420189702	0.9997653318	no	18.1364746625806	18.1266896784375	18.0010930196875	18.0099863458064	18.0839487898413	18.0530248228571	17.6336956769841	18.5032779357143
231.1779913	0.3254847226	0.540071244	0.9523783404	0.9406230109	0.1654755433	0.705873044	0.9997653318	no	15.0156550251613	14.72819950375	15.186598565625	14.7591733967742	14.7972300357143	15.0486940801587	14.9244354342857	14.9214886815873
231.6206707	0.3134482823	0.3372572123	2.31e-08	0.9630275682	0.7317114363	0.8288403823	0.9997653318	no	15.4039026829032	15.3232473603125	15.4896480828125	15.3596145190323	15.4620009603175	15.3265972530159	15.2267185044444	15.5618797088889
231.622482	0.5360496107	0.5427934023	0.0733306222	0.9836611647	0.3007536355	0.901760971	0.9997653318	no	13.8269734796774	13.8318817690625	13.8953600003125	13.8719983748387	13.879937732381	13.8333934439683	13.8275842731746	13.8857469031746
231.988696	0.0033920103	0.8870236154	0.7445436608	0.9900033666	0.2147997914	0.5071025256	0.9997653318	no	14.4557826954839	14.3550344009375	14.680278650625	14.5070414109677	14.5085930815873	14.4910508065079	14.5102304633333	14.4894134247619
232.012824	0.231558308	0.4868166926	0.0217571654	0.9479224591	0.8792243631	0.9960029191	0.9997653318	no	14.2420786354839	14.1679569521875	14.30539273125	14.2483783274194	14.2048690234921	14.276898527619	14.2879066028571	14.193860948254
232.0815307	0.9268513852	0.3661663286	0.2842750274	0.9479224591	0.2823203296	0.870590709	0.9997653318	no	14.3726833570968	14.3511840534375	14.40727754875	14.4090539219355	14.313746022381	14.4561686906349	14.3498594969841	14.4200552160317
232.0965594	0.501438104	0.7507456478	0	0.9155839987	0.4118352645	0.7770413475	0.9997653318	no	14.2099512880645	14.1644095521875	14.1922150971875	14.2515684629032	14.1908020960317	14.2174376033333	14.443759947619	13.964479751746
232.0974521	0	0.7275923664	0.0001697489	0.986512755	0	0.9296939373	0.9997653318	no	14.6391323735484	15.200016520625	14.4036093934375	14.3769006606452	14.635378625873	14.6791142838095	14.5441560826984	14.7703368269841
232.1007918	2.40588e-05	0.2761437736	8.1912e-05	0.9888631196	4.05077e-05	0.6034262777	0.9997653318	no	14.7787996877419	14.9624511584375	14.611101163125	14.6895895048387	14.7014696268254	14.820335758254	14.851804584127	14.6700008009524
232.1288837	0.5140762427	0.7545698272	0	0.712356768	0.9656386201	0.9765225899	0.9997653318	no	16.5529595522581	16.6170455678125	16.431894650625	16.5581788741935	16.5121424195238	16.5674032663492	15.4807265946032	17.5988190912698
232.1290114	0.811210895	0.9099660977	0	0.9561866056	0.1710454147	0.9264582718	0.9997653318	no	16.2112607190323	16.3377849490625	16.3311337465625	16.2584918645161	16.2736921673016	16.2972241557143	15.909751002381	16.6611653206349
232.1734165	0.7558980389	0.8788775156	0	0.9479224591	0.4983842803	0.6945587582	0.9997653318	no	15.9172962551613	15.887204620625	15.7811521278125	15.7947133622581	15.8619144606349	15.8279222709524	15.412557611746	16.2772791198413
232.5667923	0.2873464927	0.9413943088	0.0325509959	0.8257840688	0.5324040524	0.8833855534	0.9997653318	no	15.5503505364516	15.3650169390625	15.6748831390625	15.6005224880645	15.5380462585714	15.5564595550794	15.4371777160317	15.657328097619
232.6285774	0.8087278514	0.8515267029	0.0005098147	0.9836611647	0.014375897	0.8565133915	0.9997653318	no	15.9465842222581	16.0288324059375	15.9770084678125	16.0031980151613	15.9773370925397	16.0009193728571	15.8966784593651	16.0815780060317
232.7938451	0.0989482033	0.814305161	6.5987e-06	0.9491515682	0.2919919002	0.9765225899	0.9997653318	no	13.8073902725806	13.7525650971875	13.89148187625	13.8525714070968	13.8353086868254	13.8165693325397	13.9110448057143	13.7408332136508
232.8968456	0.1150547886	0.7959897657	0.2756495981	0.9630275682	0.0939792347	0.7945033492	0.9997653318	no	15.6631001303226	15.4033524503125	15.686207313125	15.6206133364516	15.5687786663492	15.6163170463492	15.6372046160317	15.5478910966667
232.9282962	0.9128098677	0.5101380955	0	0.9388978747	0.1795605867	0.8144313739	0.9997653318	no	18.7374019406452	18.8949199559375	18.7538363640625	18.8382974845161	18.6842519934921	18.9285556957143	18.1319569342857	19.4808507549206
232.9638317	0.9179324142	0.5390886873	0	0.9163122225	0.7016498512	0.7770413475	0.9997653318	no	14.83309579	14.913082680625	14.794270665	14.8216258545161	14.7618292261905	14.9196259807937	14.3717607434921	15.3096944634921
232.9993389	0.8427133697	0.7694259788	0	0.9479224591	0.9378352496	0.8875668801	0.9997653318	no	18.015374986129	17.9584734215625	17.8661876078125	17.8617777693548	17.8855058322222	17.9649844592063	17.4641654331746	18.386324858254
232.9995457	0.2106106049	0.6476116652	0	0.8257840688	0.0489447134	0.077806617	0.9997653318	no	16.0507992248387	16.1043881696875	15.923739114375	16.0258667364516	16.0556941107937	15.9963172842857	15.7847205822222	16.2672908128571
233.0328707	0.4289382344	0.0591651949	0.0189491464	0.9898202765	0.6701765363	0.999868181	0.9997653318	no	14.6166155493548	14.79201459	14.66874131625	14.7345155480645	14.5846753122222	14.8221382277778	14.7832607820635	14.6235527579365
233.0631531	0.725350334	0.8729974077	0	0.9898202765	0.4995057161	0.8564139804	0.9997653318	no	15.704308376129	15.7223032346875	15.6266551515625	15.5845962203226	15.6452227814286	15.6741853273016	16.0012742353968	15.3181338733333
233.066808	0.7773179512	0.6802537797	0	0.9493171709	0.0009391196	0.978691356	0.9997653318	no	14.2590535548387	14.254795219375	14.309275441875	14.2603756519355	14.2891350363492	14.2529691949206	13.7825324980952	14.7595717331746
233.0778538	0.9449232888	0.7829718452	0.1938554046	0.9548838135	0.8780315717	0.9590960826	0.9997653318	no	14.0524133116129	14.0680892475	14.021690391875	14.0470974151613	14.0325536390476	14.0620143131746	14.0157038374603	14.0788641147619
233.0814031	0.1192516419	0.8967018324	0	0.9865962113	0.0150208779	0.6851692677	0.9997653318	no	16.3833280977419	16.2530133790625	16.072136635	16.2169207774194	16.2201708549206	16.2403452653968	17.0023323520635	15.458183768254
233.0839244	0.5020607364	0.4655087194	0	0.891936665	0.0011279285	0.7403015713	0.9997653318	no	15.8162173758065	15.697910191875	15.633134561875	15.802018953871	15.8142403195238	15.6581209239683	16.5028940996825	14.9694671438095
233.1130073	0.5370696759	0.807274689	1.63e-08	0.9836611647	0.5148391985	0.9960029191	0.9997653318	no	17.3466349945161	17.3525554003125	17.1818421234375	17.3775299735484	17.2882046885714	17.3395704665079	17.0446804190476	17.5830947360317
233.1130291	0.2961300224	0.6755091099	0	0.8625124789	0.6109092215	0.8233146864	0.9997653318	no	16.5403495190323	16.59675580375	16.523201855625	16.7389367764516	16.5591564930159	16.6392009714286	16.2066882595238	16.9916692049206
233.1305687	0.652225302	0.8941877201	8.9528e-06	0.9836611647	0.0149404374	0.8833855534	0.9997653318	no	14.5213739877419	14.6008434428125	14.561930014375	14.5499521793548	14.5530964952381	14.5646790890476	14.4724579022222	14.6453176820635
233.1436366	0.2246080093	0.8511502741	7.26e-08	0.9479224591	0.1402805129	0.8784351833	0.9997653318	no	14.8761752254839	14.836156230625	14.992540405625	14.8488916364516	14.9001994188889	14.8775047887302	14.7433587414286	15.0343454661905
233.1495538	0.6598753805	0.8365069093	0	0.8498035749	0.8183270863	0.7461037916	0.9997653318	no	17.3708450032258	17.264689413125	17.197840070625	17.2129433103226	17.2841356577778	17.2380608692064	16.7107415868254	17.8114549401587
233.1496375	0.7782616954	0.8716075718	0	0.9514262005	0.9692675694	0.8864249782	0.9997653318	no	16.9401393877419	16.7942831546875	16.8615846340625	17.0390262496774	16.8788478369841	16.9361030201587	16.0613000912698	17.753650765873
233.1506831	0.8080504735	0.6167501964	0	0.9479224591	0.8248591932	0.9684464344	0.9997653318	no	15.8287501490323	15.8708159	15.8649109246875	15.7683744693548	15.7928817363492	15.8746440026984	15.4722176663492	16.1953080726984
233.9999898	0.8169814121	0.7703000546	0	0.9479224591	0.92133404	0.8819662162	0.9997653318	no	16.5326761367742	16.480883425	16.3765707171875	16.3751376183871	16.4028789515873	16.479355317619	15.9760803868254	16.906153882381
234.0847733	3.01817e-05	0.3877399092	0	0.9388978747	0.0004135885	0.7882750041	0.9997653318	no	14.2713112683871	14.2576678428125	14.021677109375	14.1362852670968	14.1335674571429	14.2088854169841	14.5526943431746	13.7897585309524
234.108242	0.1491375521	0.6802537797	0	0.7081008334	0.8635226161	0.8030134675	0.9997653318	no	16.5174058606452	16.6377503878125	16.382546745625	16.5527461358065	16.4870383125397	16.5577905788889	15.8703406463492	17.1744882450794
234.1153413	8.91e-08	0.8838062336	0.0105907941	0.9479224591	0	0.8144313739	0.9997653318	no	14.5862755816129	15.010152735	14.2760779540625	14.2968147354839	14.5319988444444	14.5558611853968	14.4325130466667	14.6553469831746
234.1447468	0.3057576961	0.4363275409	8.472e-07	0.9760904769	0.7950307071	0.8153199793	0.9997653318	no	15.1018686025806	15.0172721065625	15.27455647625	15.1244179745161	15.2148813666667	15.0446963879365	14.9144609771429	15.3451167774603
234.1527887	0.7742207006	0.6524942326	0	0.9630275682	0.4202418374	0.8288403823	0.9997653318	no	15.0980383922581	15.0598078590625	14.9748460840625	15.0229440896774	15.0781209301587	14.9990121352381	14.5706322319048	15.5065008334921
234.1695097	0.6201801263	0.5978042158	0	0.9630275682	0.4979491721	0.9379951162	0.9997653318	no	15.1682245232258	15.0991773865625	15.3399450109375	15.1530098706452	15.1194173539683	15.2616966607937	14.7078991152381	15.6732148995238
234.5643612	0.3905777949	0.6617562937	9.971e-07	0.9836611647	0.6302307048	0.6337390756	0.9997653318	no	14.2725183387097	14.1784675775	14.3498412890625	14.3357321587097	14.3182403103175	14.2494049142857	14.1141371828571	14.453508041746
234.6136119	0.3844312644	0.8791361727	0.0755210445	0.9493171709	0.0393054637	0.9841488022	0.9997653318	no	14.3843228690323	14.299423146875	14.2473424125	14.4305546593548	14.3513219649206	14.3273717061905	14.2768414539683	14.4018522171429
234.631778	0.6754499569	0.7815974971	0	0.9836611647	0.8994695063	0.9926897841	0.9997653318	no	14.22123324	14.16146823125	14.2131288709375	14.2386410822581	14.220712138254	14.1958467706349	14.0380991719048	14.3784597369841
234.8940659	0.2510673208	0.9868208984	0.369868183	0.9722171876	0.1318118994	0.6336061238	0.9997653318	no	14.7081764516129	14.5461524921875	14.7475875990625	14.7079696077419	14.675777862381	14.6781937369841	14.7079101144444	14.6460614849206
234.961246	0.9505774829	0.5315363193	0	0.9479224591	0.3884213789	0.8286928014	0.9997653318	no	18.7824666467742	18.8468899296875	18.729888088125	18.7626268180645	18.6847317822222	18.8764554238095	18.2070958069841	19.3540913990476
234.9967517	0.8483196222	0.7809650098	0	0.9479224591	0.9131923391	0.8790550931	0.9997653318	no	16.6397386096774	16.5893046240625	16.493792891875	16.4939367248387	16.5170791268254	16.5909058871429	16.0900847903175	17.0179002236508
235.0489638	0.6876299539	0.5978042158	0	0.9493171709	0.9445204248	0.8327513523	0.9997653318	no	14.14845183	14.2442716075	14.193657121875	14.1203295629032	14.1372899277778	14.2174075725397	13.9390723585714	14.415625141746
235.0569135	0.0134525531	0.8682076342	1.5e-09	0.964711405	0.375278538	0.8833855534	0.9997653318	no	16.8115446190323	16.6435360725	16.9556159415625	16.8677439729032	16.8067158138095	16.8318684846032	17.0188184493651	16.6197658490476
235.0746313	0	0.6630878907	5.5577e-06	0.7081008334	0.1082311831	0.3382241715	0.9997653318	no	14.4983050583871	14.8232971825	14.3280154828125	14.3711262345161	14.5282233628571	14.48438577	14.4110303606349	14.6015787722222
235.0994667	0.0039629006	0.5041790104	0.055749821	0.9836611647	0.3117959455	0.2031681716	0.9997653318	no	14.5213363570968	14.710774713125	14.33401299	14.4411446019355	14.5566511479365	14.4476364112698	14.4378944230159	14.5663931361905
235.118752	0.307334667	0.7171488746	4.346e-07	0.998206491	0.830581245	0.978691356	0.9997653318	no	14.4990192351613	14.451843935	14.6418381796875	14.3776067603226	14.4552564977778	14.5316202249206	14.2605291463492	14.7263475763492
235.1235706	0.788455341	0.7171488746	0	0.9163122225	0.8671709489	0.7960352513	0.9997653318	no	16.1774784948387	16.237021056875	16.123175871875	16.2326440474194	16.1580008696825	16.2267626307937	16.4775522320635	15.9072112684127
235.1237561	0.28294126	0.974654551	0.9072546942	0.7955838155	0.0004891857	0.9618577957	0.9997653318	no	15.4140969648387	15.615458429375	15.672460784375	15.49521717	15.5531836080952	15.5484378684127	15.5572468785714	15.5443745979365
235.1287381	0.8602206363	0.9388995893	0.9291951268	0.9406230109	0.056854634	0.7945033492	0.9997653318	no	15.9112064270968	15.8487129915625	15.864828618125	15.8680223574194	15.8690826285714	15.876781241746	15.8747474326984	15.871116437619
235.1416574	0.14463327	0.979231627	0.0024581372	0.9630275682	0.457239668	0.9602054099	0.9997653318	no	15.1576786741935	14.8373790240625	14.9303735259375	15.1094086964516	15.0099853444444	15.0034716411111	15.15571877	14.8577382155556
235.6254407	0.2107221163	0.7479336611	0.8450853874	0.9491515682	1.89413e-05	0.9926897841	0.9997653318	no	14.1725100432258	14.313715744375	14.339139723125	14.2504921990323	14.2889416463492	14.2508114404762	14.2763689853968	14.2633841014286
235.6395452	0.8226332296	0.540071244	0.0525625208	0.8715299359	0.5563032833	0.9926897841	0.9997653318	no	14.9165291212903	14.9714826590625	14.879228454375	14.8885606906452	14.8674732306349	14.960789305873	14.976196932381	14.852065604127
235.657582	0.231558308	0.89903076	0.6226824992	0.9567600721	0.7331311968	0.9618577957	0.9997653318	no	14.3192878116129	14.29131707375	14.3886191840625	14.5509492506452	14.373439342381	14.4001369938095	14.3664759539683	14.4071003822222
235.9617919	0.9500645035	0.5132873041	0	0.9406230109	0.4386378913	0.8027511829	0.9997653318	no	16.5618447735484	16.629941355625	16.5120333390625	16.544083973871	16.4640536255556	16.6601841744444	15.9996416442857	17.1245961557143
236.0602368	0.1086588915	0.8162815443	1.9e-09	0.9836611647	0.6662791655	0.6755360417	0.9997653318	no	14.1950085141935	14.1517563184375	14.276855676875	14.230648853871	14.2218971528571	14.205260978254	14.319490052381	14.1076680787302
236.0711214	0.8068140655	0.7674183544	0	0.9406230109	0.8191103259	0.8466121879	0.9997653318	no	15.9165045951613	15.91552847375	16.0025768559375	15.8913550454839	15.9070305033333	15.956826947619	15.5194330031746	16.3444244477778
236.0777883	0.0039235029	0.8396021277	0.9266079783	0.9977781167	0.6040538663	0.7960352513	0.9997653318	no	14.297880076129	14.1232015940625	14.3230221096875	14.2529436248387	14.2578732847619	14.2398202588889	14.2505362452381	14.2471572984127
236.0956117	0.0423210293	0.405289883	4.59e-08	0.9388978747	0.3428005751	0.999868181	0.9997653318	no	14.9282866809677	15.05207282375	14.844398281875	14.9842331383871	14.9022883546032	15.0020797371429	14.8165822039683	15.0877858877778
236.1042629	0.3571254978	0.6995480903	0	0.9388978747	0.9574124251	0.9916239828	0.9997653318	no	14.558238563871	14.4374338415625	14.727991106875	14.5805640732258	14.5292582219048	14.6230668590476	14.1129187120635	15.0394063688889
