"","mz","intensity","molecular_formula","compound_name","compound_id","moduleColor","GS.Treatment","p.GS.Treatment","MM.tan","p.MM.tan","MM.red","p.MM.red","MM.grey","p.MM.grey","MM.green","p.MM.green","MM.black","p.MM.black","MM.magenta","p.MM.magenta","MM.turquoise","p.MM.turquoise","MM.yellow","p.MM.yellow","MM.pink","p.MM.pink","MM.blue","p.MM.blue","MM.greenyellow","p.MM.greenyellow","MM.brown","p.MM.brown","MM.purple","p.MM.purple"
"153.0404684","153.0404684",34670572.2,"C5H4N4O2||C5H6N4O3","Xanthine||5-Ureido-4-imidazole carboxylate","C00385||C05515","black",0.210414345673609,0.0978724517423878,0.101933308869401,0.426646836232863,-0.00250879716862389,0.984430888261236,0.316529115008433,0.0114906522124435,-0.478705854167396,7.22915120717426e-05,0.957812073391043,9.83674962459682e-35,-0.083064314187333,0.5174895907362,-0.0739926782620561,0.56439283461104,-0.432679105574549,0.000397714835610644,0.00391189083810988,0.975725709657549,0.269467505301991,0.0327055468162268,-0.0222303189399816,0.86270200745922,0.436637630743659,0.000346680089940327,0.0549013353140638,0.669115517884912
"283.0912365","283.0912365",1531171.965,"C8H13NO6||C11H12N2O4||C11H9NO4||C11H9NO4","O-Succinyl-L-homoserine||L-Formylkynurenine||5-Hydroxyindolepyruvate||8-Methoxykynurenate","C01118||C02700||C05646||C05830","black",0.209007944224171,0.100188408559546,0.0247629258682642,0.847238388342505,0.185720606701866,0.145032310671011,0.420889129914418,0.000592884705533438,-0.543612877300638,4.14139513185944e-06,0.782274663822844,3.72233962137486e-14,-0.0918924860167391,0.473814799608719,-0.062614046853349,0.625896722216293,-0.336022636744505,0.00709261811834457,-0.106517847771811,0.406032093645479,0.11392535278242,0.373978291266846,-0.0275666731853418,0.830186121465269,0.343351198902112,0.00586946503437347,0.135279319915675,0.290459872840896
"286.1035428","286.1035428",10550012.74,"C9H12N2O6||C9H12N2O6","Uridine||Pseudouridine","C00299||C02067","black",0.208324939570128,0.101328390730006,0.113024418375292,0.377793132373538,-0.100129922388686,0.434916096597962,0.166049743542073,0.193382727859334,-0.409258031177605,0.000866919987067194,0.978636269451255,1.29087302244818e-43,-0.0707741117898599,0.581500014208033,0.0107133859269233,0.933585645406128,-0.512520027769108,1.75283891288938e-05,0.0319534849599623,0.803664334458429,0.282590745611643,0.0248303434651041,-0.0200914061382493,0.875802129821519,0.52454846180986,1.02010812520738e-05,-0.0267518203423317,0.835134352456896
"560.0794152","560.0794152",2452867.25,"C15H23N5O14P2||C15H23N5O14P2||C15H25N5O15P2||C15H25N5O15P2","ADP-ribose||Phosphoribosyl-AMP||5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide||N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide","C00301||C02741||C04896||C04916","black",-0.207704486542863,0.102372678525699,-0.0748115584324681,0.560078372486554,0.297873216239046,0.0177377159108393,0.238557071018063,0.0597200955073182,-0.0925806809311612,0.470495293146562,-0.607948104293131,1.26133674645057e-07,-0.273767411681317,0.0299227475078219,-0.322667606646266,0.00990304703197653,0.530572649789221,7.71786472394464e-06,-0.232740137378579,0.0664136460721126,-0.0898234882779452,0.4838697768096,-0.187441709907321,0.14127670509124,-0.53924770414378,5.11569106056992e-06,0.0404915905569838,0.752696791647624
"134.0460361","134.0460361",2506381.2,"C5H5N5O","Guanine","C00242","black",0.202950146377307,0.110654107795949,0.0989182396635805,0.440522449509736,-0.0572931056644682,0.655589842138742,0.227994549338141,0.0723096837588958,-0.48342794938049,5.98406680138431e-05,0.962656698042811,2.55694018983554e-36,-0.0479743945361805,0.708869465913178,-0.0610868256601361,0.634361593532142,-0.46775420838178,0.000110897104817877,0.0603487995677559,0.63846908715465,0.303021930629612,0.015776137335888,0.047898359883047,0.709310389084049,0.49930249224866,3.10476508008576e-05,0.0300805811199073,0.814962439361569
"154.0436653","154.0436653",2762491.5,"","None||None||None||None","None||None||None||None","black",0.200420617773665,0.115265565345652,0.103096948958238,0.421358875322013,-0.0809922570164595,0.528026846181381,0.184341832864736,0.148094329697056,-0.453613000579982,0.000188698010762769,0.970090571527578,3.26759935517231e-39,-0.0200238185498665,0.876216641556469,-0.00818389672885068,0.949242602365576,-0.495926887440774,3.57939602808287e-05,0.0729852372165618,0.569722076048751,0.290621763770873,0.0208514297261935,0.0267949441394968,0.83487231989302,0.532731786950556,6.9744196100735e-06,0.0124487908653662,0.922858001187432
"136.0334378","136.0334378",1782438.375,"","None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None","black",0.194771121564297,0.126095682882061,0.0822642013306598,0.521545874993318,-0.0785484652920485,0.540590039575905,0.166699074933337,0.19162213895668,-0.443752596827698,0.000269703209200202,0.95591121676228,3.66932083585341e-34,-0.0472048226942659,0.713336562451894,-0.0331356631365112,0.796553345291095,-0.502064358879407,2.76053902500403e-05,0.0697282886594936,0.587109168514645,0.292233103003134,0.0201220927660338,0.0224290424486061,0.861486704149261,0.51440585713282,1.61239101446009e-05,0.0585264459241315,0.648657659144463
"135.0300683","135.0300683",867472.3,"C5H5N5O||C5H4N4O2","Guanine||Xanthine","C00242||C00385","black",0.190793093383304,0.134173518209569,0.111289233585772,0.385206023326151,-0.0933375033491475,0.46685926783829,0.162141680887114,0.204224019049804,-0.418870504010524,0.000633918550407351,0.967527401096871,3.86559923676963e-38,-0.0116450213947618,0.927825028142047,0.0169722394589837,0.894964662352479,-0.512643561222034,1.74330176925623e-05,0.0695017036123803,0.588327644078729,0.272464362509169,0.0307442708121019,0.0273454021145146,0.831529159225581,0.54221121300186,4.43353778663151e-06,-0.0027600212601565,0.982872062890775
"153.0595767","153.0595767",52145432.4,"C4H8O2S||C4H8O2S||C4H8O2S||C4H8O2S","3-(Methylthio)propanoate||3-(Methylthio)propanoate||3-(Methylthio)propanoate||3-(Methylthio)propanoate||None||None||None||None","C08276||C08276||C08276||C08276||None||None||None||None","black",0.178266310760474,0.162162406510461,0.111168461152357,0.385725181816219,-0.0746038058760649,0.561171488223513,0.183806398704399,0.149296330346106,-0.408210694692138,0.000896498247549446,0.983613428515614,4.25369395530679e-47,-0.0697612118752073,0.586932216681338,0.027309300041774,0.831748331775362,-0.536803129815357,5.75085373358387e-06,-0.00185279215522239,0.988501605454958,0.25075679282078,0.0474502398380962,-0.0376604594012957,0.769492555324654,0.520945649588991,1.20227091852174e-05,-0.0130568682124839,0.919102224144099
"152.0566394","152.0566394",11764259.15,"C5H5N5O||C3H5NO4","Guanine||beta-Nitropropanoate","C00242||C05669","black",0.176083500571492,0.167449622291791,0.115099852866585,0.369040130598104,-0.104985141329486,0.412858593836146,0.162766993716837,0.202460978001551,-0.403427089491972,0.00104352696984841,0.98075158214836,5.53385132115184e-45,-0.0588941396247649,0.646596676343854,0.0489231254492846,0.703375836193145,-0.550899974252438,2.89113884418463e-06,0.0124335541351091,0.92295213242319,0.257232763748972,0.0418283883888455,-0.0274622427533947,0.830819917509805,0.545488365029682,3.77856027964272e-06,-0.027717310594789,0.829272081707819
"284.0988995","284.0988995",1033060579,"C9H11N5O3||C9H11N5O3||C10H13N5O5","None||None||None||None||Sepiapterin||6-Pyruvoyltetrahydropterin||Guanosine","None||None||None||None||C00835||C03684||C00387","black",0.174448897286113,0.171490875706633,0.119178354197288,0.352201439220813,-0.0934381145485351,0.466377045803785,0.179349506600569,0.159584759994118,-0.408479255011371,0.00088882803592825,0.982186673129304,5.31718528739428e-46,-0.0576128985640368,0.653789585104074,0.028908113886682,0.822054534168592,-0.53746486791117,5.57201868567431e-06,0.0165819129043216,0.897367068798605,0.258572289642694,0.0407370313366346,-0.0209046595005468,0.870817118697488,0.533709475514869,6.66023303997025e-06,-0.0187696583764726,0.883914243200501
"201.566743","201.566743",1661787.93,"","","","black",0.1740855532124,0.17239876730765,0.243530497421813,0.0544397266826502,-0.293088272590196,0.0197439158111919,0.0583491327535142,0.649652468043608,-0.217260912877658,0.0871883535898809,0.675399831446399,1.26418632313088e-09,0.19991599036725,0.116202909145684,0.0573379157651863,0.655337468180459,-0.284152709566812,0.0240098475968271,0.247571672790336,0.0504344921628259,0.32002896867582,0.0105604726539614,0.191333893727314,0.133053001634938,0.420933873031315,0.000592003140182471,-0.131988053911306,0.302463995658185
"399.1454255","399.1454255",2521537.75,"C15H22N6O5S","S-Adenosyl-L-methionine||None","C00019||None","black",0.171484882543822,0.178999632264207,0.0338113666409968,0.792496227293937,-0.372673107151403,0.00263032124026743,-0.284381869900161,0.0238914207087167,-0.134903336053284,0.291815142037871,0.596692948274121,2.45576490877874e-07,0.165601513933556,0.194604791573463,0.115270667911708,0.368325251382063,-0.349650692256903,0.00497042304215082,0.27654078886934,0.028235366072812,0.324129339573223,0.00955438561695167,0.164512325069574,0.197597383704224,0.490491126064942,4.48683455949573e-05,-0.0824244298773845,0.520732298422039
"285.1019969","285.1019969",109028548,"","","","black",0.169747909272748,0.183509222436308,0.129678461396775,0.311077102410891,-0.0881107814899734,0.492277851617838,0.181900667066482,0.153633453240614,-0.429200311975704,0.000448116271563684,0.981767669040346,1.0740489177658e-45,-0.0728532744503159,0.570421873365763,0.0320155857861479,0.803290388074248,-0.525597947836301,9.72090834327115e-06,0.0170279417624175,0.894621898383886,0.256181345424088,0.0427018210126452,-0.0326492551887992,0.79947720777409,0.547391410873848,3.44091893705485e-06,-0.0152805100346345,0.905383537052876
"347.0398057","347.0398057",425661.9,"C10H14N5O8P||C10H13N4O9P||C10H14N5O8P||C10H14N5O8P","GMP||Xanthosine 5'-phosphate||Guanosine 3'-phosphate||Precursor Z||None","C00144||C00655||C06193||C18239||None","black",0.168035675771419,0.188034349660885,0.0945662649038382,0.460988408135322,0.200445006717962,0.115220410288921,0.52752653700601,8.89294130528721e-06,-0.143164954428102,0.262986892768428,0.627756467228886,3.65908856971621e-08,-0.233763248119321,0.0651945593206907,0.0534435456703626,0.677411446250211,-0.419411036803775,0.000622685585830933,-0.454435969436204,0.00018306558747105,-0.151266665202189,0.236641390336937,-0.179693538246925,0.158772436461057,0.0464382174144993,0.717795989931936,0.118236084112235,0.35604896606913
"154.0245383","154.0245383",10504055.12,"C5H6N4O3","5-Ureido-4-imidazole carboxylate||None","C05515||None","black",0.166800913365695,0.191347061948406,0.111167230422539,0.385730474437973,-0.11523633244421,0.368468881443868,0.135280666323389,0.290455027021103,-0.423759573106528,0.000538680160213873,0.949466155101355,2.14267321766292e-32,-0.00305195692137586,0.981060705992894,-0.00799487823352857,0.95041342477411,-0.480088260487843,6.8419393291901e-05,0.0927683291744582,0.469592349985607,0.298278924761225,0.0175759262199999,0.0221021502807701,0.863485997455094,0.537389767798953,5.59205029756237e-06,-0.00732601338110067,0.954557343407863
