"","mz","intensity","molecular_formula","compound_name","compound_id","moduleColor","GS.Treatment","p.GS.Treatment","MM.purple","p.MM.purple","MM.pink","p.MM.pink","MM.grey","p.MM.grey","MM.blue","p.MM.blue","MM.yellow","p.MM.yellow","MM.cyan","p.MM.cyan","MM.greenyellow","p.MM.greenyellow","MM.turquoise","p.MM.turquoise","MM.magenta","p.MM.magenta","MM.green","p.MM.green","MM.brown","p.MM.brown","MM.tan","p.MM.tan","MM.black","p.MM.black","MM.salmon","p.MM.salmon","MM.red","p.MM.red"
"362.1750138","362.1750138",2004535.6,"","","","black",-0.120517622541383,0.385357294045766,0.0860082484464491,0.536319745431,-0.153714139547541,0.267109290023759,-0.361605707511805,0.00721726725880141,0.266098154115171,0.0517890669708573,0.0519817438227781,0.708924611002599,0.285837409643009,0.0361485531012271,-0.0532470220179063,0.702164702021427,0.0722748163331813,0.603508341068255,0.379183885211721,0.00468900313054592,-0.374349961540786,0.00529169820333617,0.74652450230186,9.15179356490968e-11,-0.574960756080032,5.43691404963302e-06,0.739620575418994,1.67495106577271e-10,0.215765025507349,0.117123339907429,-0.576166499024919,5.14154366230572e-06
"369.2169571","369.2169571",2297167.55,"C18H27NO3","Capsaicin","C06866","black",-0.115477633131278,0.405682825126469,0.13000679367564,0.348768059042114,0.0503891428192777,0.717464963811329,0.00586360170277872,0.966434435846396,-0.0942503701199936,0.49783420257172,0.360673938218585,0.00737940415265182,0.381448256887707,0.00442805171253273,0.221595258808981,0.107316020425321,-0.445398773176107,0.00073829109892318,0.157645649481372,0.25491846033469,-0.664873209420908,4.17660954448731e-08,0.426575969894858,0.00129749951501124,-0.343712938263212,0.0109367731967909,0.888587916540387,3.09626981257469e-19,-0.287441553570345,0.0350714576746666,-0.688292312200397,8.84343603239396e-09
"330.6889412","330.6889412",24263998.7,"","","","black",-0.112943402648177,0.416133448318234,0.118194983461125,0.39464799805539,0.0939482631011172,0.499219197001244,-0.190898869193197,0.166743328451268,0.162495808656099,0.240404188389056,0.11640047671266,0.401915363906088,0.224389196715006,0.102846011463987,-0.0894752708334163,0.519955589919905,-0.197593754976803,0.152086516409762,0.00125434862917429,0.992817651517472,-0.742931596201601,1.25645917669433e-10,0.54679254257909,1.88703637476271e-05,-0.291624259034314,0.0323874749948872,0.913255792711423,6.30990977492985e-22,-0.261280862850044,0.0563415611290006,-0.489921426850187,0.000169799785998147
"273.8408979","273.8408979",1213138.805,"","","","black",-0.112361615302049,0.418554198601207,-0.0628681182726376,0.65154150682678,0.0180051349183002,0.897179863298185,0.166328836431803,0.2293412391757,-0.180728469121586,0.190940680803773,0.268686099139881,0.049469583859967,0.653182137768083,8.6211425375793e-08,0.56928979289167,7.04968157202201e-06,-0.43084072074628,0.00114510061463276,0.599581027304658,1.66037669764662e-06,-0.314567302941032,0.0205227581575686,0.510986585072512,7.87288100304121e-05,-0.515576760306677,6.61384441100296e-05,0.804186780242846,2.41775954202531e-13,0.00658951580333179,0.962281858639792,-0.948288722909302,1.40674845772515e-27
"374.2034211","374.2034211",2516924.8,"","None||None","None||None","black",-0.11204342377118,0.419881553498912,-0.104829195869764,0.450614291396894,-0.331516822179445,0.0143322620457096,-0.407915165321063,0.00220014955002475,0.223657119334231,0.104003113231478,-0.138220574646463,0.318891802261539,-0.573114951977169,5.91974804321009e-06,-0.463933137367873,0.000410217363309041,0.559141465889542,1.10896388543716e-05,-0.223429903378519,0.104364278811122,0.59605827924218,1.97945655622161e-06,-0.233118733074541,0.089801973833146,0.120154044533891,0.386802999033462,-0.748559689388104,7.62990970565e-11,0.345902038385359,0.0104072651307097,0.687468265081652,9.36274523167506e-09
"331.1905403","331.1905403",8295400.1,"","","","black",-0.111909154471787,0.420442385571526,0.11500346365851,0.407626535162062,0.083671681188169,0.547488300949449,-0.185659853299546,0.178912243455879,0.152113647725827,0.272181748591932,0.126909446263832,0.360468029989828,0.233689914923141,0.0889958075062083,-0.0775126649748325,0.57745175691943,-0.206849328691984,0.133422200882253,0.0106356167128431,0.939157458884146,-0.741505713690877,1.42281128441498e-10,0.549504884814854,1.68211370079715e-05,-0.297903015913074,0.0286806962113584,0.919340352722798,1.02784824393314e-22,-0.260453671206799,0.0571548725299479,-0.501707878681357,0.000111135526465464
"246.4693808","246.4693808",437194.65,"","","","black",0.11091197996415,0.424620846665571,-0.300487233992288,0.0272616544920307,0.15133712375706,0.274665705694203,0.233823387661762,0.0888082423655907,-0.181525663255818,0.188958027242712,0.0805484213270322,0.562589351709705,0.602016453978224,1.46856983684351e-06,0.511723343554801,7.65701269596689e-05,-0.38140059869528,0.00443340954234918,0.508697580381623,8.57967177928401e-05,-0.256283956089876,0.0614000863752988,0.429142598099382,0.00120374446579882,-0.359138392146789,0.0076535277903047,0.717925777823646,9.95553999772832e-10,-0.0513187987094271,0.712475423145923,-0.80135477630556,3.38268846092402e-13
"271.6409412","271.6409412",1151478.97,"","None||None||None||None","None||None||None||None","black",-0.110740945187773,0.425339893172257,0.0812670376015568,0.559097594491348,-0.0471369408154555,0.735010844645381,-0.335656573343679,0.0130905000681208,0.295368667202309,0.0301318044967421,0.0037966679875758,0.978262761926249,0.291000210574155,0.0327767249558878,-0.133063062219169,0.337455727928478,0.047093197182807,0.73524778578155,0.263235677624623,0.0544566827480329,-0.530119391423575,3.74434671914428e-05,0.792623657777989,9.21722682967848e-13,-0.431454133723003,0.00112455526425994,0.882131072759361,1.23404779778666e-18,0.0773932992752179,0.57803979353258,-0.517472317532653,6.15011913130249e-05
"432.2529043","432.2529043",781638.18,"C22H37NO2","Anandamide","C11695","black",-0.110437304110232,0.426618128141365,0.188880477296031,0.171357928184099,-0.143315569844208,0.301203299348436,-0.0617287056321114,0.65746139599583,0.0826322242045027,0.552492430652021,0.52056868158367,5.45643910240684e-05,0.220643333090867,0.108872646143616,0.0530176602906598,0.703388418031454,-0.409466633629401,0.00210802483307633,0.0190380107505053,0.891316108096709,-0.655721876560161,7.38501443077033e-08,0.364162848945857,0.00678814204298686,-0.285877922485511,0.0361210178811116,0.831879293696299,6.60311174077537e-15,-0.274069258196168,0.044915540469416,-0.540390893972731,2.46553308088424e-05
"344.715016","344.715016",845054.99,"","","","black",-0.10757061414035,0.438792686727706,0.152166263270634,0.27201398289408,0.0653143696109632,0.638904037267326,0.0366259531039338,0.792600517787569,-0.0307916845781959,0.825069382751631,0.435964172868142,0.000983373506333715,0.311520385367745,0.0218469778772361,0.211477542163595,0.124760858725653,-0.485014955029948,0.000201658977424265,0.056842171810259,0.683083130624209,-0.723551489197187,6.37290715182083e-10,0.322117886569172,0.0175308470733105,-0.313843005399457,0.0208312244645745,0.842164878713572,1.46234583007682e-15,-0.35361167786032,0.00871480052925157,-0.655313465111874,7.57185894956732e-08
"720.8999013","720.8999013",8400269.6,"","","","black",-0.106221463458734,0.444588773048436,0.123742817270334,0.372673733784668,0.0137675802579048,0.921290722093914,0.0645168055330673,0.64301334883063,-0.0823874794524419,0.553673836011768,0.650279632238884,1.02709737195465e-07,0.146614109625271,0.290096752719301,0.105790797229651,0.446447846380181,-0.592023440832071,2.41476511727133e-06,-0.192787297561185,0.162508590076165,-0.70698108788365,2.30121824874741e-09,0.0590358993575044,0.671534667375618,-0.0494319845002054,0.722614366124522,0.689810250850517,7.9571650151831e-09,-0.490580823043512,0.000165887766153848,-0.399864814546409,0.00273809868268042
"272.1538865","272.1538865",1813862.8,"","","","black",-0.105746710450114,0.446638399536992,-0.0627454823440847,0.652177654512035,-0.125464720882811,0.366006168754043,-0.0661666169668054,0.634524846395844,0.113400179111487,0.414238489230867,0.0685577090024877,0.622304964882116,0.435717483930703,0.000990663095663697,0.188310960946262,0.172676630439639,-0.103459365325294,0.456586258233039,0.500872568872991,0.000114583212325164,-0.251993674127293,0.0660289175703298,0.69348962455766,6.1437348920419e-09,-0.55159103833622,1.5387211985554e-05,0.775797935739203,5.59489091622084e-12,0.162705593652145,0.239789425446635,-0.72006641064273,8.41202998170427e-10
"368.7153239","368.7153239",5797667.05,"","","","black",-0.103631722231949,0.455832477763737,0.100563690358184,0.469351304678851,0.0617151671188446,0.657531862660605,0.028720211049232,0.83667082626712,-0.0774138859680133,0.577938356869592,0.327678006354955,0.0155725421826967,0.406833040544512,0.00226650806166474,0.220971159570701,0.108334626447695,-0.452960744768133,0.000583226076617009,0.166099530124744,0.229993003340992,-0.668585612897838,3.29576210139428e-08,0.459133498634103,0.000479172860372649,-0.291289102046907,0.0325960483558359,0.933951592035435,6.82908919540223e-25,-0.296087686333634,0.029714020685857,-0.683362969351853,1.2407106538056e-08
"368.1673709","368.1673709",551950.24,"","","","black",-0.102620478677023,0.46026471367293,0.145824660172996,0.292730227954389,-0.0816004433380996,0.557481052406078,-0.213770567236215,0.120630601518429,0.252013881795832,0.0660064789468464,0.0993713184177741,0.474662791577018,0.3187948636182,0.0187984180340189,-0.0343193191751741,0.805398972847494,-0.0917476007546058,0.50936766505605,0.23285733296195,0.0901728123432673,-0.580480741932459,4.20241178447719e-06,0.717266920541423,1.04821281546890e-09,-0.39589095673297,0.00304432872883486,0.935552838097682,3.68021106515809e-25,-0.0553186131796998,0.691146396240905,-0.588433928397934,2.87540215535117e-06
"368.1450378","368.1450378",999935.345,"C18H21NO3||C16H23N3O8||C16H23N3O8","Codeine||4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide||NNAL-N-glucuronide","C06174||C19605||C19606","black",0.100658360350425,0.468930963725178,-0.142373648539845,0.304424643685307,-0.0155750893851906,0.910996484138934,0.0716585605446388,0.606607444280142,-0.150849638095116,0.276232737073922,-0.175098892280653,0.205365775645921,-0.397879530085032,0.00288749246361087,-0.129646924469148,0.350115276794784,0.226762484178514,0.0991631124658723,-0.297972480101714,0.0286417601476569,0.629609115513381,3.39317703179478e-07,-0.642475542180611,1.6297486693643e-07,0.495515509271292,0.000139124083242357,-0.938998691822872,9.20335786842281e-26,0.0801168302902067,0.564691353113708,0.739521869908361,1.68925567773347e-10
"337.1850289","337.1850289",951735.6,"C12H23N3O4","(2R,3R)-3-Methylglutamyl-5-semialdehyde-N6-lysine","C20279","black",-0.097233832196685,0.484263997700956,0.170735638620952,0.217062957333485,-0.0221001277249373,0.873967174158303,-0.219299708412881,0.111099225347093,0.2060567535127,0.134949666359636,0.281479876613211,0.0392132938529075,0.266437018304014,0.0514804216062771,-0.0404792406229619,0.771342464091984,-0.190799089298688,0.166969300036641,0.0920302478348894,0.508058380035241,-0.683828526974843,1.20199864010139e-08,0.508285630210441,8.71288514178807e-05,-0.448918077007162,0.000662015786582697,0.817233677130947,4.78156621650753e-14,-0.142307908748806,0.30465029780624,-0.554459208977907,1.3599840789033e-05
"312.1915772","312.1915772",2401952.9,"","","","black",0.0968449053206403,0.486021911222158,-0.259614481905829,0.0579896405604568,0.0375743657880766,0.787353701043159,0.21613178022735,0.116486948140104,-0.456573090572483,0.000520100553264203,-0.0648608932576332,0.641239186140831,-0.233084961318308,0.0898498174007064,0.162977409810268,0.238994485103418,-0.00643595010648366,0.963160249016059,-0.0776406997860405,0.576821317426203,0.663122598525322,4.66480677337848e-08,-0.607477287511791,1.11105579545853e-06,0.299269862751697,0.0279226317137068,-0.802475732926494,2.96355746864861e-13,0.0460776417281578,0.740755462580406,0.45829160996328,0.000492296673212676
"338.7053217","338.7053217",1993462.6,"","","","black",-0.0956838417228907,0.491289681539439,0.0240498322612145,0.862950848557456,0.0993403914897655,0.474800982267141,0.0162116258270545,0.907374605329877,-0.0278142793596013,0.8417555778618,0.260700101359706,0.0569115922274798,0.419234132277331,0.0016028508261589,0.243807039124213,0.0756335343701436,-0.413123987239109,0.00190430491832147,0.247385298744802,0.07130759791758,-0.62941006235738,3.43099272814721e-07,0.506553079448732,9.2941617612941e-05,-0.389284680597306,0.00362086195000065,0.935684836926913,3.49488655144025e-25,-0.217276200718636,0.114518099216622,-0.73959536086736,1.67859425892798e-10
"348.1512915","348.1512915",1680879,"","None||None","None||None","black",0.0944398387633696,0.496966607258995,-0.0865292998819678,0.533844442237693,-0.0575041875512659,0.679590332293941,-0.225973428472065,0.100376064487656,0.0465184512190803,0.738363210982425,-0.416139979655477,0.00174971370229031,-0.396624665760564,0.00298560537189191,-0.278085655002488,0.0417462231332939,0.563169766136723,9.28102651991963e-06,-0.0819596571380256,0.555741853916708,0.695302835321394,5.40089488577304e-09,-0.282287622354912,0.038629559144868,0.202798685371698,0.141366705024946,-0.86643319223331,2.60596677085721e-17,0.394045774010541,0.00319655270437343,0.660982768558605,5.33445500538146e-08
"385.7060037","385.7060037",3031030.52,"","","","black",-0.0939262651312409,0.499320123139351,0.0897204335892941,0.518807975036753,0.227415415592284,0.0981680252063574,0.210606134319245,0.126358224124896,-0.210460246850974,0.126627152335902,0.422459448182351,0.00146158053555695,0.0754418914734328,0.587691640423302,0.115937839734968,0.403801501813527,-0.663964095891659,4.42379969817414e-08,-0.336605831018845,0.0128191519570143,-0.809804181981701,1.22177011784545e-13,-0.0498287571635585,0.720478278988641,-0.021390353596379,0.87798358795025,0.686599622468965,9.94120835944888e-09,-0.740894079806387,1.50038517941333e-10,-0.358268465623706,0.00781272336650156
"322.6538582","322.6538582",2014361.7,"","None||None","None||None","black",-0.0895102893487123,0.519791589334496,-0.0113543213376444,0.935054555749853,-0.116736765156597,0.400547566389505,-0.268155405296386,0.0499381993240908,0.167249444674826,0.226737415557491,0.0668967741437864,0.630782849239762,0.348370856812838,0.00983680108301608,0.0334318097359279,0.81033707025121,-0.0633613838179527,0.648985287332591,0.303732450364637,0.0255633912498197,-0.449875506181422,0.000642534260093501,0.704035910072776,2.86467307150671e-09,-0.405433523778906,0.00235496601254536,0.867665370173407,2.08056962993721e-17,-0.00582061304401893,0.966680380412083,-0.600187902642772,1.61050917405447e-06
