"","mz","intensity","molecular_formula","compound_name","compound_id","moduleColor","GS.Treatment","p.GS.Treatment","MM.purple","p.MM.purple","MM.pink","p.MM.pink","MM.grey","p.MM.grey","MM.blue","p.MM.blue","MM.yellow","p.MM.yellow","MM.cyan","p.MM.cyan","MM.greenyellow","p.MM.greenyellow","MM.turquoise","p.MM.turquoise","MM.magenta","p.MM.magenta","MM.green","p.MM.green","MM.brown","p.MM.brown","MM.tan","p.MM.tan","MM.black","p.MM.black","MM.salmon","p.MM.salmon","MM.red","p.MM.red"
"272.0949321","272.0949321",897690.3,"","","","grey",0.377566627359396,0.00488356001501525,-0.357909439971675,0.0078792593925328,0.430037132142001,0.00117252489799508,0.705550959661004,2.56029279281451e-09,-0.604398100895368,1.30116074909918e-06,-0.150471575789242,0.277452091949159,0.422172349410404,0.00147368785760036,0.547847767165934,1.80471541469194e-05,-0.581158305697738,4.07031196823076e-06,0.100118780141418,0.471329441324093,0.0263168327338531,0.850174313784666,-0.280830215650796,0.0396880438501072,0.345974480076597,0.0103901279401366,0.127114126304564,0.359687570528702,-0.425324698180506,0.00134553574459463,-0.202191982280853,0.142586386128398
"138.0487162","138.0487162",98878994.85,"","None||None","None||None","grey",0.376326625373026,0.00503749825422104,-0.55406233038289,1.38351475256184e-05,0.532254470822932,3.43668838988199e-05,0.85265710515643,2.80114446696368e-16,-0.534842034280594,3.09510051196202e-05,-0.170036382839864,0.218979947532993,0.698443309613721,4.31079945232692e-09,0.688368214965926,8.7969938198583e-09,-0.616790303393812,6.82017421561885e-07,0.24879644820145,0.0696567003126692,0.0273872785641742,0.844154455574824,-0.210496279492688,0.126560689759221,0.422524027828474,0.00145886941723733,0.203702363984557,0.139564455656216,-0.365928677912717,0.00650496096702371,-0.311168965236018,0.0220042494509311
"192.1593721","192.1593721",120830274.7,"","None||None","None||None","grey",0.375749512150903,0.00511058370357248,-0.237380644842204,0.083922340113268,0.270313994247962,0.0480544083571738,0.204989210328773,0.137027742166454,-0.3211592412509,0.0178888300746712,-0.234960285975513,0.0872231022535619,-0.107871230194796,0.437506977531785,-0.0511307325005654,0.713483834535363,-0.0195065548254309,0.888658011479609,-0.175090837368303,0.205386951362515,0.267693402619848,0.0503490946765363,-0.369214880366763,0.0060053224426649,0.27313553637882,0.0456798699763602,-0.44559179308911,0.000733910791696367,-0.0820656642592735,0.555229093144573,0.40629476084191,0.00230017474189026
"136.1049953","136.1049953",105610.06,"","","","grey",0.373387364850522,0.00541951011861794,-0.199276648229755,0.148556774959776,0.353931597284334,0.00865005932276984,0.577288332012113,4.88018301469831e-06,-0.495369421766729,0.000139856026597089,0.0581153224751327,0.676371895350505,-0.0308867347277345,0.824537916340234,0.255565189410676,0.0621568426460498,-0.482386248124756,0.000220885681898673,-0.269170042662541,0.0490453776196333,-0.0509989346098381,0.714190824960331,-0.567456972717834,7.65923833559755e-06,0.349344221877308,0.00961943705125079,-0.218952267240507,0.111680624399476,-0.480528614595409,0.000235464037423059,0.165872006916471,0.230640962160128
"232.7938451","232.7938451",194210.13,"","","","grey",-0.373309218420076,0.0054300039984314,0.277956997539223,0.0418448171809521,-0.554544268615281,1.35498939206785e-05,-0.327165157411103,0.0157449828470757,0.508418715500816,8.66964309539202e-05,0.526245745972028,4.36813204131503e-05,0.0412972421430203,0.766850457260071,-0.30303272940395,0.025921847926346,0.0904077420322241,0.515597448496593,-0.105386574567589,0.448196670951166,-0.287846454608377,0.0348038332870173,0.274055754983143,0.0449265188959559,0.0353574878931607,0.799632168898293,0.333778203577103,0.0136419936291837,0.104386061071081,0.452541485168173,-0.0408940241137601,0.769063764712405
"269.6468464","269.6468464",767447.21,"","","","grey",-0.37312948738025,0.00545420674030467,0.331103008077482,0.0144617595217923,-0.548243154785462,1.77473466376776e-05,-0.659738259676825,5.76444261443308e-08,0.455047423101121,0.00054596616588408,0.261875730783285,0.0557624767100103,-0.237046341627094,0.0843723125455165,-0.44267363397633,0.000802700271643771,0.362793171274597,0.00701514074105824,0.000925177614674168,0.994702439489427,-0.138799256021524,0.31685020108477,0.437062171306525,0.00095150923186503,-0.393423382180193,0.00324939636314428,0.239525417993186,0.0810801738165875,0.305009555820103,0.0249198782444437,-0.0409678691223591,0.768658284191677
"376.2044343","376.2044343",586228.2,"","","","grey",-0.372854800144212,0.00549137898521328,0.399125759271228,0.00279289257036273,-0.224484754653386,0.102695711464099,-0.377710880237137,0.00486592296803752,0.49924795870613,0.000121570521223355,0.269741981911912,0.0485478635330033,0.0824120742097068,0.553555060595229,-0.155222347319625,0.262387427791729,0.133938608904368,0.334257694887807,0.152216492408156,0.271853890434085,-0.323717444634231,0.0169471019805922,0.475148747698989,0.000282764619065313,-0.353663889818241,0.00870420592733894,0.451241858900228,0.000615627836852221,0.224883432161697,0.102070473759164,-0.327791934730711,0.0155344545714936
"291.1379665","291.1379665",1435149.3,"C20H18O2||C20H18O2","trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene||trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene","C19490||C19607","grey",-0.372853477496405,0.00549155850902897,0.379551507765774,0.00464574001863163,-0.45214619619582,0.000598383499043477,-0.518757740534627,5.852859824417e-05,0.56255899893112,9.5364008924358e-06,0.328516930107487,0.0152939393836348,-0.496529719982324,0.000134138334448077,-0.560646997244661,1.0378570222899e-05,0.256028373573277,0.0616683243442108,-0.397486947465552,0.00291787534459412,-0.333608752248904,0.0136927103685478,0.119439448997765,0.38965380944557,-0.103054111061917,0.458361261651034,0.11848812152606,0.393468229097728,0.0034759630772901,0.980098521739912,0.175910875087076,0.203239036635814
"271.0924126","271.0924126",11072974,"C10H9NO4||C10H12N2O4||C9H11NO6||C9H11NO6||C10H12N2O4||C10H9NO4||C10H9NO4","4-(2-Aminophenyl)-2,4-dioxobutanoate||3-Hydroxy-L-kynurenine||4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde||5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde||5-Hydroxykynurenine||2-Formaminobenzoylacetate||1-Nitro-5,6-dihydroxy-dihydronaphthalene","C01252||C03227||C04796||C04797||C05651||C05835||C14801","grey",0.372341752537579,0.00556140224976799,-0.577283473097813,4.88128791217879e-06,0.486828890808656,0.000189295045981985,0.842248710532922,1.44385602662902e-15,-0.484632628901456,0.000204357078176482,-0.160547727099518,0.24616442984905,0.689889280824347,7.91339754579458e-09,0.698155455118476,4.4013299137848e-09,-0.556816975448593,1.22766021367988e-05,0.308103065356499,0.0234173359932486,0.121542997613127,0.381297371531455,-0.192461744282646,0.163232956492446,0.382829973197174,0.00427517234746365,0.140398297293725,0.311252131253387,-0.265651249195096,0.0521984146511045,-0.305997278899876,0.024431567704641
"422.1017325","422.1017325",3872665.9,"","","","grey",0.372329723784115,0.00556305333274313,-0.366529955293433,0.00641091831673766,0.6644640083354,4.28621968606203e-08,0.853927982858766,2.27325013028077e-16,-0.587386537953411,3.02449056949406e-06,-0.133142068639187,0.337166367056709,0.520287801455137,5.51626163126718e-05,0.597706615798291,1.82363992286937e-06,-0.678444782792008,1.72814876631169e-08,0.0229324801084383,0.869261144939626,-0.134915785901977,0.330710926432188,-0.384628613602305,0.00408313320250475,0.408983958140876,0.00213631069284901,0.129690387332142,0.349952397896944,-0.504795375599836,9.92000353324096e-05,-0.224075323666797,0.103340887536241
"174.1487436","174.1487436",19740825,"","None||None||None||None","None||None||None||None","grey",0.371130846345359,0.00572978193717179,-0.23815249665769,0.0828906306067523,0.277493013297993,0.0422019724975673,0.212334042074627,0.123205763375518,-0.316432507766496,0.0197461466295822,-0.238463170619076,0.082478189756624,-0.112094867568405,0.419666790037878,-0.0497919362165112,0.720676421428382,-0.0173070350193105,0.901146166180931,-0.180383110124791,0.191804200830975,0.272110866649895,0.046530856653875,-0.381709935896753,0.00439873460089986,0.282262018610071,0.038647951604947,-0.460653585769194,0.000456276428247951,-0.0810685528891603,0.56006101011354,0.414512122925095,0.00183170207763244
"269.087921","269.087921",1143348110,"C10H12N4O5||C9H16O9","None||None||None||None||None||Inosine||2-O-(alpha-D-Mannosyl)-D-glycerate","None||None||None||None||None||C00294||C11544","grey",0.370587984479662,0.00580670575303207,-0.535881428311148,2.9669260857963e-05,0.515687086024349,6.58599844249762e-05,0.868950494186763,1.64114176270296e-17,-0.52464500855988,4.65277547123733e-05,-0.176963410453504,0.200505479533639,0.712034712278877,1.57040347913728e-09,0.725708935043365,5.35534152146617e-10,-0.577396418346033,4.8556646200357e-06,0.303424557457066,0.025720604052912,0.0745290436160981,0.592231375187075,-0.199204045898407,0.148707788132337,0.377368270707683,0.00490790369358712,0.15622567982836,0.259277406787484,-0.307328395122063,0.0237862443327807,-0.330916534070638,0.0145204405671544
"189.0070902","189.0070902",395795.6,"C4H7FN2O3","alpha-Fluoro-beta-ureidopropionic acid","C16631","grey",0.369237886902311,0.00600194627037423,-0.208972112531048,0.129395133112665,0.626853209291576,3.95317743943641e-07,0.620989463958719,5.44469076999008e-07,-0.616084368741511,7.08110123855126e-07,-0.111534436517354,0.422009809653272,0.0651996866849305,0.639494262917864,0.335787428110746,0.0130528043299711,-0.542515252676013,2.25754264890051e-05,-0.229743446673954,0.0946829467039341,-0.127292849444335,0.359006929951512,-0.542267537595027,2.28093248886151e-05,0.27894231123337,0.0410945982059412,-0.141816899970465,0.306339110667307,-0.575199273569813,5.3772626892098e-06,0.0662128975196619,0.634287391610157
"314.6760098","314.6760098",538387.79,"","","","grey",-0.368282431295422,0.00614356301890056,0.238694559321881,0.082172056178002,-0.115267881025518,0.406541974708633,-0.553213804675082,1.43509257194905e-05,0.402305667699979,0.00256384274369905,-0.125857891117659,0.364493929823187,-0.533241446564281,3.30249491172787e-05,-0.722681329435393,6.8329760975294e-10,0.396478581072314,0.00299721682893469,-0.539909776179394,2.51503084755853e-05,-0.280555616920013,0.0398901298738318,0.120538524432986,0.385274278855752,0.131649611161342,0.342658649386068,0.0399339243411859,0.774341186355582,-0.106243330259296,0.444494494326099,0.466558593542099,0.000376428572619063
"446.741127","446.741127",2923333.19,"","None||None","None||None","grey",-0.36738442099385,0.00627931908567024,0.431988143289562,0.00110693937444128,-0.439775449105853,0.000876712649443683,-0.363396574701807,0.00691433510903264,0.67193559864511,2.65384815407427e-08,0.596064912143218,1.97880541189727e-06,0.0408411640049067,0.769354055507045,-0.245208158321666,0.0739155302575631,0.0579304980218006,0.677344639476134,-0.030030823641817,0.829326471241139,-0.448755926045604,0.000665367472701546,0.35895071494581,0.00768763169187916,-0.292916657851023,0.0315935586837759,0.46069947065661,0.000455600955378256,0.13142304304247,0.343497252854186,-0.274849902630281,0.0442845818682632
"156.0767862","156.0767862",320449089.5,"C6H6N2O2||C6H11N3O3||C6H6N2O2||C6H11N3O3||C6H6N2O2||C6H11N3O3||C6H6N2O2||C6H11N3O3||C6H6N2O2||C6H11N3O3||C6H6N2O2||C6H11N3O3||C4H6N2O2||C4H6N2O2||C6H9N3O2||C6H9N3O2","Urocanate||5-Guanidino-2-oxopentanoate||Urocanate||5-Guanidino-2-oxopentanoate||Urocanate||5-Guanidino-2-oxopentanoate||Urocanate||5-Guanidino-2-oxopentanoate||Urocanate||5-Guanidino-2-oxopentanoate||Urocanate||5-Guanidino-2-oxopentanoate||5,6-Dihydrouracil||N-Methylhydantoin||None||H+||L-Histidine||None||None||None","C00785||C03771||C00785||C03771||C00785||C03771||C00785||C03771||C00785||C03771||C00785||C03771||C00429||C02565||None||C00080||C00135||None||None||None","grey",0.366143582419801,0.00647121148682293,-0.104257205604085,0.453102724849041,0.679739563626315,1.58475371658791e-08,0.248662158943604,0.0698124811506512,-0.411253767773133,0.00200617455907886,-0.394616376851963,0.00314877552276181,-0.038230802063316,0.783727622958198,0.0437221210685447,0.753579528884715,-0.110823665903651,0.424992041243837,-0.175248325761145,0.204973206394057,-0.0469538344653915,0.736002818891125,-0.245042958432078,0.0741164675035956,0.148968976279062,0.282333529020199,-0.177053125115773,0.200273690980812,-0.236095372262226,0.0856626864585037,0.185726093857566,0.178754486468417
"266.1516297","266.1516297",2354060.1,"","","","grey",0.363972972658663,0.00681922291461324,-0.126330767137332,0.362680150793168,0.250101211016724,0.0681575036909668,0.201365913474732,0.144259652326893,-0.249768604548867,0.068537206324709,-0.259711211752546,0.0578929217267449,-0.0817555332470736,0.556729841140182,-0.0598567656974406,0.667232478970811,-0.00221208243577901,0.987334057681157,-0.195071716415497,0.157491791423804,0.163098486092245,0.238640972984758,-0.319908801594731,0.0183651036681605,0.2339532741463,0.0886260138826152,-0.365465928431982,0.00657815514259999,-0.140697025254008,0.310213382108384,0.355095148224791,0.0084181003197621
"358.2083881","358.2083881",863349.735,"","None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None","grey",-0.363752945770427,0.00685539432616461,0.134070984489086,0.333775834474536,-0.468024005849971,0.00035868676384048,-0.344834302492532,0.0106627003947562,0.358511278318907,0.00776800182027101,0.233637793776798,0.089069135809826,-0.0369680116175457,0.790707114231825,-0.0751155344493535,0.589312869513191,0.394615400119782,0.00314885676279402,0.274471156651326,0.0445897917334002,0.411585523590101,0.00198775744780478,0.133490869221405,0.335890737153326,-0.252486487248012,0.0654834344999633,-0.307442443055518,0.0237316279342227,0.594968671625619,2.08917499810569e-06,0.0163134360253036,0.906795478939061
"436.7400779","436.7400779",8348804.3,"","","","grey",-0.361146208813576,0.0072968324439724,0.201354247981402,0.144283385854624,-0.0746907450342571,0.59142607113338,-0.124529130582307,0.369619953584539,0.135903877351339,0.327148675283319,0.538915778005289,2.62021187095407e-05,-0.162039201518255,0.241745973908063,-0.0691543139120785,0.619271481083009,-0.30112998879969,0.0269179876396106,-0.445671887861678,0.000732100044814571,-0.576279948789581,5.11453333944946e-06,-0.198409849017977,0.150367158423353,0.095697747613811,0.491226414597392,0.245202689311734,0.0739221754411065,-0.436459390608562,0.000968885289227564,-0.0893372779573472,0.520602097627893
"216.5974836","216.5974836",334839.48,"","","","grey",-0.360537403682287,0.0074034269162761,0.11367352604788,0.413106870578464,-0.359337995364965,0.0076174012511206,-0.677487894339587,1.84188245799432e-08,0.615469109648395,7.3160930339629e-07,-0.0927924485664539,0.504536257524731,-0.209007655192952,0.129328495186171,-0.499687220428987,0.000119643826415296,0.568673181194067,7.24953906421467e-06,0.0932694908061592,0.502338226849918,-0.0112495604754922,0.935652507333294,0.59164184693557,2.46024844630284e-06,-0.244738059059276,0.0744884630551655,0.236719329837965,0.0848143022235968,0.421013226485913,0.00152348679070722,0.0537880958427203,0.699280878373376
"130.0498613","130.0498613",90812688.5,"C3H4O3||C3H4O3||C5H7NO3||C5H7NO3||C5H7NO3||C5H7NO3||C5H7NO3||C3H4O3||C3H4O3||C5H7NO3||C5H7NO3||C5H7NO3||C5H7NO3||C5H7NO3||C5H9NO4||C5H9NO4||C5H9NO4||C5H9NO4||C5H9NO4||C5H9NO4||C5H10N2O3||C5H10N2O3||C5H10N2O3||C5H10N2O3","Pyruvate||3-Oxopropanoate||4-Oxoproline||5-Oxoproline||5-Oxo-D-proline||L-1-Pyrroline-3-hydroxy-5-carboxylate||1-Pyrroline-4-hydroxy-2-carboxylate||Pyruvate||3-Oxopropanoate||4-Oxoproline||5-Oxoproline||5-Oxo-D-proline||L-1-Pyrroline-3-hydroxy-5-carboxylate||1-Pyrroline-4-hydroxy-2-carboxylate||L-Glutamate||D-Glutamate||O-Acetyl-L-serine||L-threo-3-Methylaspartate||L-4-Hydroxyglutamate semialdehyde||2-Oxo-4-hydroxy-5-aminovalerate||L-Glutamine||D-Glutamine||Isoglutamine||(R)-3-Ureidoisobutyrate","C00022||C00222||C01877||C01879||C02237||C04281||C04282||C00022||C00222||C01877||C01879||C02237||C04281||C04282||C00025||C00217||C00979||C03618||C05938||C05941||C00064||C00819||C16673||C21029","grey",0.356128351954644,0.00821667230109061,-0.254827466203347,0.0629413288654892,0.693709443701899,6.04879980425808e-09,0.53387837948045,3.21847692450035e-05,-0.621625610821387,5.26051594346205e-07,-0.371843478681969,0.00563015644415394,0.151850892337042,0.273020578162975,0.414844317581517,0.00181469786890959,-0.256215214474707,0.0614721394400545,0.104735892259599,0.451019693494612,0.23340533433932,0.0893967542647811,-0.364859310884664,0.00667519347022882,0.107027756965141,0.441119771253192,-0.329882694813767,0.0148494871322213,-0.171200653321532,0.215794639344383,0.0176334454061326,0.899291338753385
"439.6820933","439.6820933",1518291.28,"","","","grey",-0.355361450161515,0.00836577770837716,0.335129089056161,0.0132434032160421,-0.598588308364628,1.74506419710338e-06,-0.678677286154656,1.70153059318819e-08,0.590471075266767,2.60482467439254e-06,0.215942260440128,0.116815472289864,-0.647646818639274,1.20197374205716e-07,-0.704130722742407,2.84466395470461e-09,0.548993697194734,1.71908664468242e-05,-0.440549212193296,0.00085637465607955,0.04800603076872,0.730308445715674,-0.00187349296902678,0.989272629699437,-0.00683952507027045,0.960851909979808,-0.3007373356196,0.027127496377935,0.185226726067679,0.179946247486882,0.548006540919643,1.79262038971461e-05
"345.1444996","345.1444996",3119128.365,"","","","grey",-0.353576638445728,0.0087219168310561,0.247197421665718,0.0715297232836563,-0.456795389614799,0.000516425740074008,-0.401326603187245,0.00263252071537041,0.683862608998072,1.19920983817457e-08,0.237634742708905,0.0835815873537357,-0.352358601970573,0.00897244616808683,-0.486135656439679,0.000193936149563967,0.381333110235465,0.00444100648529485,-0.325804075201822,0.0162105588328572,-0.0496722434530763,0.721320642940449,-0.0127322541174134,0.927193056835593,0.121227965625511,0.38254200405554,-0.159762645942978,0.248512152949581,0.134151971053836,0.333481249833099,0.321078519321961,0.017919255469029
"101.0230505","101.0230505",215898.21,"C4H6O4||C4H7NO3||C4H6O4||C4H7NO3","Succinate||L-Aspartate 4-semialdehyde||Methylmalonate||L-2-Amino-3-oxobutanoic acid","C00042||C00441||C02170||C03508","grey",0.352746440722179,0.00889200598178534,-0.229552470773172,0.0949651637909644,0.380504047851632,0.00453526973406804,0.420964359761845,0.00152561889144087,-0.348304182649492,0.00985184444567347,-0.243618192715639,0.0758674908596198,-0.0121555026259043,0.930482792032318,0.0792317239014902,0.569013572117949,-0.203063770892176,0.140836242355195,-0.266997131982871,0.0509735349843485,0.0596694951572856,0.668213041805956,-0.417143216394298,0.00170083118855336,0.31125775848145,0.0219644216923175,-0.253326122662503,0.0645623746323385,-0.340697590803824,0.0117040897271664,0.252412607950853,0.0655649791355844
"140.0534436","140.0534436",1383764.07,"","","","grey",0.352430326184723,0.00895752275501638,-0.36111440741121,0.00730236721855397,0.0622541103413154,0.654729003059598,0.423630794653583,0.00141310008941812,-0.201944450815818,0.143086255291895,-0.318426314097151,0.018943678972299,0.0782162344840283,0.573991300079426,0.171161557702838,0.215901071904705,-0.0205050538056771,0.882997517765043,0.01183584794067,0.932306572013691,0.437316841631937,0.00094425254144758,-0.335650239251529,0.0130923271184105,0.427842053183308,0.00125046384656696,-0.391629708692836,0.00340603310114562,-0.0739746058913336,0.59499628260461,0.280920179365152,0.0396220203705348
"148.0603356","148.0603356",365415101,"C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C5H6O4||C3H6O4||C4H7NO2||C5H9NO4||C5H9NO4||C5H9NO4||C5H9NO4||C5H9NO4||C5H9NO4||C4H4O2","2,5-Dioxopentanoate||Mesaconate||2-Methylmaleate||4,5-Dioxopentanoate||2,5-Dioxopentanoate||Mesaconate||2-Methylmaleate||4,5-Dioxopentanoate||2,5-Dioxopentanoate||Mesaconate||2-Methylmaleate||4,5-Dioxopentanoate||2,5-Dioxopentanoate||Mesaconate||2-Methylmaleate||4,5-Dioxopentanoate||2,5-Dioxopentanoate||Mesaconate||2-Methylmaleate||4,5-Dioxopentanoate||2,5-Dioxopentanoate||Mesaconate||2-Methylmaleate||4,5-Dioxopentanoate||2,5-Dioxopentanoate||Mesaconate||2-Methylmaleate||4,5-Dioxopentanoate||2,5-Dioxopentanoate||Mesaconate||2-Methylmaleate||4,5-Dioxopentanoate||D-Glycerate||1-Aminocyclopropane-1-carboxylate||None||L-Glutamate||D-Glutamate||O-Acetyl-L-serine||L-threo-3-Methylaspartate||L-4-Hydroxyglutamate semialdehyde||2-Oxo-4-hydroxy-5-aminovalerate||None||None||3-Butynoate||None","C00433||C01732||C02226||C02800||C00433||C01732||C02226||C02800||C00433||C01732||C02226||C02800||C00433||C01732||C02226||C02800||C00433||C01732||C02226||C02800||C00433||C01732||C02226||C02800||C00433||C01732||C02226||C02800||C00433||C01732||C02226||C02800||C00258||C01234||None||C00025||C00217||C00979||C03618||C05938||C05941||None||None||C06144||None","grey",0.351855451021448,0.0090777422498446,-0.146473704121116,0.290563987207589,0.697880987681911,4.48931879362337e-09,0.518685310004109,5.86925214151591e-05,-0.676006819641183,2.03191088979073e-08,-0.243302069342251,0.0762604096823843,0.170860101058918,0.216722979552305,0.479319261374878,0.000245420075283718,-0.354382142687092,0.00855959147757478,0.094229566953633,0.497929509947729,0.104277467758182,0.453014446244394,-0.371128292719462,0.00573014168896671,0.0369188233205259,0.790979313697703,-0.235874574137679,0.0859644916132672,-0.243958410875792,0.0754464171696956,-0.0873768100269377,0.529830272079608
"328.0793111","328.0793111",273258.37,"","","","grey",0.351700661873994,0.00911035013107291,-0.281434230133723,0.0392464971234363,0.309342755983786,0.0228370124623885,0.3742616812585,0.00530330881738672,-0.36242825501399,0.00707672389998154,0.0967760889562373,0.486333303345546,0.167808252862433,0.225166918604534,0.359355522885471,0.00761423601230527,-0.438924767632509,0.000899573062387399,0.0808732263239494,0.561009858583023,-0.152434369482739,0.271160188402092,-0.137049757016018,0.323047981167056,-0.0130357378639875,0.925462496207235,0.177091935192701,0.200173479376588,-0.270043150267466,0.0482875436906626,-0.246808084232301,0.0719917854349098
"290.1346118","290.1346118",2024702.3,"C10H14N2O4||C11H19N3O6","Porphobilinogen||Ophthalmate","C00931||C21016","grey",-0.350898131328724,0.00928104341146115,0.50857597895211,8.61879875597873e-05,-0.661407048791096,5.19488882585821e-08,-0.568658544191413,7.25434649435108e-06,0.577696532695258,4.78818525390068e-06,0.314288597845291,0.020640993243216,-0.391476482214604,0.00341971825276285,-0.520493110688683,5.47247545151167e-05,0.366109570794371,0.00647654260600016,-0.26013009501087,0.0574755871903191,-0.138384284469169,0.318313384093652,0.166870696709751,0.227806166652147,-0.1347479878522,0.331318280136241,0.035974107988434,0.796211969954149,0.133647007298529,0.335320689066724,0.179290746748638,0.194553845785061
"199.9908136","199.9908136",456470.565,"","None||None||None||None||None||None","None||None||None||None||None||None","grey",0.35048944032857,0.00936902899057455,-0.391189717676093,0.00344546071484726,0.439056736318849,0.00089599188701692,0.191930270099715,0.164420577210614,-0.147463510699053,0.287280631516316,-0.604495806957722,1.29468890287063e-06,0.111034845954835,0.424104732282897,0.099532580047996,0.473942574285575,0.301777305764906,0.0265755584028826,0.269593134509452,0.048676944026496,0.585918265123218,3.24562833158444e-06,-0.0917033812100151,0.509572655014869,0.164823263475619,0.233643937097696,-0.526836872163459,4.26713513342172e-05,0.384657748108424,0.00408008612293181,0.270142311511901,0.0482020815270638
"336.4978789","336.4978789",1554394.82,"","","","grey",-0.350300242122928,0.00941000475041517,0.43743466560574,0.000940912078129482,-0.342472003631633,0.0112471328071297,-0.405050249776088,0.00237972034111498,0.588104171415823,2.92158612564566e-06,0.496575543800193,0.000133916975561599,-0.113761890320252,0.412741435243836,-0.199523892745096,0.148043358050424,0.163372812826568,0.237841334143466,0.0646463378070245,0.642345230286987,-0.294572439654778,0.0306001561803652,0.294356499326303,0.0307282161600369,-0.485882817571358,0.000195654530224182,0.205744531027553,0.135554975829382,0.274610350697584,0.0444774235658774,-0.259907215017321,0.0576973398162488
"156.0348026","156.0348026",235815.855,"","None||None","None||None","grey",0.350018803950481,0.00947124450612637,-0.197127044806856,0.153076295341218,0.431735123972427,0.00111525485905293,0.617231917771824,6.66154443858078e-07,-0.502893429016917,0.000106405125937442,-0.0411485429669462,0.767666469268973,0.00186939376237999,0.989296099840191,0.302879623894324,0.0260008415654059,-0.457285928163672,0.000508399636389454,-0.267658616279549,0.0503801439168883,0.0154021688689849,0.911980711505223,-0.648642530590508,1.13278644452895e-07,0.403390980806894,0.00248957438257636,-0.317139007977718,0.019458559676237,-0.493076561307155,0.000151814763826896,0.180264708110727,0.192100888707847
"292.2118493","292.2118493",238957.49,"","","","grey",0.348874790836671,0.00972374208687324,-0.434310230987773,0.00103318335407736,0.443173931340421,0.000790509382513069,0.561267982581676,1.0097776639726e-05,-0.38117587181932,0.00445875070173864,-0.12721325899783,0.359309941238341,0.192755213013745,0.162579874459475,0.262074384406201,0.0555701694113794,-0.388511123888138,0.00369430543822125,-0.120578328085828,0.385116221656215,-0.116201189711707,0.402727212844463,-0.340328749891237,0.0118010567439426,0.265401218073445,0.0524285769334132,-0.0419449319910775,0.763299086870596,-0.397409649558681,0.00292389086705437,0.0281601823212698,0.83981334927636
"139.0501602","139.0501602",3884788.9,"C6H9N3O2||C6H9N3O2||C6H8N2O3||C6H8N2O3||C6H6N2O2","H+||L-Histidine||4-Imidazolone-5-propanoate||Imidazole lactate||Urocanate","C00080||C00135||C03680||C05568||C00785","grey",0.347928156796153,0.00993705837519553,-0.345862491813858,0.0104166307741444,0.0665562790575081,0.632526723217151,0.437188543568382,0.000947902081342485,-0.206608438213557,0.133885069079335,-0.311517424378068,0.0218482990364784,0.0812448890162998,0.559205061737658,0.177715280363073,0.198568805522458,-0.0361602128324307,0.795180447538968,0.00036154833322113,0.997929764276739,0.421027491909836,0.00152286487946326,-0.345889997672779,0.0104101159102174,0.443456658358081,0.000783694085842567,-0.385703829781674,0.00397199866946569,-0.0966659775564399,0.486831772099453,0.280656979832376,0.0398154351998452
"142.0474967","142.0474967",4716631.8,"C3H7NO||C3H7NO||C4H9NO3||C4H9NO3||C4H9NO3","None||None||None||None||None||None||None||None||None||None||None||None||Aminoacetone||3-Aminopropanal||L-Threonine||L-Homoserine||L-Allothreonine","None||None||None||None||None||None||None||None||None||None||None||None||C01888||C05665||C00188||C00263||C05519","grey",0.347569551350424,0.010018917496809,-0.368857217921072,0.00605802284255307,0.641709228638185,1.70413670332934e-07,0.435737816188613,0.000990060452302665,-0.501730799671065,0.000111042274623628,-0.414719173537644,0.00182108707720364,0.0903376652729386,0.515924329207252,0.325095030105953,0.0164577147929281,-0.0778912958380788,0.575588302593448,0.14164171711098,0.306943102850801,0.473449134637706,0.000299412452084965,-0.398278587994334,0.00285689603085338,0.205500863250968,0.136028790091865,-0.556017566862248,1.27112691152651e-05,0.0667264173979271,0.631655096781349,0.201134219773147,0.144731579169605
"208.6179931","208.6179931",1486313.465,"","","","grey",-0.347300259642976,0.010080771546714,0.280020899909748,0.0402860773134837,-0.419428839355026,0.00159398868014035,-0.613080711017199,8.29914877306448e-07,0.499003165018784,0.000122656514515442,-0.165910488935287,0.230531281573724,-0.518623458666726,5.88328358328577e-05,-0.578785178808485,4.55065299875819e-06,0.596492478532525,1.93725037788603e-06,-0.299972678763394,0.0275394177232567,0.032524874229717,0.815390835072738,0.112238521064872,0.419067408923468,-0.0129422242449462,0.925995704414035,-0.234416671506887,0.0879782581176809,0.149301495859514,0.28124844552465,0.441940347292635,0.000820874538109307
