"","mz","intensity","molecular_formula","compound_name","compound_id","moduleColor","GS.Treatment","p.GS.Treatment","MM.tan","p.MM.tan","MM.salmon","p.MM.salmon","MM.black","p.MM.black","MM.turquoise","p.MM.turquoise","MM.greenyellow","p.MM.greenyellow","MM.brown","p.MM.brown","MM.green","p.MM.green","MM.grey","p.MM.grey","MM.magenta","p.MM.magenta","MM.purple","p.MM.purple","MM.blue","p.MM.blue","MM.yellow","p.MM.yellow","MM.pink","p.MM.pink","MM.red","p.MM.red"
"418.229546","418.229546",4145598.11,"","None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None","black",-0.295470592574357,0.0300722846808603,0.493007210545282,0.000152190607272201,-0.501166543020398,0.000113358845614539,0.717755649154599,1.00890657747054e-09,-0.50779250883582,8.87483947646014e-05,-0.178893864849573,0.195559777676846,-0.392988472846787,0.0032867790309159,0.219097539937741,0.111437246006015,0.325415422866986,0.0163456385764574,-0.160738577876602,0.245595993774513,0.0922462538005323,0.507058948522786,0.117460565548605,0.39761285620988,-0.28595914079549,0.0360658687953308,0.369408643999907,0.00597693977627123,0.101795186325924,0.463899208441081
"115.0538018","115.0538018",2347067.5,"C9H8O","None||None||None||None||None||Atropaldehyde||None||None","None||None||None||None||None||C16592||None||None","black",0.280235423944528,0.0401268396122143,-0.56445164596739,8.76552803459853e-06,0.589447303111846,2.73769241706943e-06,-0.940217684493556,5.52810048683736e-26,0.342665751842741,0.011198181680809,0.124985245528442,0.367855495212062,0.683886165227233,1.19728588675203e-08,-0.1652062035162,0.232544322527724,0.237276092914905,0.0840628639625707,0.439325383664565,0.000888741322372167,0.197081440541857,0.153173265408162,-0.125750835100395,0.364905320115375,0.0213911270819415,0.877979209332362,-0.0809666839625799,0.560555770098471,-0.483567471342654,0.000212048431357038
"171.0630293","171.0630293",4182215.6,"C6H12O4||C6H12O4||C6H12O4||C6H12O4||C6H12O4||C6H12O4","(R)-Mevalonate||(R)-Pantoate||(R)-2,3-Dihydroxy-3-methylpentanoate||(R)-Mevalonate||(R)-Pantoate||(R)-2,3-Dihydroxy-3-methylpentanoate||None||None","C00418||C00522||C06007||C00418||C00522||C06007||None||None","black",0.276563055647435,0.0429253530450624,-0.591067064707786,2.53026664780232e-06,0.607635411149744,1.10203095610562e-06,-0.947967194088944,1.64621151916975e-27,0.405450025598307,0.00235390537502723,0.18537787429234,0.179584922990022,0.729063567933316,4.07279570196443e-10,-0.222353545690454,0.106088332106443,0.253941004437402,0.0638944704300654,0.440147602442681,0.000866877153523095,0.150050207963985,0.278815306828544,-0.117337228105562,0.398112046867333,-0.0531786452225555,0.702529435198261,-0.0804111028609246,0.563257743431014,-0.470325687497379,0.000332347675611946
"203.0811371","203.0811371",1359175.8,"C9H7NO2||C9H7NO2||C10H8N2||C11H12N2O3","None||None||None||None||None||None||4,8-Dihydroxyquinoline||4,6-Dihydroxyquinoline||3-Indoleacetonitrile||5-Hydroxy-L-tryptophan||None||None||None","None||None||None||None||None||None||C05637||C05639||C02938||C00643||None||None||None","black",0.274755570141377,0.0443604385462314,-0.418250413737029,0.00164830154440824,0.594845957132554,2.10188063918786e-06,-0.899797679788287,2.26489170500735e-20,0.415087849292589,0.0018023216816557,0.127482749036682,0.358284587365457,0.664912141480576,4.16631954253532e-08,-0.181380645189651,0.189317592039206,0.167339338209285,0.226484264594896,0.303236142571098,0.0258172100861001,0.0993643773049161,0.474693804662374,-0.261677358770255,0.0559550480481799,0.0155660645309704,0.911047848453133,0.0166742310790866,0.904743559731532,-0.405090146024444,0.0023771328452846
"200.9734017","200.9734017",2843891.15,"","None||None||None||None","None||None||None||None","black",-0.274500264722536,0.0445662742489466,0.502034685818899,0.000109812694355576,-0.42540064321542,0.00134257545807198,0.544478775221803,2.07982937343947e-05,-0.381341864609937,0.00444002038972875,-0.06330010338063,0.649302639650575,-0.383261438802828,0.00422839456622769,0.117372497404265,0.397969262014335,0.0578742002421508,0.677641042569504,-0.116017338192036,0.403477026760926,-0.0158539373692197,0.909409619674926,0.247027615555367,0.0717309567223169,-0.0823987844468589,0.553619239317929,0.0934304985233244,0.501597475457266,0.190029819025774,0.16871897242032
"314.2072042","314.2072042",6277244.395,"C14H22N2O2","3-Hydroxylidocaine","C16560","black",0.272590668028235,0.046130783570701,-0.484139699271165,0.000207884271623525,0.470673022252252,0.000328529224633699,-0.740978664058579,1.48942348230675e-10,0.407933529199987,0.00219903850572843,0.110991750900481,0.424285718033006,0.54185615626774,2.32027101697958e-05,-0.128489786712176,0.35446885544058,-0.107582902895371,0.438740087490611,0.282630300662685,0.0383840902750271,0.00778414953413165,0.955450193211161,-0.159696725115782,0.248709973508922,0.168344445810946,0.223667086477679,-0.22477060875425,0.102247113229077,-0.310215296147399,0.0224358714644162
"160.075405","160.075405",7576870.3,"C10H12N2O||C10H12N2O||C10H12N2O||C10H9NO||C10H9NO","None||None||None||None||Serotonin||N-Hydroxyl-tryptamine||5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol||Indole-3-acetaldehyde||N-Hydroxy-1-aminonaphthalene","None||None||None||None||C00780||C17203||C21075||C00637||C14789","black",0.271297759105917,0.0472153209210939,-0.585627567050609,3.29115711573437e-06,0.599247663039326,1.68837853411678e-06,-0.969078057112759,2.83624810089004e-33,0.433004578973088,0.001074092064293,0.204320540918719,0.138341521640133,0.739547353744028,1.68555146305341e-10,-0.243301116911389,0.0762615959156834,0.236750258140038,0.084772421796655,0.443888131973027,0.000773395159137181,0.116987025758955,0.399531437458196,-0.12233386979104,0.378183434040576,-0.0341301064867657,0.806451126373681,-0.0804487317158429,0.563074549626978,-0.455708390521075,0.000534620877327232
"327.2120305","327.2120305",3839893.23,"","","","black",-0.268152379422162,0.0499408815659704,0.468528994148527,0.000352750933515581,-0.529283671488406,3.87153200938724e-05,0.61019052399441,9.65362186422484e-07,-0.577737531975829,4.77903470448066e-06,-0.666943299912685,3.66135328056974e-08,-0.577111978959817,4.9204341942398e-06,0.636017490178711,2.36489780887264e-07,-0.0262961087049886,0.850290944212885,-0.462888757368448,0.000424405664014462,0.297423760323787,0.0289505359634659,-0.264305462710632,0.0534469914489528,0.240175151310464,0.0802343120227024,-0.0809699334880658,0.560539984535057,0.0651290120069736,0.639858106698067
"145.0838381","145.0838381",9452896.35,"","","","black",0.266932297479693,0.0510319998705842,-0.583175852099483,3.69947423406542e-06,0.581453796869348,4.01392007852867e-06,-0.95484517700048,4.49129484626961e-29,0.404734135938052,0.00240031072748832,0.175291709523898,0.204859334346129,0.696052412317989,5.11928823430857e-09,-0.227190798537667,0.0985094709503671,0.211152647158185,0.125354622256361,0.437165906627123,0.000948547321505734,0.146964019245296,0.288934478247576,-0.112111995826013,0.419595298267437,0.00262745491066718,0.984955969838487,-0.104458355189984,0.452226769735552,-0.443223778463592,0.000789303926352373
"268.1570557","268.1570557",1785686.7,"","","","black",-0.266265637723855,0.0516363317025522,0.341483127886465,0.0114998587949515,-0.514450089117145,6.90446847972147e-05,0.638452906036139,2.05720323416056e-07,-0.218959395486903,0.111668672809089,-0.0725237300696234,0.6022585353418,-0.491805423056026,0.000158840100504237,-0.0604453562362527,0.664154170623345,-0.0115468691866072,0.933955628666034,-0.148389500388968,0.284231061492694,-0.16248951470691,0.240422649089193,0.237745405452121,0.083433525756667,-0.19166502084013,0.165015655359999,-0.150688073528692,0.276753392434072,0.408638047954121,0.00215678905956764
"146.0597929","146.0597929",1218769.9,"C9H9NO2||C9H9NO2","3-Methyldioxyindole||4-Oxo-1-(3-pyridyl)-1-butanone","C05834||C19567","black",0.265838951998796,0.052026167336199,-0.554312564535962,1.368635045248e-05,0.587001288733602,3.08111484854661e-06,-0.959436758357705,2.9241791566304e-30,0.407244284638174,0.00224108280451645,0.152882906251889,0.269735795243888,0.711015270499623,1.6973422129698e-09,-0.207145719528119,0.132854340150782,0.231872323268272,0.0915809659508328,0.407110360196086,0.0022493347209998,0.139237187524934,0.315310714575373,-0.164607258118567,0.234265773672988,-0.0156343974939751,0.910658945260205,-0.0846984260464862,0.542566836111231,-0.460342063452231,0.000460886389401487
"131.0680462","131.0680462",1145930.49,"","","","black",0.265579886607985,0.0522640225698447,-0.510237111468169,8.09819057121677e-05,0.49144396381125,0.000160891337145043,-0.92173364590946,4.83958432816623e-23,0.343649575940225,0.0109524393249118,0.125244647721435,0.366854286048083,0.643531653053951,1.53220956546795e-07,-0.178845157977308,0.195683484026733,0.233910787086908,0.088685590265813,0.416288707017881,0.00174238874280555,0.155115423435891,0.2627203273409,-0.110287349821474,0.427250190440293,0.0312210771669365,0.822669085371053,-0.111105533162475,0.423807963043655,-0.434640848327066,0.00102304904133094
"118.0649125","118.0649125",8084988.25,"C8H9NO||C8H9NO||C8H9NO||C8H9NO||C8H9NO||C8H7N","2-Phenylacetamide||2-Phenylacetamide||2-Phenylacetamide||2-Phenylacetamide||2-Phenylacetamide||None||Indole||None||None||None","C02505||C02505||C02505||C02505||C02505||None||C00463||None||None||None","black",0.264623207673733,0.0531500363125602,-0.477381855805007,0.000262170937842969,0.526620694852995,4.30381811939499e-05,-0.923875083681445,2.4163722798354e-23,0.327482132411426,0.015638211619809,0.028765751806381,0.836415391188501,0.618955380024727,6.07487464236187e-07,-0.104043849005798,0.45403285373318,0.207651914452631,0.131888715087461,0.332737233649197,0.0139561169545398,0.206986538375555,0.133159092041291,-0.232911316412097,0.0900961301983187,0.0829357012873368,0.551029188807872,-0.0900861276856001,0.517098512845542,-0.459306097453779,0.000476521739325559
"210.120086","210.120086",355987.7,"","","","black",-0.262191049006884,0.0554574821010868,0.350925654147251,0.00927514393132717,-0.489398508262081,0.000172961788312052,0.764268323809542,1.76439598098569e-11,-0.454783082460623,0.000550564091344359,0.0573425903852951,0.680442307409548,-0.530676523312224,3.66170911019268e-05,0.0851407097973105,0.540453468495889,0.0898004117750441,0.518433869525763,-0.00103814649156915,0.994055591482281,-0.074460990216746,0.592570440144306,0.485797978942714,0.000196234226461387,-0.147126131329847,0.288397033971896,0.125297349588287,0.36665107552257,0.282610917960121,0.0383979401542038
"170.0597535","170.0597535",39025782.05,"","None||None","None||None","black",0.261507797024919,0.0561200774491473,-0.555226357737399,1.31554688120143e-05,0.59676457102686,1.91123082619058e-06,-0.954634424658019,5.05621346687154e-29,0.424662249554767,0.00137160640206983,0.13924294691524,0.31529050008663,0.73175871843846,3.25907221148347e-10,-0.189824331911654,0.169188596237984,0.234890620222614,0.0873195929952122,0.371227467695499,0.0057161845531992,0.144442184858488,0.297379361903045,-0.215664474116258,0.117298278382506,-0.0304443160215115,0.827012330717448,-0.0738601868867143,0.595567586461265,-0.470848372361133,0.000326616673699228
"142.0649088","142.0649088",9940081.133,"C10H9NO||C10H9NO","None||None||None||None||None||None||None||None||None||None||Indole-3-acetaldehyde||N-Hydroxy-1-aminonaphthalene||None||None||None||None||None","None||None||None||None||None||None||None||None||None||None||C00637||C14789||None||None||None||None||None","black",0.26144259229329,0.0561836439166802,-0.537837334451247,2.73890938194466e-05,0.578822850630084,4.54263286337433e-06,-0.959675278261734,2.51583182611536e-30,0.404705458435317,0.00240218647254443,0.123930314487329,0.371944182551592,0.705428361984138,2.58373930939569e-09,-0.180940858491651,0.19041101344577,0.225518980788289,0.101079842372108,0.380009044620509,0.00459238574615533,0.151211116288899,0.275070192982062,-0.200585221836464,0.145854392045999,0.00373696345591215,0.978604510841967,-0.0834663077243608,0.548475277429844,-0.463238548511394,0.000419604848159541
"343.0933459","343.0933459",483372.51,"C16H18O3||C16H18O3||C16H18O3","Dihydroechinofuran||Dihydroechinofuran||Dihydroechinofuran||None||None||None","C18134||C18134||C18134||None||None||None","black",0.258827380948903,0.0587815066393596,-0.555515188632276,1.2991674695338e-05,0.375008932089393,0.0052057322249025,-0.580172095468591,4.2638981800447e-06,0.0870659203997941,0.53130104691911,0.204384931640579,0.138214600449727,0.399579148224479,0.00275916406014783,-0.0939549331759815,0.499188596942536,0.0337117319213879,0.808778783709065,0.536541510286041,2.8880878061502e-05,0.176476458776227,0.201766893565547,0.270396239580225,0.0479837957502286,0.223323389640964,0.104533917669546,-0.0988638976064627,0.47693280622179,-0.331763823016368,0.0142554406684628
"205.0969599","205.0969599",750504568.5,"C9H9NO2||C9H9NO2||C11H12N2O2||C11H12N2O2","None||None||None||None||None||None||None||3-Methyldioxyindole||4-Oxo-1-(3-pyridyl)-1-butanone||None||L-Tryptophan||Tungsten||None||None||None||None","None||None||None||None||None||None||None||C05834||C19567||None||C00078||C00753||None||None||None||None","black",0.257636729552622,0.0599959074302527,-0.567608410327865,7.60707857592797e-06,0.61013303315804,9.68254869949539e-07,-0.948599288333737,1.20742569507745e-27,0.464814606848626,0.00039857837451757,0.180635575675051,0.191172673792682,0.745982705668428,9.60303162182926e-11,-0.226922849942141,0.0989179892919447,0.223046229642511,0.104976332097983,0.36638361953545,0.00643369592558835,0.103028896816762,0.458471823405702,-0.207888285472108,0.131439622613154,-0.0589024659505808,0.672234989210641,-0.0687414694783119,0.621369953643903,-0.448459839212149,0.000671527165270665
"119.0682711","119.0682711",3235176.015,"","None||None||None||None","None||None||None||None","black",0.257523595879243,0.0601123406666631,-0.475835596007197,0.0002762791106992,0.516907297797506,6.2851187979823e-05,-0.923648054800617,2.60350654764694e-23,0.317443961390048,0.0193355277228127,0.0158038115990933,0.909694849066279,0.630679891768473,3.19636128733661e-07,-0.0922760181807655,0.506921311260674,0.233301547552313,0.0895433308188377,0.330915379847022,0.0145208044205887,0.222083572209428,0.106524181423899,-0.245893787922869,0.0730861959903114,0.066523228695573,0.632696099267091,-0.0744087265271612,0.592830894106458,-0.474496940141822,0.000289046964483291
"237.0866772","237.0866772",539834.095,"C9H9NO4||C7H11NO4||C11H12N2O4||C9H16N3O2||C9H9NO4||C11H9NO4||C11H9NO4||C10H7NO2||C11H14N2O5||C11H14N2O5||C9H9NO4","Dopaquinone||N-Acetyl-L-glutamate 5-semialdehyde||L-Formylkynurenine||Hercynine||2-Carboxy-2,3-dihydro-5,6-dihydroxyindole||5-Hydroxyindolepyruvate||8-Methoxykynurenate||1-Nitronaphthalene||2-Hydroxyfelbamate||p-Hydroxyfelbamate||6-Hydroxy-3-succinoylpyridine","C00822||C01250||C02700||C05575||C05604||C05646||C05830||C14040||C16582||C16584||C19631","black",0.257177760578713,0.0604693904191057,-0.422986774154385,0.00143957409029525,0.434364812892872,0.00103150408258451,-0.797332986972502,5.40028059936991e-13,0.336869259944968,0.0127447118930082,0.396620138539958,0.00298596461645693,0.603286971339872,1.37691456772804e-06,-0.359377696789937,0.00761023333756293,0.238492244432875,0.082439675077189,0.543190224573965,2.19492947935389e-05,-0.0375861594896047,0.787288514251149,0.187468862088806,0.174639968012202,-0.0723994481784126,0.602882418128451,0.0162343026123781,0.907245608947867,-0.313686225023609,0.0208985085614261
"117.0569547","117.0569547",900078.855,"","None||None","None||None","black",0.256278012712217,0.0614063133777082,-0.499532505320565,0.00012031922911632,0.549924119996651,1.65234173140595e-05,-0.945454280778081,5.43981957011407e-27,0.360361144630933,0.0074345397287398,0.076495533987847,0.582471232359143,0.664963517055295,4.15277712402069e-08,-0.147660228089925,0.286630993998646,0.230875950225708,0.093022759373504,0.359920776692218,0.00751277031259236,0.185594682053677,0.179067551875121,-0.216607035730349,0.115666212812168,0.0337451838915656,0.808592610516865,-0.0717349184079297,0.606223071785359,-0.461449260292224,0.000444690820050648
"206.099939","206.099939",90130273.1,"","None||None||None||None||None||None||None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None||None||None||None||None||None||None","black",0.256073203044121,0.0616212071160856,-0.560113563037223,1.06255339091916e-05,0.608379443258645,1.06047680839625e-06,-0.947771585331173,1.81053616136073e-27,0.467102929239456,0.000369747405866997,0.174988759630945,0.205655438999417,0.744204866238373,1.1236478110964e-10,-0.224006493665972,0.103449655412676,0.222636842762946,0.105632450390152,0.357630142235215,0.00793136009820323,0.102868185917635,0.459176864468598,-0.218240107665997,0.112879614028433,-0.0590794822161097,0.671305983786044,-0.0650753657874048,0.640134341588726,-0.447064015338712,0.00070126410481941
"144.0442195","144.0442195",2115908.38,"C9H7NO2||C9H7NO2","None||None||None||None||None||4,8-Dihydroxyquinoline||4,6-Dihydroxyquinoline","None||None||None||None||None||C05637||C05639","black",0.252813773867903,0.0651231661017034,-0.520039607601392,5.56962369031035e-05,0.569175196066794,7.08643370738467e-06,-0.963318476032315,2.2431064478994e-31,0.388534408678907,0.00369207567535773,0.123582204482559,0.373299361651152,0.714886136831449,1.26129323550068e-09,-0.18758874619192,0.17435947719004,0.2501365129464,0.0681173018631661,0.386210038380009,0.00392060618431901,0.164137849468897,0.235621030047922,-0.200631273432827,0.14575995916508,-0.0123445863067762,0.929404147101833,-0.0470231392119459,0.73562731173644,-0.474163409149598,0.000292310488731234
"143.0726976","143.0726976",13953119.1,"","None||None","None||None","black",0.24972706693775,0.0685847438624845,-0.518424879905838,5.92854128670672e-05,0.564514957377275,8.74076923480935e-06,-0.955315713103772,3.44034258513172e-29,0.403322965960201,0.00249417192584915,0.100056434392375,0.471606995888455,0.697834890556549,4.50425847517687e-09,-0.170237595773686,0.21842712249797,0.225171694431175,0.10162023305702,0.353022730267574,0.00883508384987195,0.156423349162955,0.258667628029888,-0.230157313186299,0.0940735894049315,0.00335709947037587,0.98077894016344,-0.0884684412242693,0.524681881936246,-0.460330169448575,0.000461063231837596
"193.6233183","193.6233183",14763839.21,"","","","black",-0.249380927813777,0.0689819050222841,0.410885972181966,0.00202676990184694,-0.68102316292441,1.45371663760887e-08,0.717727046384867,1.01116803222288e-09,-0.637659687286448,2.15303815671429e-07,-0.307580115010458,0.02366583895243,-0.594068321703888,2.18408437189817e-06,0.332261309743089,0.0141017837874166,0.0667339708845785,0.631616411437722,-0.162111078063971,0.241534418925823,0.123886708096452,0.372113778152217,0.212648757792136,0.122638059625505,0.180553646132884,0.191377452477124,0.0810642018640592,0.560082138097544,0.195490207705546,0.1565852295808
"189.0734693","189.0734693",73319896.45,"","None||None||None||None||None||None","None||None||None||None||None||None","black",0.249317120058173,0.0690553180730996,-0.555144346502557,1.32023240741589e-05,0.588474272963379,2.86979861213283e-06,-0.946060200628584,4.09919852587074e-27,0.439564002734931,0.000882345505647939,0.153620721802531,0.267403613867075,0.720169992674854,8.34340803467035e-10,-0.221206262289932,0.107950041751319,0.222350758338669,0.106092825025454,0.371490951231986,0.00567924832850249,0.115578430529967,0.405270331482816,-0.202013547725027,0.14294658869883,-0.0441054689793237,0.751487878455185,-0.0903630199988965,0.515806047265723,-0.443082349749386,0.000792728428900634
"188.0703602","188.0703602",611267357.4,"C11H11NO3||C11H11NO3||C11H11NO3||C11H11NO3||C11H11NO3||C11H11NO3||C11H11NO3||C11H11NO3||C11H11NO3||C11H11NO3||C11H11NO3||C11H11NO3||C11H12N2O2||C11H12N2O2","Indolelactate||5-Methoxyindoleacetate||Indolelactate||5-Methoxyindoleacetate||Indolelactate||5-Methoxyindoleacetate||Indolelactate||5-Methoxyindoleacetate||Indolelactate||5-Methoxyindoleacetate||Indolelactate||5-Methoxyindoleacetate||None||L-Tryptophan||Tungsten||None||None||None||None","C02043||C05660||C02043||C05660||C02043||C05660||C02043||C05660||C02043||C05660||C02043||C05660||None||C00078||C00753||None||None||None||None","black",0.248890078960964,0.069548248948197,-0.560239674921203,1.05666614320577e-05,0.594244174513434,2.16523711908549e-06,-0.94728736027643,2.28780253020495e-27,0.440524618874065,0.000857014489246585,0.157218246074818,0.25622524269831,0.722270247589286,7.06108841514655e-10,-0.222206038991711,0.106326298737357,0.220567848927845,0.108996818746142,0.373245405686332,0.00543858628153259,0.116124628218354,0.403039360115422,-0.198590763206178,0.149987961925002,-0.044193370012838,0.75100851560596,-0.0937159319037034,0.500285657718304,-0.444617214422876,0.000756269350543202
"426.683857","426.683857",1796058.18,"","","","black",0.246257564550396,0.0726491840443932,-0.158235186849951,0.253123349760015,0.192473286936563,0.163207233377985,-0.631612427008758,3.03371689115397e-07,0.186213750071927,0.177596186605805,-0.196297504923845,0.154847275480663,0.362150246234429,0.00712395625565496,0.141563153762162,0.307214220618323,0.0736760653385392,0.596487430626691,-0.0974001338942497,0.483513352194339,0.179836965042377,0.193175442342718,-0.484117965933235,0.000208041055641623,0.352870183302242,0.00886647291301432,-0.0216043214927222,0.876772477499732,-0.333171469062163,0.0138243365284705
"147.0630504","147.0630504",8978549.9,"","None||None||None||None||None||None","None||None||None||None||None||None","black",0.243515089195867,0.0759954645917491,-0.48926110059917,0.000173801538263595,0.56281888082977,9.42695314431728e-06,-0.951988942051294,2.13636342684663e-28,0.415715066468213,0.00177079270388271,0.089115532528402,0.521641834289752,0.690071222180024,7.81349823285337e-09,-0.170272030440324,0.218332612177028,0.219461680680293,0.110828979102446,0.319138406536808,0.0186638659564123,0.143363664087041,0.301039412018476,-0.267793729378143,0.0502596332127849,0.00427754747104604,0.97551035279618,-0.0804696754125163,0.562972598594817,-0.44523595765831,0.000742004268535539
