"","mz","intensity","molecular_formula","compound_name","compound_id","moduleColor","GS.Treatment","p.GS.Treatment","MM.grey","p.MM.grey","MM.purple","p.MM.purple","MM.brown","p.MM.brown","MM.magenta","p.MM.magenta","MM.pink","p.MM.pink","MM.blue","p.MM.blue","MM.black","p.MM.black","MM.turquoise","p.MM.turquoise","MM.red","p.MM.red","MM.green","p.MM.green","MM.yellow","p.MM.yellow"
"191.0402663","191.0402663",9485457.2,"","None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||None","black",0.0591758673168054,0.519093621172951,-0.0943341164185381,0.303385046209009,0.226363793839905,0.0125371890492332,-0.068744504784157,0.453720243280403,0.14878950565042,0.103360554378642,0.0970250076372576,0.289737837577545,0.0490758050543549,0.592959238985871,0.854934513034803,1.0200566215863e-35,-0.0725629018597909,0.428973103484776,-0.233842574844352,0.009838248895746,0.150083203791369,0.100362378442295,-0.205122067268233,0.0240094946582382
"178.0586174","178.0586174",11977533.6,"C6H9N3O2||C6H9N3O2","None||None||None||None||None||None||None||None||None||None||None||None||None||H+||L-Histidine","None||None||None||None||None||None||None||None||None||None||None||None||None||C00080||C00135","black",0.0589218045498103,0.520892499413142,-0.215569312235669,0.017566115989778,0.198476236638752,0.0290847422141549,-0.168773055028946,0.0642370206414279,0.346385727134515,9.94672587217357e-05,0.155029673815827,0.0895253932001633,0.272022627163066,0.0025417990533629,0.819479393802928,1.50721869393031e-30,-0.132911294814198,0.146139222577495,-0.364691413033399,3.91356059638434e-05,-0.00612334126996525,0.946853803954179,-0.0168986112713952,0.854038270627296
"245.9544615","245.9544615",423172.57,"","None||None||None||None","None||None||None||None","black",0.0587956128878846,0.521787169661036,0.0695628369555226,0.448350663688826,-0.219068536167614,0.0157723351636176,0.16317193231914,0.0737331832104614,0.426663285541649,1.06122887261337e-06,0.0613501580598712,0.503829248093661,-0.182671584263366,0.0449163200243792,0.767045982930653,1.0959243229926e-24,0.258090107341112,0.00426171998083746,-0.365549968241892,3.74076228874836e-05,0.425745729949859,1.12555905511013e-06,-0.482089099055664,2.15861681664532e-08
"250.0990383","250.0990383",810116.21,"","None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None","black",-0.0568673787533784,0.535554286864039,0.159721418035059,0.0801267240949052,0.113966967801541,0.213248045505215,0.0995787210278817,0.277169604121928,0.0769014227551338,0.401818727519086,0.0284221609519658,0.756970832830103,-0.323976926171603,0.000288924899167394,0.702160849730172,2.88172506077437e-19,0.14951445587626,0.101671923471624,-0.225666716332999,0.0128189896744466,0.372397210900669,2.59742496677347e-05,-0.502457431562349,4.29763834762273e-09
"310.9134663","310.9134663",1024748.915,"","None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None","black",0.0519627529001874,0.571366734105241,0.304000535193544,0.000699196515147699,0.0801926247129805,0.381915824861325,-0.206978284142093,0.022735318557263,0.168404533420996,0.0648295418595273,0.372710600372462,2.55391578919451e-05,-0.158654119241058,0.0821920164643843,0.926312993911129,2.7984125297235e-52,-0.0213952614106624,0.815814503281849,-0.152293758619602,0.095398218104072,0.347302730329144,9.50541064772159e-05,-0.343354312145553,0.000115452629758652
"174.9386394","174.9386394",4208927.625,"","None||None||None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None||None||None","black",0.0491668144860939,0.592272944170781,0.215743754415131,0.0174726814313975,0.164472699530629,0.0714325570056133,-0.512727443807985,1.82815405944439e-09,0.205723585597393,0.0235900547097736,0.561312680934756,2.12539556972037e-11,0.256165564935165,0.00456746543879039,0.911662082916591,8.75813714838999e-48,-0.281862202718107,0.00173584748872181,-0.216068082683454,0.0173001080857225,0.0384316739935725,0.67557065294549,-0.0175411321999078,0.848553569959923
"207.9984221","207.9984221",1514452.507,"C3H8NO6P","None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||O-Phospho-L-serine","None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||None||C01005","black",0.0468655074581347,0.609736170496947,0.0212348574815562,0.817171162097453,-0.0347881336406505,0.704827433007474,0.100218256691637,0.274080406412748,0.395037774697502,7.32278495253052e-06,0.0271890827033362,0.767207023887974,-0.143257832732383,0.116980125450106,0.847280493335741,1.71496510772267e-34,0.229855574021078,0.0112056053218711,-0.428821908184252,9.23382635781136e-07,0.330132956005831,0.000217301226492857,-0.456562587386852,1.41424475590864e-07
"229.9803506","229.9803506",980471.67,"C6H5BrO2||C6H5BrO2||C6H5BrO2||C6H5BrO2||C6H5BrO2||C6H5BrO2||C6H5BrO2||C6H5BrO2||C6H5BrO2||C6H5BrO2||C6H5BrO2||C6H5BrO2","4-Bromocatechol||4-Bromophenol-2,3-epoxide||4-Bromocatechol||4-Bromophenol-2,3-epoxide||4-Bromocatechol||4-Bromophenol-2,3-epoxide||4-Bromocatechol||4-Bromophenol-2,3-epoxide||4-Bromocatechol||4-Bromophenol-2,3-epoxide||4-Bromocatechol||4-Bromophenol-2,3-epoxide||None||None||None||None||None||None","C14843||C14845||C14843||C14845||C14843||C14845||C14843||C14845||C14843||C14845||C14843||C14845||None||None||None||None||None||None","black",0.0441412163721425,0.630695777698731,0.0980573830241186,0.284612060477654,-0.0842301582762563,0.358332042746401,0.169449067292885,0.063161584029754,0.384929413078883,1.30378069202495e-05,0.0100746408003245,0.91266831677281,-0.27772283961266,0.00204135053816229,0.844489510901956,4.61915589928301e-34,0.304944424536867,0.000671522311482446,-0.399201356768542,5.74207880609934e-06,0.463318132629171,8.72796207819715e-08,-0.56544893976438,1.40595753037657e-11
"192.0243446","192.0243446",3501520.585,"","None||None||None||None||None||None||None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None||None||None||None||None||None||None","black",0.0422424796693373,0.645480712784593,-0.0472602679535121,0.606724554793593,0.0616717399179458,0.501591643462926,0.0711946872035807,0.437750196823422,0.314705325335691,0.000438776802185022,0.0131741377701238,0.885960457746162,-0.0456449262126618,0.619089139145879,0.849489398890781,7.71878776569595e-35,0.125890066102941,0.168853479263238,-0.412886484519944,2.52211357561945e-06,0.315726988671764,0.00041930751227389,-0.434107631033759,6.54093750632671e-07
"355.0583233","355.0583233",556638.45,"","None||None||None||None||None||None","None||None||None||None||None||None","black",0.0413171727422828,0.652736738995837,0.423788276786652,1.27539295201101e-06,-0.150713537272004,0.0989265807288102,0.0868409037792254,0.343574980501124,0.0126672040269597,0.890320694501021,0.101887263435148,0.266128214235074,-0.493846862769084,8.61285051798988e-09,0.649180981681173,8.05382618904698e-16,0.261056305158553,0.00382628700600265,-0.0514002705364337,0.575544646574836,0.562520578893353,1.88489201708528e-11,-0.569101779350132,9.71406490752872e-12
"194.0326938","194.0326938",3783525.345,"C4H10N3O5P||C4H10N3O5P||C4H10N3O5P||C4H10N3O5P||C4H10N3O5P||C6H9N3O2||C6H9N3O2","Phosphocreatine||Phosphocreatine||Phosphocreatine||Phosphocreatine||Phosphocreatine||None||None||None||None||H+||L-Histidine","C02305||C02305||C02305||C02305||C02305||None||None||None||None||C00080||C00135","black",0.0408060406840815,0.656758917871378,-0.121307809451833,0.185026738930518,0.0526489480698665,0.566289304211537,-0.124938791930029,0.172121791541095,0.400536996636974,5.30748111169416e-06,0.139728410918479,0.12637173664169,0.182077690268445,0.0456293631551744,0.766739917445068,1.17327861260467e-24,0.00557714145303781,0.951588395730127,-0.398472839592216,5.99308737573497e-06,0.0136743495511558,0.881661376131999,-0.0613107815138181,0.504103591767422
"164.9093633","164.9093633",475320.835,"","None||None||None||None||None||None","None||None||None||None||None||None","black",-0.0326807733448833,0.721951333420889,0.170968973443371,0.0607972381145707,0.231370030931141,0.0106677449186569,-0.399938731608322,5.49815625929562e-06,0.190197552871398,0.036656398809879,0.576615528569827,4.47555965197608e-12,0.132063596452484,0.148752167675365,0.854661290990837,1.13129749997397e-35,-0.357605736987195,5.65349156941842e-05,-0.0270394452154238,0.768451986850207,0.189604833892389,0.037256898464581,-0.0337645700779434,0.713126849272111
"192.9101819","192.9101819",322090.175,"","None||None||None||None","None||None||None||None","black",0.0318019639878029,0.729133752521133,0.224035554508229,0.0135001219207875,-0.0135848482144416,0.882430348304381,-0.487252356051301,1.44809533271475e-08,0.269237567398512,0.00282451292610602,0.58726668121113,1.44162284815684e-12,0.28312144979843,0.00165151203327554,0.839999240548359,2.18474948898345e-33,-0.253518707108263,0.005019976797753,-0.196994474598551,0.0303329618924123,0.0518849525034007,0.57194375705061,0.0216063878281636,0.814029676748397
"258.8998059","258.8998059",2331439.495,"","None||None||None||None||None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None||None||None||None||None","black",0.0295493266115002,0.747650490159357,0.326646796820728,0.000255532928288859,0.0124009499467137,0.892612119167337,-0.331485003066068,0.000203956768414924,0.273891960546463,0.0023666456219106,0.470603839621901,5.12538223984366e-08,-0.00685773478113034,0.940490853357371,0.925781410808343,4.22445278294971e-52,-0.0478251388808159,0.602426628347085,-0.225365885261458,0.0129423030721966,0.226964695007564,0.0122986301917697,-0.229581586571236,0.0113054119635323
"190.9120626","190.9120626",2653243.715,"H2Sn","None||None||None||None||None||None||None||Polysulfide","None||None||None||None||None||None||None||C19692","black",0.029428114297103,0.748651055394145,0.262876541083627,0.00357926566216728,0.0406081628366527,0.658318698457191,-0.464216240549725,8.1790767958356e-08,0.27765655084814,0.00204661640108288,0.531189602589807,3.65478633556928e-10,0.196202198513104,0.0310188106029219,0.875466821668421,2.18472959558361e-39,-0.159217399428372,0.081096784454476,-0.255128908069273,0.00474015682604739,0.0487140374847334,0.595690850118489,-0.0453996127385846,0.620976344272614
"250.8681834","250.8681834",826631.51,"","None||None||None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None||None||None","black",0.0277285850159501,0.762723384119798,0.249171014261954,0.00585057262348118,0.0931300370245707,0.309626108121353,-0.296484606025282,0.000959814711113632,0.277469604132622,0.00206153346730333,0.479863225003349,2.55881915215765e-08,-0.0565711523297937,0.537685168627863,0.917807152163487,1.44328437344762e-49,-0.154654581418304,0.0903131222439161,-0.0912895670201314,0.319326426888521,0.286227143500692,0.00145918978406452,-0.196521757248619,0.0307406134060196
"124.9227063","124.9227063",585231.73,"","None||None","None||None","black",0.026684743554528,0.771405406124802,0.198576391402244,0.0290019712335166,0.0328708583017879,0.720400941712238,-0.506719135371238,3.02466875309177e-09,0.288573768732742,0.00132764401243181,0.534807053933577,2.63561711275899e-10,0.317342620864179,0.000390138753540989,0.732931927225741,1.22083602791364e-21,-0.212758780114434,0.0191321853327626,-0.236207977752413,0.00909835482277777,-0.0877058783598097,0.33877152904245,0.0971764436964068,0.288982136325347
"106.9506127","106.9506127",926022.625,"","None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None","black",0.0259928498122054,0.777175839146787,0.12480431518429,0.172587560350928,0.196429966255184,0.0308203062175302,-0.69537874449917,8.75753436525193e-19,0.142028549841954,0.120187749215059,0.631013161663463,8.63603070552722e-15,0.600690592362942,3.25586769560666e-13,0.660147901259981,1.77651180566589e-16,-0.46095952115373,1.03421358299053e-07,-0.211158877286254,0.0200764007950865,-0.24742751672222,0.0062166250678388,0.281797241897984,0.00174030232761437
"265.0697115","265.0697115",2093028.7,"C12H10N4O2||C13H15NO6||C12H10N4O2||C13H15NO6||C12H10N4O2||C13H15NO6||C12H10N4O2||C13H15NO6||C12H10N4O2||C13H15NO6||C12H10N4O2||C13H15NO6||C12H10N4O2||C13H15NO6||C9H14N4O3||C5H13O8P","Lumichrome||4-Hydroxyphenylacetylglutamic acid||Lumichrome||4-Hydroxyphenylacetylglutamic acid||Lumichrome||4-Hydroxyphenylacetylglutamic acid||Lumichrome||4-Hydroxyphenylacetylglutamic acid||Lumichrome||4-Hydroxyphenylacetylglutamic acid||Lumichrome||4-Hydroxyphenylacetylglutamic acid||Lumichrome||4-Hydroxyphenylacetylglutamic acid||None||None||None||None||None||Carnosine||D-Ribitol 5-phosphate","C01727||C05595||C01727||C05595||C01727||C05595||C01727||C05595||C01727||C05595||C01727||C05595||C01727||C05595||None||None||None||None||None||C00386||C01068","black",-0.0258567353277662,0.778312482823353,0.0650932381178774,0.478109749297839,-0.000986751791658999,0.991429604825092,-0.120290854197185,0.188764685914352,0.26252668647157,0.0036256013879439,0.235542676880106,0.00930133319387276,0.0733075335868613,0.42423906361952,0.796463981982851,9.16431993997116e-28,-0.0227619607429234,0.804277772733124,-0.327450005605755,0.000246209431852224,0.24257500160494,0.00734483900895247,-0.315982699605351,0.0004145608065822
