"","mz","intensity","molecular_formula","compound_name","compound_id","moduleColor","GS.Treatment","p.GS.Treatment","MM.red","p.MM.red","MM.grey","p.MM.grey","MM.pink","p.MM.pink","MM.black","p.MM.black","MM.purple","p.MM.purple","MM.turquoise","p.MM.turquoise","MM.green","p.MM.green","MM.yellow","p.MM.yellow","MM.blue","p.MM.blue","MM.magenta","p.MM.magenta","MM.brown","p.MM.brown","MM.greenyellow","p.MM.greenyellow"
"272.1521412","272.1521412",257075.175,"","None||None||None||None||None||None","None||None||None||None||None||None","black",-0.170273681860047,0.0556309963046397,0.154918375973353,0.0820180578657331,-0.028360923602613,0.751611686779482,0.234731530446654,0.00789901112052238,0.829802838576974,1.84882716051904e-33,-0.302085999318234,0.000557104530856145,0.321391361248234,0.00022930670987576,0.119090551925869,0.182346848770695,0.572682637537392,1.99494229302117e-12,-0.648581358350183,1.65771712389917e-16,-0.35500374036417,4.21538955130075e-05,-0.545420252444375,3.34342518926787e-11,0.298742382113333,0.000645777135257787
"277.10766","277.10766",1714804,"","None||None||None||None||None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None||None||None||None||None","black",-0.167049840142253,0.0604968169366994,0.0840694351993666,0.347365384626275,-0.0953287658776372,0.286374506400963,0.276480294889286,0.00165215476486235,0.813462962119954,3.31251510029782e-31,-0.204786977934766,0.0209132382984039,0.184210098486507,0.0381542851507176,0.104124832895787,0.244021037665293,0.452867483751319,8.99852148797535e-08,-0.625383690448325,3.84776617461825e-15,-0.327255147982071,0.000173019099571061,-0.414629801421537,1.25713758408406e-06,0.198349225741178,0.0253884409334591
"359.1104959","359.1104959",1893178.7,"","","","black",-0.165961775784272,0.0622156786620039,0.257831880652503,0.00342758833800194,0.090857200007065,0.309682808048308,-0.0686485488404115,0.443149302566455,0.769033323735796,4.6738330905024e-26,-0.339925730289409,9.23035173305368e-05,0.306987316825493,0.000447219976455897,-0.230211385177629,0.00922047246645448,0.327830098866507,0.000168254434253165,-0.30203156097522,0.000558453717219837,-0.183749799522335,0.0386472846766315,-0.511696159599355,7.83620454910482e-10,0.0395641296877594,0.658757226428632
"385.1199332","385.1199332",753002.755,"","","","black",-0.162250944116014,0.068380325605085,0.228467956680623,0.00978005972212585,-0.152079737704597,0.0878500944710841,0.193510925222028,0.0292690739480734,0.897669473662558,2.58696734632838e-46,-0.281088069448313,0.00136866823068416,0.378511720998356,1.14486969545106e-05,0.11067608436675,0.215444204902199,0.585607638146061,4.77695709296806e-13,-0.69329586878737,1.6743908884386e-19,-0.334143797531054,0.000123368684162897,-0.529726198149435,1.51522161226714e-10,0.345625264824988,6.89577728290572e-05
"476.1878765","476.1878765",2140005.26,"C19H21N7O6","Dihydrofolate||None","C00415||None","black",-0.161995511557406,0.068822294330077,0.0448452878624411,0.616627444183819,0.0676286493358098,0.44996934684851,0.207255041362821,0.0193873474848091,0.834362941461493,3.93509253398046e-34,-0.377109185599431,1.24101709145379e-05,0.270742897039375,0.00207932461125424,0.10997088796316,0.218400574618383,0.529228247006835,1.58764086509878e-10,-0.538672420422294,6.46418446397392e-11,-0.248088436719221,0.00491921888618202,-0.490130373069341,4.95217433327938e-09,0.124950955999656,0.161604665903336
"477.1915722","477.1915722",437724.21,"","None||None||None||None","None||None||None||None","black",-0.161835172274992,0.0691009081953302,0.175476838785663,0.0484602023713945,-0.0178471671000368,0.842141817159218,0.0674548964972417,0.451137058315284,0.905577320622129,2.18210054330404e-48,-0.420379988577397,8.63016869327875e-07,0.381489561429875,9.63521475605791e-06,0.0862221319001833,0.335114513449951,0.577379189826106,1.19536321705262e-12,-0.509699035189963,9.34579008331004e-10,-0.162620629035769,0.0677447537771368,-0.504979292371706,1.41084967167658e-09,0.208261871275996,0.0187930394343284
"216.1589295","216.1589295",3625015.6,"C9H16N3O2","None||None||None||Hercynine","None||None||None||C05575","black",0.16129418331294,0.0700477199413781,0.259502163052313,0.00321735375835684,-0.388872669669214,6.23718361853893e-06,-0.440623411020349,2.16904760584549e-07,-0.564311500797141,4.87267981191518e-12,0.466991640227263,3.12178445023562e-08,-0.0591923182400701,0.508581526832558,-0.370079454794906,1.84882224264147e-05,-0.62345495384311,4.93925696040102e-15,0.526422393341108,2.06248386790262e-10,0.437689400428076,2.66456700204111e-07,0.513293497434924,6.80071746731315e-10,-0.173855025711991,0.0506080783057451
"266.5761046","266.5761046",3531798.74,"","","","black",-0.157190193395242,0.0775776053746406,0.214615503291548,0.0153936059726566,-0.0281443116932288,0.75344772078765,0.0596098825766168,0.505590363309607,0.904860894529893,3.42118516260971e-48,-0.390728327958175,5.58208524756493e-06,0.410841888847482,1.60455608348049e-06,0.0240544979139806,0.788361427415722,0.536258752973744,8.15451998840523e-11,-0.540117660653851,5.61982948933873e-11,-0.213143699006315,0.0161294378051965,-0.532543580393475,1.16180146171817e-10,0.159284740274978,0.0736570234560393
"257.0812942","257.0812942",1501798.585,"","None||None","None||None","black",-0.156354402763611,0.0791881809025032,-0.05048894811671,0.572947747791143,-0.0715824268677239,0.423859395563502,0.178847858423759,0.0442372038166507,0.679771816029783,1.53364054050577e-18,-0.180275703497096,0.0425433879544454,-0.0966194941448662,0.279870166742515,0.0561625985565188,0.530555859003696,0.135525350024389,0.128709541394357,-0.362227008536175,2.854790076274e-05,-0.152226600583259,0.0875404685998,-0.153232952485285,0.0854421461117625,-0.0875753878174592,0.327555768574419
"267.0776061","267.0776061",706065.815,"C10H16N2O3S||C15H10N2O3","Biotin||Carbamazepine-o-quinone","C00120||C16606","black",-0.156266034281781,0.0793600266576341,0.249578588394805,0.00465884356908791,-0.0452759313042155,0.613244014615934,0.0944962332455056,0.290622968366266,0.904515735216847,4.24342809092391e-48,-0.364347837816985,2.54154770118715e-05,0.468077151257002,2.87210568407272e-08,0.0437461008429741,0.62529982562086,0.610701144311697,2.46800007975627e-14,-0.605827734517692,4.4783524690241e-14,-0.274093014595254,0.00181913223363416,-0.589710272174427,2.99447408090801e-13,0.228281759139534,0.00984155533722188
"313.0478003","313.0478003",371435.69,"","None||None||None||None||None||None","None||None||None||None||None||None","black",-0.156179233296202,0.0795291157065566,0.103348060331278,0.247576038165983,-0.0538330098717488,0.547770066357287,0.267708975859822,0.00234358034736372,0.808100034243263,1.62906025283168e-30,-0.320142459541968,0.000243304935461352,0.156693903417899,0.0785307499261609,0.0557921310405491,0.533275132944852,0.37409097685803,1.47433901796097e-05,-0.561039872863497,6.86136050551684e-12,-0.287037404830043,0.00106827975784032,-0.414343217467825,1.28069513787086e-06,0.14514702566527,0.103485589476728
"266.5759192","266.5759192",1368263.557,"","","","black",-0.154923479605874,0.0820078588994513,0.260331345023459,0.00311736109140399,-0.0978374234216721,0.273824323787107,0.0845402694992036,0.34466213076084,0.832589162669384,7.22316711040129e-34,-0.294677127513366,0.000770991240183402,0.437574888246197,2.6859455098617e-07,0.0585225819670573,0.513398158183953,0.53510654346359,9.1049357189744e-11,-0.565642067937215,4.23495057893524e-12,-0.23440883280233,0.00798746667528669,-0.512088458218621,7.56865265699848e-10,0.203226386533069,0.0219305320837367
"549.2004777","549.2004777",1277509.385,"","","","black",-0.151185219558499,0.0897548630245679,0.0393858580290697,0.660199196117927,0.0174797276637202,0.845350874612974,0.268521859010005,0.00226995068213975,0.730045167348413,2.09220161583339e-22,-0.247553521466947,0.00501580982091205,0.274434527574624,0.00179434193490299,0.0671640324340155,0.453095606173329,0.507623294451846,1.12102811014339e-09,-0.601539236315629,7.50259227278563e-14,-0.388074256093348,6.54084635678678e-06,-0.524994644744046,2.35405916359671e-10,0.179244632977604,0.0437609728081701
"341.0936294","341.0936294",655833.31,"C11H23N2O7PS||C20H16","Pantetheine 4'-phosphate||7,12-Dimethylbenz[a]anthracene||None","C01134||C19488||None","black",-0.150082461179542,0.0921481005102997,-0.0162263130737384,0.856316432770584,-0.060372768373077,0.500149260939885,0.222783003247929,0.0118178651621603,0.609578769763233,2.83357808421713e-14,-0.325531811638811,0.000188062066402505,-0.00445898300318109,0.960318752404564,0.0746847475176713,0.403999909920294,0.192632171773853,0.0300254598807655,-0.348301233783034,6.0017893730637e-05,-0.0627790545270691,0.4831901049893,-0.199141684198996,0.0247967379303122,0.0373019685075873,0.677146284954458
"300.0929868","300.0929868",718223.78,"C9H11N5O4","Neopterin","C05926","black",-0.147644666526129,0.0976183476309823,0.239070288744688,0.00679113473274875,-0.183656241932216,0.038748139974207,0.201807535313016,0.0228920597848398,0.897066558506086,3.6635930165055e-46,-0.267400786250764,0.00237205581323031,0.389533457006968,5.99599288195093e-06,0.115573154370998,0.195697876190363,0.584689811390379,5.29833706152851e-13,-0.706074183592403,1.84127519121654e-20,-0.335927368243893,0.00011287706336878,-0.519523264302866,3.88538460896102e-10,0.358973948059836,3.40650030898765e-05
"517.1871427","517.1871427",21570033,"","None||None||None||None||None||None","None||None||None||None||None||None","black",-0.145559476502157,0.102498050338992,0.00729444222266763,0.935129827109329,0.076162036063862,0.394739788045865,0.362118799658898,2.87170635453547e-05,0.662449946851225,2.21368693068575e-17,-0.401253156988244,2.93686888739011e-06,0.182244338691339,0.0402971957051177,0.0673567312436223,0.451797529283617,0.451715367626903,9.78963419169237e-08,-0.568832406001433,3.01764473880604e-12,-0.379701388274607,1.06886520596641e-05,-0.510069929670965,9.04574412723494e-10,0.193963115585569,0.0288862046671022
"315.0634251","315.0634251",188028.925,"C9H16N3O2S","None||None||Ergothioneine||None","None||None||C05570||None","black",-0.142614392118435,0.109714258076365,0.0384142731807784,0.668079777590477,-0.0210980612082328,0.813868464685462,0.355869663246856,4.02495608332129e-05,0.844066180099917,1.24357412774478e-35,-0.375411367753666,1.36759383027835e-05,0.303781064328231,0.000516565464425275,0.277309850467061,0.00159747662881283,0.630833018962788,1.88231989628387e-15,-0.715988588811725,3.05600190576295e-21,-0.365745087259254,2.35314565751618e-05,-0.5223670622104,2.99784337575756e-10,0.285631668630132,0.00113324287252599
"258.5872262","258.5872262",209006.65,"","","","black",-0.138577261777037,0.120243584483352,0.271613732724997,0.00200863009597951,-0.0774750527809705,0.386616797603751,0.103468141779415,0.247024141711347,0.88451479916682,3.25711482611558e-43,-0.372842962011872,1.58240673609664e-05,0.53236848565095,1.18122143449531e-10,0.0668350580918152,0.455316475088252,0.645761446520144,2.46493670636857e-16,-0.620761321692405,6.98033949062011e-15,-0.256304456110548,0.00363057043635917,-0.60642448639708,4.16551240062221e-14,0.267526531705673,0.00236039986562667
"235.0994667","235.0994667",705543.52,"","None||None||None||None||None||None","None||None||None||None||None||None","black",-0.13705086010881,0.124422318267282,-0.00269606051161506,0.976001095716851,0.0225776660965764,0.801076794738031,0.0894523084870952,0.317254514339028,0.764707842650465,1.2860030028219e-25,-0.234030511631905,0.0080922843110685,0.0387948648509888,0.664988408330039,0.0291329660900665,0.745079098126712,0.250456496757719,0.00451128236025638,-0.372150978411267,1.64549801023496e-05,-0.162691736580321,0.0676230561014399,-0.285574939043086,0.00113593869226006,-0.030222364656745,0.735892046819064
"299.0895456","299.0895456",7174059.25,"C9H16N3O2S","None||None||None||None||Ergothioneine||None","None||None||None||None||C05570||None","black",-0.128705766213281,0.149272902716437,0.278141592584042,0.00154431145174974,-0.252496505717896,0.00418442373753152,0.189163917601893,0.0331748284226962,0.88148929030585,1.48810251485284e-42,-0.231506982355681,0.00882310298224774,0.413566840343376,1.34663990637188e-06,0.122105211042747,0.171445629865616,0.5749756570125,1.5551533107963e-12,-0.71814149819487,2.04823995109297e-21,-0.313609070268796,0.000330345388184014,-0.493344398380799,3.79281479800633e-09,0.379174695518624,1.10190745976692e-05
"182.1252401","182.1252401",1963820.5,"","None||None","None||None","black",0.121436292920303,0.173821861804803,-0.0401821074629681,0.653768370412391,-0.153719280448679,0.084442611512919,-0.285868140425157,0.00112206843062792,-0.762545997380666,2.11553192237372e-25,0.514333426542323,6.19885206414915e-10,-0.411001024308593,1.58828667892429e-06,-0.325113127526273,0.00019189572957929,-0.814430228353906,2.47179549412761e-31,0.660952371427161,2.76541987712123e-17,0.364333045770367,2.54361601213568e-05,0.648448323489666,1.68919379863648e-16,-0.39975760789723,3.22181820759685e-06
"177.1243953","177.1243953",5187482.975,"","","","black",-0.119085867744638,0.182364173237046,0.253439076330947,0.0040406999483732,-0.110686850598287,0.215399291847769,0.0546130357081979,0.541975905997963,0.917416553950506,7.32826166337833e-52,-0.375806146905462,1.33712049168743e-05,0.461782726155971,4.63858237581772e-08,0.0469328407214368,0.600302443168776,0.540206635664541,5.57148774699777e-11,-0.570029788549121,2.65473298167104e-12,-0.2002145759772,0.0240144747672382,-0.528059422088671,1.77099177969566e-10,0.266164367649756,0.00248946878457665
"181.121846","181.121846",18112298,"C9H16N3O2","None||Hercynine","None||C05575","black",0.114335844383077,0.200558654838408,0.0153654392550044,0.863863867648262,-0.164815866921611,0.0640688649051886,-0.296543301789568,0.000710978358251954,-0.780560020028531,2.81881770168416e-27,0.510845891431933,8.44773173973887e-10,-0.375081967602287,1.39352011597111e-05,-0.352358212882973,4.85082246282265e-05,-0.801815392544936,9.89523281223646e-30,0.64749700509935,1.93186936818273e-16,0.340401737362499,9.01022033046521e-05,0.618735839335446,9.03406769196248e-15,-0.370538371346906,1.80183814682409e-05
"309.0673666","309.0673666",322197.48,"","","","black",-0.114002363072866,0.201883506117194,0.20339039898331,0.021821655214333,-0.083876037480889,0.348479611152811,0.107798978766623,0.227686378642597,0.898668602542956,1.44637535290838e-46,-0.330829714915089,0.000145313251081207,0.380343309648785,1.02985739141363e-05,-0.00919154464273563,0.91831104837044,0.474240401104709,1.77930772078178e-08,-0.553673689198056,1.46287859114514e-11,-0.235653853371607,0.00765095133694275,-0.506742943785827,1.21049253797498e-09,0.17929530862008,0.0437004582413791
"299.0697968","299.0697968",416336.16,"C12H16N2O6S","Cysteinyldopa||None","C17935||None","black",-0.111626731876148,0.211504076489795,0.216417094274132,0.0145327717501439,-0.159634153464253,0.0730188454565504,0.176864816045762,0.0466825897573381,0.862293928850418,9.51418688036163e-39,-0.256687459838982,0.00357868272119769,0.332307407654865,0.000135114630661774,0.0214145293461202,0.81112824386303,0.447248574507145,1.35325356428632e-07,-0.618481538445545,9.33015537592398e-15,-0.287686142835755,0.00103946307853714,-0.464316717506745,3.82893999456254e-08,0.227259943039822,0.0101851281710554
"218.9839653","218.9839653",2664529,"","None||None||None||None","None||None||None||None","black",-0.103624203748661,0.24630815111811,0.223392024156434,0.0115830718008549,-0.117331593263726,0.188937457434882,0.224182783846245,0.0112843212058421,0.766381453081431,8.71543488091971e-26,-0.319495282492333,0.000250866401108134,0.368170162811139,2.05695374678349e-05,0.0705252575753775,0.43075359129727,0.518030904616495,4.44756541712868e-10,-0.644162609766876,3.08103074936126e-16,-0.338688358147454,9.82627880294367e-05,-0.535125660306378,9.08832780164296e-11,0.254460623070922,0.00388994671425967
"297.0739439","297.0739439",10598631.82,"C8H14N2O5S||C8H21NO6P||C8H14N2O5S||C8H21NO6P","gamma-L-Glutamyl-L-cysteine||sn-Glycero-3-phosphocholine||gamma-L-Glutamyl-L-cysteine||sn-Glycero-3-phosphocholine||None||None","C00669||C00670||C00669||C00670||None||None","black",-0.102620930467334,0.250936154404173,0.353417392635547,4.58634633797547e-05,-0.27543724573163,0.00172331723513264,0.0900217709114762,0.314171046314575,0.683883789606378,7.92053406507633e-19,-0.127087671384238,0.154497196108791,0.341737483411722,8.41837900959121e-05,-0.0870328474914808,0.330572951122065,0.281736792608768,0.00133253004258533,-0.529215917089374,1.58947577741639e-10,-0.267914179610967,0.00232479223152058,-0.382120496176094,9.28749939597813e-06,0.217901685851416,0.0138552263577486
"291.1185727","291.1185727",226640.89,"C10H13NO5||C11H18N2O7||C10H14N2O6","L-Arogenate||N-Succinyl-LL-2,6-diaminoheptanedioate||(1-Ribosylimidazole)-4-acetate","C00826||C04421||C05131","black",-0.102197049169947,0.252909381819437,0.278208905943014,0.00154007997949355,-0.0749915330685832,0.402066384601875,-0.000389575992639242,0.996531694672505,0.909191745777406,2.13391112499522e-49,-0.394405709674767,4.47123936152703e-06,0.467290280971236,3.05109397172084e-08,0.0246260598691478,0.783455053461034,0.599821234839362,9.20554622705048e-14,-0.514127123023054,6.31401542518915e-10,-0.149000679425163,0.0945447459193176,-0.540170661861033,5.59098439073504e-11,0.269199968954153,0.00221013732264449
"383.1044182","383.1044182",1203294.3,"","None||None||None||None||None||None||None||None","None||None||None||None||None||None||None||None","black",-0.0964735223401525,0.280600744052625,0.388485988032727,6.38254792821224e-06,-0.317758845759729,0.000272243672595526,0.0228078052898275,0.799091800314481,0.847943743942052,2.92575472366835e-36,-0.214773076212354,0.0153165845230517,0.428173905581446,5.12521453587052e-07,-0.0717695131560487,0.422646011863864,0.412180606695237,1.47248323578056e-06,-0.579780914012863,9.17020915876993e-13,-0.20607994339402,0.0201014339142109,-0.434504836350741,3.32405966999111e-07,0.28166291483466,0.00133660118435999
"291.1187288","291.1187288",2727202.52,"C10H13NO5||C10H14N2O6||C10H13NO5||C10H14N2O6||C10H13NO5||C10H14N2O6||C11H18N2O7","L-Arogenate||(1-Ribosylimidazole)-4-acetate||L-Arogenate||(1-Ribosylimidazole)-4-acetate||L-Arogenate||(1-Ribosylimidazole)-4-acetate||None||None||N-Succinyl-LL-2,6-diaminoheptanedioate","C00826||C05131||C00826||C05131||C00826||C05131||None||None||C04421","black",-0.0950838117764193,0.287620195334083,0.43327518673805,3.61819315672652e-07,-0.150975054819793,0.0902071147293123,-0.0912864935655925,0.307392839405077,0.79933208953325,1.98292261745718e-29,-0.451097605699675,1.02407861595711e-07,0.639612829223481,5.77172152206394e-16,-0.0193839822479005,0.828748575234331,0.589470009512094,3.07806448615745e-13,-0.46052815003247,5.09778010599167e-08,-0.0394588917102931,0.659608304102869,-0.543152181235706,4.17964937875667e-11,0.335993254677272,0.000112505904666343
"350.1106764","350.1106764",607913.87,"","","","black",-0.094152156901221,0.292390981579975,0.16240869176131,0.0681085319631156,-0.3344534596967,0.000121484313792702,-0.131978392999101,0.139115373367059,0.601433478904114,7.59793241494798e-14,-0.101520209377329,0.256082258879967,0.353462992750307,4.57526912370529e-05,0.180457162668732,0.0423320605959353,0.355323857304138,4.14402650306097e-05,-0.289648962540205,0.00095654838885051,0.190808636509189,0.0316481361531879,-0.0967126375487452,0.279404659427473,0.196364657880961,0.0269234558791457
"244.190171","244.190171",17233560.5,"","","","black",0.0936884332485759,0.294785062637452,-0.0115963689420861,0.897043791432829,-0.193985434248035,0.028867418299151,-0.170718891580675,0.054985078336024,-0.722758033772898,8.57538657705057e-22,0.45817902237397,6.07718736308108e-08,-0.362108313027241,2.87335072175742e-05,-0.258924001297987,0.00328877422258345,-0.689314333056024,3.25446539722699e-19,0.52191742412881,3.12381727407262e-10,0.276585281976983,0.00164514201241743,0.559166236379093,8.33313178328589e-12,-0.282006080871705,0.00131778602424038
"313.0478141","313.0478141",321872.63,"","None||None||None||None||None||None","None||None||None||None||None||None","black",-0.092825098100123,0.299276709527032,0.220146363821392,0.0128831244037049,-0.134161265527754,0.132638336242999,0.13365337342815,0.134124364835789,0.89897961003125,1.205431368352e-46,-0.323124401065098,0.000211116339516064,0.386492565979371,7.184138654102e-06,0.0297386316434165,0.739966919077609,0.489390756177128,5.26360280991322e-09,-0.594148211033356,1.79337996351178e-13,-0.244688655057629,0.00556253153527706,-0.501438491416982,1.91377232953862e-09,0.221499149698236,0.0123265237531658
"221.1143242","221.1143242",2380934.95,"C9H16N3O2||C7H9N5O","Hercynine||7-Aminomethyl-7-carbaguanine","C05575||C16675","black",0.0923630037098783,0.301699272699772,-0.0117091278917159,0.896048270267018,-0.118433505742059,0.184788730726043,-0.293205770732185,0.000821544957049832,-0.81859223714106,6.87592323219252e-32,0.482160465566725,9.48266991726900e-09,-0.40737356225409,2.00103976821271e-06,-0.342725976080933,8.00398552946432e-05,-0.806912618424684,2.30232389079797e-30,0.671417279607553,5.68397658529688e-18,0.34243362603962,8.12451597873125e-05,0.615573333121619,1.34635834206361e-14,-0.382645304233284,9.00732881986798e-06
"298.0773813","298.0773813",1019780.865,"","","","black",-0.0920093991893846,0.30356175608385,0.323634052725367,0.00020602735315881,-0.253458218197346,0.00403782762000673,0.0788466096452669,0.378240159837388,0.84321189117256,1.70147135750274e-35,-0.217219199992489,0.0141632026618927,0.352206548676547,4.88984146920503e-05,-0.0523072437354059,0.559190440812377,0.395855590353478,4.09368498147386e-06,-0.574602028323284,1.61977127383502e-12,-0.239758655516363,0.00662866305734332,-0.431179242538643,4.17756130655737e-07,0.249806123906583,0.00462019002430158
