"","comp 1","comp 2","comp 3","comp 4","comp 5"
"149.0596181",0,0,0,0,0
"149.0636708",0,0,0,0,0
"149.0805707",0,0,0,0,0
"149.1170239",0,0,0,0,0
"149.9928783",0,0,0,0,0
"150.0581859",0,0,0,0,0
"150.0583682",0,0,0,0,0
"150.0628946",0,0,0,0,0
"150.0645329",0,0,0,0,0
"150.0772403",0,0,0,0,0
"150.0772924",0,0,0,0,0
"150.1123137",0,0,0,0,0
"151.0088136",0,0,0,0,0
"151.015381",0,0,0,0,0
"151.0612613",0,0,0,0,0
"151.0613921",0,0,0,0,0
"151.0969409",0,0,0,0,0
"151.6254134",0,0,0,0,0
"152.0095271",0,0,0,0,0
"152.0162271",0,0,0,0,0
"152.0317792",0,0,0,0,0
"152.0538664",0,0,0,0,0
"152.0565303",0,0,0,0,0
"152.0566394",0,0,0,0,0
"152.0566716",0,0,0,0,0
"152.0817443",0,0,0,0,0
"152.1430951",0,0,0,0,0
"152.5842512",0,0,0,0,0
"153.0065748",0,0,0,0,0
"153.0351545",0,0,0,0,0
"153.0404684",0,0,0,0,0
"153.0406247",0,0,0,0,0
"153.0407089",0,0,0,0,0
"153.0572674",0,0,0,0,0
"153.0595767",0,0,0,0,0
"153.0598199",0,0,0,0,0
"153.0858715",0,0,0,0,0
"153.1020035",0,0,0,0,0
"154.0101873",0,0,0,0,0
"154.0245383",0,0,0,0,0
"154.0245865",0,0,0,0,0
"154.0246271",0,0,0,0,0
"154.0436653",0,0,0,0,0
"154.0438834",0,0,0,0,0
"154.0605801",0,0,0,0,0
"154.083692",0,0,0,0,0
"154.097376",0,0,0,0,0
"155.0070398",0,0,0,0,0
"155.0280552",0,0,0,0,0
"155.0314647",0,0,0,0,0
"155.0446964",0,0,0,0,0
"155.0791421",0,0,0,0,0
"155.117789",0,0,0,0,0
"155.1541231",0,0,0,0,0
"155.5914642",0,0,0,0,0
"156.0267379",0,0,0,0,0
"156.0348026",0,0,0,0,0
"156.0423903",0,0,0,0,0
"156.0654157",0,0,0,0,0
"156.0767862",0,0,0,0,0
"156.0931999",0,0,0,0,0
"156.1380603",0,0,0,0,0
"156.1743183",0,0,0,0,0
"157.0607061",0,0,0,0,0
"157.0757427",0,0,0,0,0
"157.0800661",0,0,0,0,0
"157.1081896",0,0,0,0,0
"157.1334554",0,0,0,0,0
"158.059867",0,0,0,0,0
"158.060072",0,0,0,0,0
"158.0923737",0,0,0,0,0
"158.1173385",0,0,0,0,0
"158.1286639",0,0,0,0,0
"158.1538517",0,0,0,0,0
"158.9641832",0,0,0,0,0
"159.0625781",0,0,0,0,0
"159.0763838",0,0,0,0,0
"159.0914678",0,0,0,0,0
"159.0956014",0,0,0,0,0
"159.1127011",0,0,0,0,0
"159.1571565",0,0,0,0,0
"159.6142685",0,0,0,0,0
"160.0218392",0,0,0,0,0
"160.075405",0,0,0,0,0
"160.0840384",0,0,0,0,0
"160.0946039",0,0,0,0,0
"160.1078353",0,0,0,0,0
"160.1330816",0,0,0,0,0
"161.0787038",0,0,0,0,0
"161.0812987",0,0,0,0,0
"161.0919911",0,0,0,0,0
"161.1284721",0,0,0,0,0
"161.1321758",0,0,0,0,0
"161.609641",0,0,0,0,0
"162.0248447",0,0,0,0,0
"162.0546929",0,0,0,0,0
"162.1112353",0,0,0,0,0
"162.1123616",0,0,0,0,0
"162.1355455",0,0,0,0,0
"163.0572823",0,0,0,0,0
"163.1156598",0,0,0,0,0
"163.1477555",0,0,0,0,0
"163.9947043",0,0,0,0,0
"164.0566201",0,0,0,0,0
"164.073877",0,0,0,0,0
"164.0819501",0,0,0,0,0
"164.1164695",0,0,0,0,0
"164.1510243",0,0,0,0,0
"164.9093633",0,0,0,0,0
"164.9914896",0,0,0,0,0
"165.0244947",0,0,0,0,0
"165.0544873",0,0,0,0,0
"165.1022124",0,0,0,0,0
"165.163483",0,0,0,0,0
"165.9668888",0,0,0,0,0
"165.9877027",0,0,0,0,0
"166.0251189",0,0,0,0,0
"166.0259367",0,0,0,0,0
"166.0530976",0,0,0,0,0
"166.0578108",0,0,0,0,0
"166.0721448",0,0,0,0,0
"166.0721848",0,0,0,0,0
"166.0864409",0,0,0,0,0
"166.1023024",0,0,0,0,0
"166.1055222",0,0,0,0,0
"166.1198696",0,0,0,0,0
"166.1203949",0,0,0,0,0
"166.1587237",0,0,0,0,0
"167.0078512",0,0,0,0,0
"167.0337346",0,0,0,0,0
"167.0585725",0,0,0,0,0
"167.0889094",0,0,0,0,0
"167.0919828",0,0,0,0,0
"167.1064338",0,0,0,0,0
"167.1178694",0,0,0,0,0
"167.9896657",0,0,0,0,0
"168.0908817",0,0,0,0,0
"168.0927904",0,0,0,0,0
"168.1210977",0,0,0,0,0
"168.9906224",0,0,0,0,0
"169.0470098",0,0,0,0,0
"169.0583873",0,0,0,0,0
"169.0885167",0,0,0,0,0
"169.0930042",0,0,0,0,0
"169.0948941",0,0,0,0,0
"169.0971124",0,0,0,0,0
"170.0423403",0,0,0,0,0
"170.0597535",0,0,0,0,0
"170.0653177",0,0,0,0,0
"170.1171603",0,0,0,0,0
"170.5670095",0,0,0,0,0
"170.9791672",0,0,0,0,0
"171.016633",0,0,0,0,0
"171.0630293",0,0,0,0,0
"171.1204894",0,0,0,0,0
"171.1489371",0,0,0,0,0
"171.432243",0,0,0,0,0
"172.0060715",0,0,0,0,0
"172.0966989",0,0,0,0,0
"172.1078285",0,0,0,0,0
"172.6095847",0,0,0,0,0
"173.0423075",0,0,0,0,0
"173.0920243",0,0,0,0,0
"173.0920776",0,0,0,0,0
"173.1101765",0,0,0,0,0
"173.1361878",0,0,0,0,0
"174.0581521",0,0,0,0,0
"174.0760926",0,0,0,0,0
"174.0911923",0,0,0,0,0
"174.1000063",0,0,0,0,0
"174.1122829",0,0,0,0,0
"174.1487436",0,0,0,0,0
"174.1488807",0,0,0,0,0
"174.9386394",0,0,0,0,0
"175.0235462",0,0,0,0,0
"175.0368779",0,0,0,0,0
"175.071633",0,0,0,0,-0.23922
"175.0865167",0,0,0,0,0
"175.0865849",0,0,0,0,0
"175.1076644",0,0,0,0,0
"175.1190611",0,0,0,0,0
"175.1439312",0,0,0,0,0
"175.1520664",0,0,0,0,0
"175.6128096",0,0,0,0,0
"176.0552442",0,0,0,0,0
"176.0745417",0,0,0,0,-0.072434
"176.1219847",0,0,0,0,0
"176.1406246",0,0,0,0,0
"177.0609644",0,0,0,0,0
"177.0868169",0,0,0,0,0
"177.0869816",0,0,0,0,0
"177.1225484",0,0,0,0,0
"177.1243953",0,0,0,0,0
"177.1245433",0,0,0,0,0
"177.5468413",0,0,0,0,0
"177.6101762",0,0,0,0,0
"177.6102935",0,0,0,0,0
"177.7797021",0,0,0,0,0
"178.0497172",0,0,0,0,0
"178.0531505",0,0,-0.055314,0,0
"178.0586174",0,0,0,0,0
"178.0722486",0,0,0,0,0
"178.0902651",0,0,0,0,0
"178.1073664",0,0,0,0,0
"178.1141431",0,0,0,0,0
"178.1559221",0,0,0,0,0
"178.9713527",0,0,0,0,0
"179.0012369",0,0,0,0,0
"179.0037283",0,0,0,0,0
"179.0225583",0,0,0,0,0
"179.0400354",0,0,0,0,0
"179.0621346",0,0,0,0,-0.39775
"179.0900517",0,0,0,0,0
"179.1101109",0,0,0,0,0
"179.128248",0,0,0,0,0
"179.128271",0,0,0,0,0
"179.1283363",0,0,0,0,0
"179.6076633",0,0,0,0,0
"179.6299607",0,0,0,0,0
"179.6300251",0,0,0,0,0
"180.0031705",0,0,0,0,-0.0085046
"180.0878581",0,0,0,0,0
"180.0879382",0,0,0,0,0
"180.0960706",0,0,0,0,0
"180.1017839",0,0,0,0,0
"180.1360048",0,0,0,0,0
"180.6377432",0,0,0,0,0
"180.8832015",0,0,0,0,0
"181.0019549",0,0,0,0,0
"181.025976",0,0,0,0,0
"181.073349",0,0,0,0,0
"181.0736188",0,0,0,0,0
"181.0911544",0,0,0,0,0
"181.0948904",0,0,0,0,0
"181.0968476",0,0,0,0,0
"181.1050466",0,0,0,0,0
"181.1082577",0,0,0,0,0
"181.121846",0,0,0,0,0
"181.1220531",0,0,0,0,0
"181.1257706",0,0,0,0,0
"181.6274877",0,0,0,0,0
"182.0291742",0,0,0,0,0
"182.047987",0,0,0,0,0
"182.0812989",0,0,0,0,0
"182.09717",0,0,0,0,0
"182.1252401",0,0,0,0,0
"182.1254439",0,0,0,0,0
"182.962253",0,0,0,0,0
"183.0299332",0,0,0,0,0
"183.0838941",0,0,0,0,0
"183.6103749",0,0,0,0,0
"184.0603296",0,0,0,0,0
"184.0848275",0,0,0,0,0
"184.0962628",0,0,0,0,0
"184.0967702",0,0,0,0,0
"184.1078663",0,0,0,0,0
"184.1692636",0,0,0,0,0
"184.1695046",0,0,0,0,0
"184.1695397",0,0,0,0,0
"184.618145",0,0,0,0,0
"184.6181734",0,0,0,0,0
"185.0324127",0,0,0,0,0
"185.055682",0,0,0,0,0
"185.0880146",0,0,0,0,0
"185.1000221",0,0,0,0,0
"185.1147341",0,0,0,0,0
"185.128196",0,0,0,0,0
"185.1283825",0,0,0,0,0
"185.164612",0,0,0,0,0
"186.0161753",0,0,0,0,0
"186.0601938",0,0,0,0,0
"186.0759617",0,0,0,0,0
"186.091078",0,0,0,0,0
"186.1205018",0,0,0,0,0
"186.1486812",0,0,0,0,0
"186.5619918",0,0,0,0,0
"187.0580511",0,0,0,0,0
"187.1076731",0,0,0,0,0
"187.1077182",0,0,0,0,0
"187.1077332",0,0,0,0,0
"187.5946202",0,0,0,0,0
"188.0679608",0,0,0,0,0
"188.0703602",0,0,0,0,0
"188.1065686",0,0,0,0,0
"188.1065856",0,0,0,0,0
"188.1153403",0,0,0,0,0
"188.1153596",0,0,0,0,0
"188.1230664",0,0,0,0,0
"188.6083537",0,0,0,0,0
"188.6169567",0,0,0,0,0
"189.0070902",0,0,0,0,0
"189.0156024",0,0,0,0,0
"189.0692062",0,0,0,0,0
"189.0708812",0,0,0,0,0
"189.0734693",0,0,0,0,0
"189.1050196",0,0,0,0,0
"189.1230844",0,0,0,0,0
"189.1232644",0,0,0,0,0
"189.1233253",0,0,0,0,0
"189.1233288",0,0,0,0,0
"189.1233829",0,0,0,0,0
"189.1344709",0,0,0,0,0
"189.1597679",0,0,0,0,0
"190.0708611",0,0,0,0,0
"190.0770249",0,0,0,0,0
"190.1264899",0,0,0,0,0
"190.1266229",0,0,0,0,0
"190.1631666",0,0,0,0,0
"190.9120626",0,0,0,0,0
"190.9888119",0,0,0,0,0
"191.0402663",0,0,0,0,0
"191.0768038",0,0,0,0,0
"191.0912313",0,0,0,0,0
"191.1024202",0,0,0,0,0
"191.9894113",0,0,0,0,0
"192.0243446",0,0,0,0,0
"192.029031",0,0,0,0,0
"192.0687389",0,0,0,0,0
"192.0802686",0,0,0,0,0
"192.0945487",0,0,0,0,0
"192.1053256",0,0,0,0,0
"192.1593721",0,0,0,0,0
"192.597326",0,0,0,0,0
"192.5974527",0,0,0,0,0
"192.9101819",0,0,0,0,0
"192.9864057",0,0,0,0,0
"193.0351708",0,0,0,0,0
"193.0680738",0,0,0,0,0
"193.0721794",0,0,0,0,0
"193.0971612",0,0,0,0,0
"193.1312154",0,0,0,0,0
"193.1547659",0,0,0,0,0
"193.1626131",0,0,0,0,0
"193.5698556",0,0,0,0,0
"193.5962958",0,0,0,0,0
"193.5963583",0,0,0,0,0
"193.610868",0,0,0,0,0
"193.6233183",0,0,0,0,0
"194.0326938",0,0,0,0,0
"194.0645513",0,0,0,0,0
"194.0659212",0,0,0,0,0
"194.067124",0,0,0,0,0
"194.1027365",0,0,0,0,0
"194.1250652",0,0,0,0,0
"194.1391052",0,0,0,0,0
"194.6045455",0,0,0,0,0
"194.9282837",0,0,0,0,0
"194.9812504",0,0,0,0,0
"195.0051563",0,0,0,0,0
"195.0986173",0,0,0,0,0
"195.1106058",0,0,0,0,0
"195.1124227",0,0,0,0,0
"195.1287438",0,0,0,0,0
"195.6026782",0,0,0,0,0
"195.9773959",0,0,0,0,0
"196.0636232",0,0,0,0,0
"196.0941681",0,0,0,0,0
"196.1354692",0,0,0,0,0
"196.4699766",0,0,0,0,0
"196.9255958",0,0,0,0,-0.028052
"197.0118252",0,0,0,0,0
"197.1009847",0,0,0,0,0
"197.1142479",0,0,0,0,0
"198.0524925",0,0,0,0,0
"198.061252",0,0,0,0,0
"198.0760321",0,0,0,0,0
"198.1043108",0,0,0,0,0
"198.1236081",0,0,0,0,0
"198.1485099",0,0,0,0,0
"199.0557108",0,0,0,0,0
"199.0688013",0,0,0,0,0
"199.0904606",0,0,0,0,0
"199.1439636",0,0,0,0,0
"199.605245",0,0,0,0,0
"199.9908136",0,0,0,0,0
"200.040678",0,0,0,0,0
"200.0703725",0,0,0,0,0
"200.106981",0,0,0,0,0
"200.1641671",0,0,0,0,0
"200.6023483",0,0,0,0,0
"200.6185383",0,0,0,0,0
"200.6312385",0,0,0,0,0
"200.9734017",0,0,0,0,0
"201.0721169",0,0,0,0,0
"201.0869425",0,0,0,0,0
"201.0979643",0,0,0,0,0
"201.123144",0,0,0,0,0
"201.1232565",0,0,0,0,0
"201.1245373",0,0,0.036672,0,0
"201.566743",0,0,0,0,0
"201.6208832",0,0,0,0,0
"202.0063861",0,0,0,0,0
"202.0708652",0,0,0,0,0
"202.0860851",0,0,0,0,0
"202.1072155",0,0,0,0,0
"202.1095803",0,0,0,0,0
"202.1185884",0,0,0,0,0
"202.156005",0,0,0,0,0
"202.1799398",0,0,0,0,0
"202.1801414",0,0,0,0,0
"202.5977326",0,0,0,0,0
"202.5998263",0,0,0,0,0
"202.5998902",0,0,0,0,0
"202.6104402",0,0,0,0,0
"202.9705633",0,0,0,0,0
"202.9862991",0,0,0,0,0
"203.0078192",0,0,0,0,0
"203.0466584",0,0,0,0,0
"203.0661383",0,0,0,0,0
"203.0704359",0,0,0,0,0
"203.0811371",0,0,0,0,0
"203.0814065",0,0,0,0,0
"203.0899636",0,0,0,0,0
"203.102424",0,0,0,0,0
"203.1025377",0,0,0,0,0
"203.1025417",0,0,0,0,0
"203.1389117",0,0,0,0,0
"203.139089",0,0,0,0,0
"203.1501981",0,0,0,0,0
"203.1829974",0,0,0,0,0
"204.0111297",0,0,0,0,0
"204.0626488",0,0,0,0,0
"204.0865565",0,0,0,0,0
"204.0867971",0,0,0,0,0
"204.0894438",0,0,0,0,0
"204.0976162",0,0,0,0,0
"204.1014973",0,0,0.028731,0,0
"204.1179886",0,0,0,0,0
"204.1229403",0,0,0,0,0
"204.1340858",0,0,0,0,0
"204.142145",0,0,0,0,0
"204.1534774",0,0,0,0,0
"204.1862933",0,0,0,0,0
"204.9333421",0,0,0,0,0
"204.957145",0,0,0,0,0
"205.0044572",0,0,0,0,0
"205.0557039",0,0,0,0,0
"205.0596023",0,0,0,0,0
"205.0605438",0,0,0,0,0
"205.0969599",0,0,0,0,0
"205.1076307",0,0,0,0,0
"205.117837",0,0,0,0,0
"205.1375947",0,0,0,0,0
"205.6093558",0,0,0,0,0
"205.6275548",0,0,0,0,0
"206.0446403",0,0,0,0,0
"206.0716848",0,0,0,0,0
"206.0851012",0,0,0,0,0
"206.099939",0,0,0,0,0
"206.1211531",0,0,0,0,0
"206.1750496",0,0,0,0,0
"206.6130096",0,0,0,0,0
"206.6312154",0,0,0,0,0
"206.9663011",0,0,0,0,0
"206.9960648",0,0,0,0,0
"207.0143432",0,0,0,0,0
"207.0171232",0,0,0,0,0
"207.04797",0,0,0,0,0
"207.0508545",0,0,0,0,0
"207.0796588",0,0,0,0,0
"207.0972981",0,0,0,0,0
"207.1033466",0,0,0,0,0
"207.1126372",0,0,0,0,0
"207.1149517",0,0,0,0,0
"207.141729",0,0,0,0,0
"207.639062",0,0,0,0,0
"207.6391316",0,0,0,0,0
"207.9984221",0,0,0,0,0
"208.1004019",0,0,0,0,0
"208.1020762",0,0,0,0,0
"208.1177991",0,0,0,0,0
"208.5998187",0,0,0,0,0
"208.6159888",0,0,0,0,0
"208.6179931",0,0,0,0,0
"208.6467701",0,0,0,0,0
"209.0554792",0,0,0,0,0
"209.0975118",0,0,0,0,0
