"","comp 1","comp 2","comp 3","comp 4","comp 5"
"209.1032926",0,0,0,0,0
"209.1283385",0,0,0,0,0
"209.1390862",0,0,0,0,0
"209.164505",0,0,0,0,0
"209.5895241",0,0,0,0,0
"209.6182449",0,0,0,0,0
"210.0760812",0,0,0,0,0
"210.0976419",0,0,0,0,0
"210.120086",0,0,0,0,0
"210.1234201",0,0,0,0,0
"210.1460985",0,0,0,0,0
"211.0688954",0,0,0,0,0
"211.104976",0,0,0,0,0
"211.1076213",0,0,0,0,0
"211.1128902",0,0,0,0,0
"211.1436545",0,0,0,0,0
"211.4579731",0,0,0,0,0
"212.0308058",0,0,0,0,0
"212.0527467",0,0,0,0,0
"212.0916866",0,0,0,0,0
"212.1030067",0,0,0,0,0
"212.1154575",0,0,0,0,0
"212.1251701",0,0,0,0,0
"212.1640344",0,0,0,0,0
"213.0519482",0,0,0,0,0
"213.052071",0,0,0,0,0
"213.073178",0,0,0,0,0
"213.0749403",0,0,0,0,0
"213.0868798",0,0,0,0,0
"213.0981714",0,0,0,0,0
"213.1183815",0,0,0,0,0
"213.6306705",0,0,0,0,0
"213.9861078",0,0,0,0,0
"214.0023055",0,0,0,0,0
"214.0506954",0,0,0,0,0
"214.0764525",0,0,0,0,0
"214.0783739",0,0,0,0,0
"214.1184384",0,0,0,0,0
"214.1184629",0,0,0,0,0
"214.1797554",0,0,0,0,0
"214.6203073",0,0,0,0,0
"214.6286572",0,0,0,0,0
"214.6342112",0,0,0,0,0
"214.6466465",0,0,0,0,0
"214.6467705",0,0,0,0,0
"214.9972503",0,0,0,0,0
"215.0160836",0,0,0,0,0
"215.0223477",0,0,0,0,0
"215.0225615",0,0,0,0,0
"215.0482364",0,0,0,0,0
"215.0513015",0,0,0,0,0
"215.0676957",0,0,0,0,0
"215.087924",0,0,0,0,0
"215.1368532",0,0,0,0,0
"215.1386329",0,0,0,0,0
"215.1390302",0,0,0,0,0
"215.1391115",0,0,0,0,0
"215.1751471",0,0,0,0,0
"215.6546786",0,0,0,0,0
"215.9840878",0,0,0,0,0
"216.0147465",0,0,0,0,0
"216.0352202",0,0,0,0,0
"216.0353865",0,0,0,0,0
"216.0540975",0,0,0,0,0
"216.0655464",0,0,0,0,0
"216.1053464",0,0,0,0,0
"216.1589295",0,0,0,0,0
"216.1590909",0,0,0,0,0
"216.1957892",0,0,0,0,0
"216.5974836",0,0,0,0,0
"216.6136057",0,0,0,0,0
"216.6260879",0,0,0.40576,0,0
"216.9229536",0,0,0,0,0
"217.0019728",0,0,0,0,0
"217.0467022",0,0,0,0,0
"217.0496681",0,0,0,0,0
"217.0642177",0,0,0,0,0
"217.0817956",0,0,0,0,0
"217.1180237",0,0,0,0,0
"217.1182314",0,0,0,0,0
"217.1193784",0,0,0,0,0
"217.1194427",0,0,0,0,0
"217.1293411",0,0,0,0,0
"217.1544263",0,0,0,0,0
"217.1625049",0,0,0,0,0
"217.6157717",0,0,0,0,0
"218.0128896",0,0,0,0,0
"218.1209698",0,0,0,0,0
"218.1387211",0,0,0,0,0
"218.5476872",0,0,0,0,0
"218.9817156",0,0,0,0,0
"218.9837481",0,0,0,0,0
"218.9839653",0,0,0,0,0
"219.0350715",0,0,0,0,0
"219.0540392",0,0,0,0,0
"219.0829696",0,0,0,0,0
"219.0974785",0,0,0,0,0
"219.1107358",0,0,0,0,0
"219.1337217",0,0,0,0,0
"219.1340124",0,0,0,0,0
"219.1421486",0,0,0,0,0
"219.6125239",0,0,0,0,0
"219.6301678",0,0,0,0,0
"219.9844367",0,0,0,0,0
"220.1006656",0,0,0,0,0
"220.1125834",0,0,0,0,0
"220.1178941",0,0,0,0,0
"220.6147808",0,0,0,0,0
"220.9812249",0,0,0,0,0
"221.0766742",0,0,0,0,0
"221.0917844",0,0,0,0,0
"221.1033464",0,0,0,0,0
"221.1082062",0,0,0,0,0
"221.112975",0,0,0,0,0
"221.1143242",0,0,0,0,0
"221.1212029",0,0,0,0,0
"221.1858029",0,0,0,0,-0.0731
"221.6099387",0,0,0,0,0
"221.6420768",0,0,0,0,0
"221.6546039",0,0,0,0,0
"221.9817661",0,0,0,0,0
"222.0970565",0,0,0,0,0
"222.1175487",0,0,0,0,0
"222.1218398",0,0,0,0,0
"222.1436322",0,0,0,0,0
"222.6260981",0,0,0,0.23745,0
"222.6442499",0,0,0,0,0
"222.6442892",0,0,0,0,0
"222.8680323",0,0,0,0,0
"222.988277",0,0,0,0,0
"223.0943139",0,0,0,0,0
"223.1007488",0,0,0,0,0
"223.1073119",0,0,0,0,0
"223.1279746",0,0,0,0.19762,0
"223.1663416",0,0,0,0,0
"223.6338365",0,0,0,0,0
"223.6338538",0,0,0,0,0
"224.0517643",0,0,0,0,0
"224.1105449",0,0,0,0,0
"224.1355833",0,0,0,0,0
"224.6130726",0,0,0,0,0
"224.6235024",0,0,0,0,0
"224.6311243",0,0,0,0,0
"224.9834494",0,0,0,0,0
"225.0067646",0,0,0,0,0
"225.0607404",0,0,0,0,0
"225.061539",0,0,0,0,0
"225.0845596",0,0,0,0,0
"225.0905642",0,0,0,0,0
"225.1149671",0,0,0,0,0
"225.1344918",0,0,0,0,0
"225.6041556",0,0,0,0,0
"225.7936911",0,0,0,0,0
"226.0820901",0,0,0,0,-0.072859
"226.0874744",0,0,0,0,0
"226.1125694",0,0,0,0,0
"226.1184776",0,0,0,0,0
"226.1281529",0,0,0,0,0
"226.1376505",0,0,0,0,0
"226.1547155",0,0,0,0,0
"226.1794694",0,0,0,0,0
"226.8801005",0,0,0,0,0
"226.9516594",0,0,0,0,0
"227.0086114",0,0,0,0,0
"227.0761145",0,0,0,0,0
"227.0786088",0,0,0,0,0
"227.084477",0,0,0,0,0
"227.1023907",0,0,0,0,0
"227.1081578",0,0,0,0,0
"227.1137835",0,0,0,0,0
"227.1384868",0,0,0,0,0
"227.1827487",0,0,0,0,0
"227.6099753",0,0,0,0,0
"228.081879",0,0,0,0,0
"228.0977974",0,0,0,0,0
"228.1159715",0,0,0,0,0
"228.1170373",0,0,0,0,0
"228.1283482",0,0,0,0,0
"228.1453715",0,0,0,0,0
"228.1707563",0,0,0,0,0
"228.1707835",0,0,0,0,0
"228.6177519",0,0,0,0,0
"228.6499821",0,0,0,0,0
"229.0380914",0,0,0,0,0
"229.1009782",0,0,0,0,0
"229.1182467",0,0,0,0,0
"229.1182996",0,0,0,0,0
"229.1406621",0,0,0,0,0
"229.1421375",0,0,0,0,0
"229.1545866",0,0,0,0,0
"229.1546072",0,0,0,0,0
"229.6211924",0,0,0,0,0
"229.633997",0,0,0,0,0
"229.6340047",0,0,0,0,0
"229.9803506",0,0,0,0,0
"230.0592583",0,0,0,0,0
"230.0593139",0,0,0,0,0
"230.0956634",0,0,0,0,0
"230.0958111",0,0,0,0,0
"230.1020256",0,0,0,0,0
"230.1133413",0,0,0,0,0
"230.1133449",0,0,0,0,0
"230.1315628",0,0,0,0,0
"230.135802",0,0,0,0,0
"230.5785143",0,0,0,0,0
"230.6234408",0,0,0,0,0
"230.9663304",0,0,0,0,0
"231.0175802",0,0,0,0,0
"231.0581879",0,0,0,0,0
"231.0612747",0,0,0,0,0
"231.0654538",0,0,0,0,0
"231.0657942",0,0,0.10365,0,0
"231.0764847",0,0,0,0,0
"231.0802868",0,0,0,0,0
"231.0974981",0,0,0,0,0
"231.0974992",0,0,0,0,0
"231.0990983",0,0,0,0,0
"231.1107659",0,0,0,0,0
"231.1310261",0,0,0,0,0
"231.1338476",0,0,0,0,0
"231.1586021",0,0,0,0,0
"231.1586426",0,0,0,0,0
"231.1701514",0,0,0,0,0
"231.1701744",0,0,0,0,0
"231.1779913",0,0,0,0,0
"231.6206707",0,0,0,0,0
"231.622482",0,0,0,0,0
"231.988696",0,0,0,0,0
"232.012824",0,0,0,0,0
"232.0815307",0,0,0,0,0
"232.0965594",0,0,0,0,0
"232.0974521",0,0,0,0,0
"232.1007918",0,0,0,0,0
"232.1288837",0,0,0,0,0
"232.1290114",0,0,0,0,0
"232.1734165",0,0,0,0,0
"232.5667923",0,0,0,0,0
"232.6285774",0,0,0,0,0
"232.7938451",0,0,0,0,0
"232.8968456",0,0,0,0,0
"232.9282962",0,0,0,0,0
"232.9638317",0,0,0,0,0
"232.9993389",0,0,0,0,0
"232.9995457",0,0,0,0,0
"233.0631531",0,0,0,0,0
"233.066808",0,0,0,0,0
"233.0778538",0,0,0,0,0
"233.0814031",0,0,0,0,0
"233.0839244",0,0,0,0,0
"233.1130073",0,0,0,0,0
"233.1130291",0,0,0,0,0
"233.1305687",0,0,0,0,0
"233.1436366",0,0,0,0,0
"233.1495538",0,0,0,0,0
"233.1496375",0,0,0,0,0
"233.1506831",0,0,0,0,0
"233.9999898",0,0,0,0,0
"234.0847733",0,0,0,0,0
"234.108242",0,0,0,0,0
"234.1153413",0,0,0,0,0
"234.1447468",0,0,0,0,0
"234.1527887",0,0,0,0,0
"234.1695097",0,0,0,0,0
"234.5643612",0,0,0,0,0
"234.6136119",0,0,0,0,0
"234.631778",0,0,0,0,0
"234.8940659",0,0,0,0,0
"234.961246",0,0,0,0,0
"234.9967517",0,0,0,0,0
"235.0489638",0,0,0,0,0
"235.0569135",0,0,0,0,0
"235.0746313",0,0,0,-0.10805,0
"235.0994667",0,0,0,0,0
"235.118752",0,0,0,0,0
"235.1235706",0,0,0,0,0
"235.1237561",0,0,0,0,0
"235.1287381",0,0,0,0,0
"235.1416574",0,0,0,0,0
"235.6254407",0,0,0,0,0
"235.6395452",0,0,0,0,0
"235.657582",0,0,0,0,0
"235.9617919",0,0,0,0,0
"236.0602368",0,0,0,0,0
"236.0711214",0,0,0,0,0
"236.0777883",0,0,0,0,0
"236.0956117",0,0,0,0,0
"236.1042629",0,0,0,0,0
"236.1126921",0,0,0,0,0
"236.1308542",0,0,0,0,0
"236.1491784",0,0,0,0,0
"236.1615924",0,0,0,0,0
"236.6417427",0,0,0,0,0
"236.6417808",0,0,0,0,0
"236.659889",0,0,0,0,0
"236.9587838",0,0,0,0,0
"237.0550066",0,0,0,0,0
"237.0698094",0,0,0,0,0
"237.0866772",0,0,0,0,0
"237.086888",0,0,0,0,0
"237.0904592",0,0,0,0,0
"237.11497",0,0,0,0,0
"237.1151819",0,0,0,0,0
"237.1170745",0,0,0,0,0
"237.1231347",0,0,0,0,0
"237.1232342",0,0,0,0,0
"237.1267176",0,0,0,0,0
"237.1344172",0,0,0,0,0
"237.1394202",0,0,0,0,0
"237.1523928",0,0,0,0,0
"237.1956444",0,0,0,0,0
"237.4776549",0,0,0,0,0
"237.6187408",0,0,0,0,0
"237.630435",0,0,0,0,0
"237.6313513",0,0,0,0,0
"237.6370073",0,0,0,0,0
"237.6495857",0,0,0,0,0
"238.0933542",0,0,0,0,0
"238.1198139",0,0,0,0,0
"238.1263947",0,0,0,0,0
"238.1264994",0,0,0,0,0
"238.1289021",0,0,0.035626,0,0
"238.140918",0,0,0,0,0
"238.1513181",0,0,0,0,0
"238.6210175",0,0,0,0,0
"238.6524148",0,0,0,0,0
"238.8419631",0,0,0,0,0
"239.1025825",0,0,0,0,0
"239.1080672",0,0,0,0,0
"239.6161255",0,0,0,0,0
"239.6288537",0,0,0,0,0
"240.0255808",0,0,0,0,0
"240.0293222",0,0,0,0,0
"240.1057968",0,0,0,0,0
"240.1519047",0,0,0,0,0
"240.1564671",0,0,0,0,0
"240.785386",0,0,0,0,0
"241.0130146",0,0,0,0,0
"241.0310031",0,0,0,0,0
"241.0553089",0,0,0,0,0
"241.0741821",0,0,0,0,0
"241.0817476",0,0,0,0,0
"241.0916889",0,0,0,0,0
"241.4573666",0,0,0,0,0
"241.5854319",0,0,0,0,0
"242.0997024",0,0,0,0,0
"242.1315621",0,0,0,0,0
"242.1316312",0,0,0,0,0
"242.1412648",0,0,0,0,0
"242.1497049",0,0,0,0,0
"242.6290573",0,0,0,0,0
"242.6292575",0,0,0,0,0
"242.9256953",0,0,0,0,0
"243.0170326",0,0,0,0,0
"243.0536699",0,0,0,0,0
"243.0940885",0,0,0,0,0
"243.1030409",0,0,0,0,0
"243.1308889",0,0,0,0,0
"243.1338711",0,0,0,0,0
"243.1757673",0,0,0,0,0
"243.18332",0,0,0,0,0
"243.6370883",0,0,0,0,0
"243.6678857",0,0,0,0,0
"243.6775827",0,0,0,0,0
"244.0570282",0,0,0,0,0
"244.0790279",0,0,0,0,-0.097626
"244.092773",0,0,0,0,0
"244.1291297",0,0,0,0,0
"244.1291628",0,0,0,0,0
"244.1372238",0,0,0,0,0
"244.1470388",0,0,0,0,0
"244.165022",0,0,0,0,0
"244.1654485",0,0,0,0,0
"244.1901031",0,0,0,0,0
"244.190171",0,0,0,0,0
"244.5941351",0,0,0,0,0
"244.6447717",0,0,0,0,0
"244.6447904",0,0,0,0,0
"244.6574715",0,0,0,0,0
"244.9238047",0,0,0,0,0
"245.019145",0,0,0,0,0
"245.0691578",0,0,0,0,0
"245.0766866",0,0,0,0,0
"245.0951675",0,0,0,0,0
"245.0959185",0,0,0,0,0
"245.1125355",0,0,0,0,0
"245.1130021",0,0,0,0,0
"245.1209519",0,0,0,0,0
"245.136678",0,0,0.22471,0,0
"245.1686894",0,0,0,0,0
"245.1857389",0,0,0,0,0
"245.1933392",0,0,0,0,0
"245.2218921",0,0,0,0,0
"245.6161907",0,0,0,0,0
"245.6472203",0,0,0,0,0
"245.8012611",0,0,0,0,0
"245.9544615",0,0,0,0,0
"245.9774139",0,0,0,0,0
"246.0337984",0,0,0,0,0
"246.0364681",0,0,0,0,0
"246.054247",0,0,0,0,0
"246.0798546",0,0,0,0,0
"246.0970913",0,0,0,0,0
"246.12656",0,0,0.2171,0,0
"246.1446793",0,0,0,0,0
"246.1448646",0,0,0,0,0
"246.144866",0,0,0,0,0
"246.1488197",0,0,0,0,0
"246.1697587",0,0,0,0,0
"246.1810733",0,0,0,0,0
"246.1889304",0,0,0,0,0
"246.2062752",0,0,0,0,0
"246.2063287",0,0,0,0,0
"246.4693808",0,0,0,0,0.068791
"246.6007931",0,0,0,0,0
"246.6152737",0,0,0,0,0
"246.6277638",0,0,0,0,0
"246.6500707",0,0,0,0,0
"246.9438929",0,0,0,0,0
"246.9786335",0,0,0,0,0
"247.0150181",0,0,0,0,0
"247.0808117",0,0,0,0,0
"247.0923619",0,0,0,0,0
"247.1110891",0,0,0,0,0
"247.1111185",0,0,0,0,0
"247.1286464",0,0,0,0,0
"247.1287579",0,0,0,0,0
"247.1287836",0,0,0,0,0
"247.1288635",0,0,0,0,0
"247.1288911",0,0,0,0,0
"247.1398899",0,0,0,0,0
"247.1480317",0,0,0,0,0
"247.1732318",0,0,0,0,0
"247.6212287",0,0,0,0,0
"247.7886985",0,0,0,0,0
"248.0915472",0,0,0,0,0
"248.1002239",0,0,0,0,0
"248.1142923",0,0,0,0,0
"248.1239887",0,0,0,0,0
"248.131896",0,0,0,0,0
"248.1319161",0,0,0,0,0
"248.1319473",0,0,0,0,0
"248.1320661",0,0,0,0,0
"248.1604143",0,0,0,0,0
"248.1853451",0,0,0,0,0
"248.2217262",0,0,0,0,0
"248.5932274",0,0,0,0,0
"248.610537",0,0,0,0,0
"248.6474334",0,0,0,0,0
"248.8008393",0,0,0,0,0
"248.8708296",0,0,0,0,0
"248.9768511",0,0,0,0,0
"249.0124888",0,0,0,0,0
"249.0503604",0,0,0,0,0
"249.0926084",0,0,0,0,0
"249.0958389",0,0,0,0,0
"249.1080431",0,0,0,0,0
"249.1091149",0,0,0,0,0
"249.1266017",0,0,0,0,0
"249.1394311",0,0,0,0,0
"249.2250858",0,0,0,0,0
"249.5877501",0,0,0,0,0
"249.6414878",0,0,0,0,0
"249.9775564",0,0,0,0,0
"250.0244681",0,0,0,0,0
"250.0382651",0,0,0,0,0
"250.0933976",0,0,0,0,0
"250.0934369",0,0,0,0,0
"250.0990383",0,0,0,0,0
"250.1289214",0,0,0,0,0
"250.1393953",0,0,0,0,0
"250.1527288",0,0,0,0,0
"250.1549798",0,0,0,0,0
"250.4655695",0,0,0,0,0
"250.5814038",0,0,0,0,0
"250.6319801",0,0,0,0,0
"250.8000147",0,0,0,0,0
"250.8681834",0,0,0,0,0
"250.9387972",0,0,0,0,0
"250.9743231",0,0,0,0,0
"251.0309545",0,0,0,0,0
"251.0639325",0,0,0,0,0
"251.0772805",0,0,0,0,0
"251.0773653",0,0,0,0,0
"251.0886225",0,0,0,0,0
"251.0967044",0,0,0,0,0
"251.1059579",0,0,0,0,0
"251.1061167",0,0,0,0,0
"251.112487",0,0,0,0,0
"251.1271084",0,0,0,0,0
"251.1387567",0,0,0,0,0
"251.1499676",0,0,0,0,0
"251.1550333",0,0,0,0,0
"251.616286",0,0,0,0,0
"251.9421422",0,0,0,0,0
"252.0725911",0,0,-0.11118,0,0
"252.0978333",0,0,0,0,0
"252.132113",0,0,0,0,0
"252.1343425",0,0,0,0,0
"252.1564986",0,0,0,0,0
"252.613412",0,0,0,0,0
"252.6238515",0,0,0,0,0
"252.6367348",0,0,0,0,0
"252.6367572",0,0,0,0,0
"253.0113348",0,0,0,0,0
"253.0476526",0,0,0,0,0
"253.0476643",0,0,0,0,0
"253.0931771",0,0,0,0,0
"253.1180271",0,0,0,0,0
"253.1181819",0,0,0,0,0
"253.1290632",0,0,0,0,0
"253.1382942",0,0,0,0,0
"253.1572697",0,0,0,0,0
"253.1598102",0,0,0,0,0
"253.6395426",0,0,0,0,0
"254.051118",0,0,0,0,0
"254.1066407",0,0,0,0,0
"254.114941",0,0,0,0,0
"254.1213884",0,0,0,0,0
"254.1610707",0,0,0,0,0
"254.6128235",0,0,0,0,0
"254.6471552",0,0,0,0,0
"255.0472722",0,0,0,0,0
"255.0593856",0,0,0,0,0
"255.0632866",0,0,0,0,0
"255.0974555",0,0,0,0,0
"255.1050619",0,0,0,0,0
"255.1449185",0,0,0,0,0
"255.1450473",0,0,0,0,0
"255.1450615",0,0,0,0,0
"255.1491454",0,0,0,0,0
"255.1645386",0,0,0,0,0
"255.1755165",0,0,0,0,0
"255.6189291",0,0,0,0,0
"255.6314434",0,0,0,0,0
"255.6550132",0,0,0,0,0
"255.8046255",0,0,0,0,0
"256.0610621",0,0,0,0,0
"256.0667242",0,0,0,0,0
"256.0850152",0,0,0,0,0
"256.0973495",0,0,0,0,0
"256.1007121",0,0,0,0,0
"256.12702",0,0,0,0,0
"256.1390385",0,0,0,0,0
"256.6178693",0,0,0,0,0
"256.6226264",0,0,0,0,0
"256.6446236",0,0,0,0,0
"256.6447633",0,0,0,0,0
"256.6447948",0,0,0,0,0
"257.032887",0,0,0,0,0
"257.0591232",0,0,0,0,0
"257.0691947",0,0,0,0,0
"257.0812942",0,0,0,0,-0.10175
"257.0813042",0,0,0,0,-0.42168
"257.1141955",0,0,0,0,0
"257.124188",0,0,0,0,0
"257.1507088",0,0,0,0,0
"257.1513829",0,0,0,0,0
"257.1728645",0,0,0,0,0
"257.1730605",0,0,0,0,0
"257.4293562",0,0,0,0,0
"257.5889592",0,0,0,0,0
"257.6162695",0,0,0,0,0
"257.6344418",0,0,0,0,0
"257.6526698",0,0,0,0,0
"257.6746798",0,0,0,0,0
"257.6749561",0,0,0,0,0
"257.8079477",0,0,0,0,0
"258.0363839",0,0,0,0,0
"258.0647775",0,0,0,0,0
"258.0948391",0,0,0,0,0
"258.1128258",0,0,0,0,0
"258.1176206",0,0,0,0,0
"258.1447077",0,0,0,0,0
"258.1447479",0,0,0,0,0
"258.1696509",0,0,0,0,0
"258.5872262",0,0,0,0,0
"258.587381",0,0,0,0,0
"258.8998059",0,0,0,0,0
"258.9636078",0,0,0,0,0
"259.0235176",0,0,0,0,0
"259.0279664",0,0,0,0,0
"259.071639",0,0,0,0,0
"259.0925633",0,0,0,0,0
"259.0925888",0,0,0,0,0
"259.096806",0,0,0,0,0
"259.0994547",0,0,0,0,0
"259.1118813",0,0,0,0,0
"259.1345354",0,0,0,0,0
"259.1401157",0,0,0,0,0
"259.152538",0,0,0,0,0
"259.1897054",0,0,0,0,0
"259.5814812",0,0,0,0,0
"259.6320516",0,0,0,0,0
"259.6442307",0,0,0,0,0
"259.6447146",0,0,0,0,0
"259.6502462",0,0,0,0,0
"259.6543293",0,0,0,0,0
"259.6577449",0,0,0,0,0
"259.9158074",0,0,0,0,0
"259.9916832",0,0,0,0,0
"260.0078398",0,0,0,0,0
"260.0103715",0,0,0,0,0
"260.0583611",0,0,0,0,0
"260.0959231",0,0,0,0,0
"260.1028696",0,0,0,0,0
"260.1066051",0,0,0,0,0
"260.1237806",0,0,0,0,0
"260.1283363",0,0,0,0,0
"260.1419602",0,0,0,0,0
"260.1465721",0,0,0,0,0
"260.1603084",0,0,0,0,0
"260.1604053",0,0,0,0,0
"260.1604088",0,0,0,0,0
"260.1604368",0,0,0,0,0
"260.1605798",0,0,0,0,0
"260.169704",0,0,0,0,0
"260.1852589",0,0,0,0,0
"260.1966866",0,0,0,0,0
"260.1967331",0,0,0,0,0
"260.6215175",0,0,0,0,0
"260.6305615",0,0,0,0,0
"260.6473551",0,0,0,0,0
"260.6599009",0,0,0,0.16028,0
"260.8978656",0,0,0,0,0
"261.0845949",0,0,0,0,0
"261.0904383",0,0,0,0,0
"261.1125045",0,0,0,0,0
"261.1147944",0,0,0,0,0
"261.1192808",0,0,0,0,0
"261.1393374",0,0,0,0,0
"261.1443553",0,0,0,0,0
"261.1444682",0,0,0,0,0
"261.14458",0,0,0,0,0
"261.1446396",0,0,0,0,0
"261.1556646",0,0,0.24349,0,0
"261.1593335",0,0,0,0,0
"261.1999938",0,0,0,0,0
"261.2168296",0,0,0,0,0
"261.2530367",0,0,0,0,0
"261.6149844",0,0,0,0,0
"261.6313885",0,0,0,0,0
"261.6492958",0,0,0,0,0
"261.6494438",0,0,0,0,0
"261.808279",0,0,0,0,0
"261.9896342",0,0,0,0,0
"262.06783",0,0,0,0,0
"262.074473",0,0,0,0,0
"262.0939322",0,0,0,0,0
"262.1032415",0,0,0,0,0
"262.1182076",0,0,0,0,0
"262.1183823",0,0,0,0,0
"262.1395098",0,0,0,0,0
"262.139758",0,0,0,0,0
"262.1476394",0,0,0,0,0
"262.1479",0,0,0,0,0
"262.1589755",0,0,0,0,0
"262.6391763",0,0,0,0,0
"262.6446793",0,0,0,0,0
"262.7997102",0,0,0,0,0
"262.9159625",0,0,0,0,0
"262.9562355",0,0,0,0,0
"263.012119",0,0,0,0,-0.31642
"263.0135709",0,0,0,0,0
"263.0618745",0,0,0,0,0
"263.0795981",0,0,0,0,0
"263.087295",0,0,0,0,0
"263.1066001",0,0,0,0,0
"263.141032",0,0,0,0,0
"263.1420977",0,0,0,0,0
"263.1963677",0,0,0,0,0
"263.2324628",0,0,0,0,0
"263.6289002",0,0,0,0,0
"263.640066",0,0,0,0,0
"264.0499479",0,0,0,0,0
"264.0899278",0,0,0,0,0
"264.0922459",0,0,0,0,0
"264.1011724",0,0,0,0,0
"264.118935",0,0,0,0,0
"264.1232922",0,0,0,0,0
"264.1628346",0,0,0,0,0
"264.1706514",0,0,0,0,0
"264.1996891",0,0,0,0,0
"264.5517737",0,0,0,0,0
"264.6424324",0,0,0,0,0
"264.6607064",0,0,0,0,0
"264.8448477",0,0,0,0,0
"264.9544431",0,0,0,0,0
"265.0691305",0,0,0,0,0
"265.0697115",0,0,0,0,0
"265.0853975",0,0,0,0,0
"265.1398168",0,0,0,0,0
"265.1624313",0,0,0,0,0
"265.5919802",0,0,0,0,0
"265.6415875",0,0,0,0,0
"265.6805668",0,0,0,0,0
"266.033359",0,0,0,0,0
"266.074576",0,0,0,0,0
"266.0884031",0,0,0,0,0
"266.0888671",0,0,0,0,0
"266.1069935",0,0,0,0,0
"266.1516297",0,0,0,0,0
"266.5759192",0,0,0,0,0
"266.5761046",0,0,0,0,0
"266.6398758",0,0,0,0,0
"266.8423359",0,0,0,0,0
"267.0585326",0,0,0,0,0
"267.0771229",0,0,0,0,0
"267.0776061",0,0,0,0,0
"267.0779421",0,0,0,0,0
"267.0812318",0,0,0,0,0
"267.0917855",0,0,0,0,0
"267.0975857",0,0,0,0,0
"267.1010231",0,0,0,0,0
"267.1211278",0,0,0,0,0
"267.1266898",0,0,0,0,0
"267.1337648",0,0,0,0,0
"267.1340559",0,0,0,0,0
"267.6368438",0,0,0,0,0
"267.6554149",0,0,0,0,0
"268.0618013",0,0,0,0,0
"268.0784697",0,0,0,0,0
"268.1040655",0,0,0,0,0
"268.1290719",0,0,0,0,0
"268.1570557",0,0,0,0,0
"268.1598117",0,0,0,0,0
"269.0629179",0,0,0,0,0
"269.0858747",0,0,0,0,0
"269.087921",0,0,0,0,0
"269.1107819",0,0,0,0,0
"269.1133594",0,0,0,0,0
"269.1242287",0,0,0,0,0
"269.1354793",0,0,0,0,0
"269.1409675",0,0,0,0,0
"269.1569639",0,0,0,0,0
"269.1858217",0,0,0,0,0
"269.1911312",0,0,0,0,0
"269.4645528",0,0,0,0,0
"269.5876075",0,0,0,0,0.0071063
"269.6163814",0,0,0,0,0
"269.6285631",0,0,0,0,0
"269.6468464",0,0,0,0,0
"269.798863",0,0,0,0,0
"269.9938824",0,0,0,0,0
"270.0910103",0,0,0,0,0
"270.0914161",0,0,0,0,0
"270.1166655",0,0,0,0,0
"270.1329688",0,0,0,0,0
"270.1674116",0,0,0,0,0
"270.4848868",0,0,0,0,0
"270.6368169",0,0,0,0,0
"270.6477768",0,0,0,0,0
"270.660296",0,0,0,0,0
"270.6606128",0,0,0,0,0
"270.8192474",0,0,0,0,0
"270.8322667",0,0,0,0,0
"271.0371612",0,0,0,0,0
"271.0402432",0,0,0,0,0
"271.0485771",0,0,0,0,0
"271.0778705",0,0,0,0,0
"271.0924126",0,0,0,0,0
"271.1033763",0,0,0,0,0
"271.1035078",0,0,0,0,0
"271.1621592",0,0,0,0,0
"271.1761527",0,0,0,0,0
"271.1883237",0,0,0,0,0
"271.1887032",0,0,0,0,0
"271.4798382",0,0,0,0,0
"271.5004624",0,0,0,0.044266,0
"271.6409412",0,0,0,0,0
"271.6682791",0,0,0,0,0
"271.6778719",0,0,0,0,0
"271.6900684",0,0,0,0,0
"271.6903934",0,0,0,0,0
"272.0518264",0,0,0,0,0
"272.0777964",0,0,0,0,0
"272.0949321",0,0,0,0,0
"272.1521412",0,0,0,0,-0.038024
"272.1538865",0,0,0,0,0
"272.1715939",0,0,0,0,0
"272.1717505",0,0,0,0,0
"272.4676183",0,0,0,0.026239,0
"272.8020335",0,0,0,0,0
"272.8154411",0,0,0,0,0
"273.0457146",0,0,0,0,0
"273.0639685",0,0,0,0,0
"273.0843099",0,0,0,0,0
"273.094378",0,0,0,0,0
"273.6386078",0,0,0.013912,0,0
"273.665735",0,0,0,0,0
"273.8408979",0,0,0,0.20841,0
"274.1033986",0,0,0,0,0
"274.1396874",0,0,0,0,0
"274.1574936",0,0,0,0,0
"274.1758483",0,0,0,0,0
"274.1762127",0,0,0,0,0
"274.1872403",0,0,0,0,0
"274.6266239",0,0,0,0,0
"274.8735993",0,0,0,0,0
"275.0019494",0,0,0,0,0
"275.0606728",0,0,0,0,0
"275.0706869",0,0,0,0,0
"275.0749815",0,0,0,0,0
"275.088152",0,0,0,0,0
"275.1283632",0,0,0,0,0
"275.1349778",0,0,0,0,0
"275.1795663",0,0,0,0,0
"275.2078896",0,0,0,0,0
"275.232459",0,0,0,0,0
"275.6524876",0,0,0,0,0
"275.9880324",0,0,0,0,0
"276.053707",0,0,0,0,0
"276.0732793",0,0,0,0,0
"276.0754208",0,0,0,0,0
"276.0784998",0,0,0,0,0
"276.1078213",0,0,0,0,0
"276.1105752",0,0,0,0,0
"276.1233121",0,0,0,0,0
"276.155417",0,0,0,0,0
"276.155473",0,0,0,0,0
"276.1704778",0,0,0,0,0
"276.180239",0,0,0,0,0
